Time,A,comp
7.035175879396985,5679.589218537952,5
7.135678391959799,6280.072685187403,5
7.236180904522613,6944.043206960858,5
7.336683417085427,7678.213052208189,5
7.437185929648241,8490.004154364315,5
7.5376884422110555,9387.623142401815,5
7.63819095477387,10380.14430399564,5
7.738693467336684,11477.601320098333,5
7.839195979899498,12691.088698296873,5
7.939698492462312,14032.87393036998,5
8.040201005025127,15516.521507878879,5
8.14070351758794,17157.030049500434,5
8.241206030150755,18970.98392636247,5
8.341708542713569,20976.72091820497,5
8.442211055276383,23194.517595251455,5
8.542713567839197,25646.794299868976,5
8.643216080402011,28358.34180023506,5
8.743718592964825,31356.57190731841,5
8.84422110552764,34671.79458873229,5
8.944723618090453,38337.524380883915,5
9.045226130653267,42390.81919702794,5
9.145728643216081,46872.654956331884,5
9.246231155778895,51828.33982118596,5
9.34673366834171,57307.972230400774,5
9.447236180904524,63366.94735868207,5
9.547738693467338,70066.51712232591,5
9.648241206030152,77474.40939239273,5
9.748743718592966,85665.51267516329,5
9.84924623115578,94722.63318150742,5
9.949748743718594,104737.3319385967,5
10.050251256281408,115810.85040656294,5
10.150753768844222,128055.13395742657,5
10.251256281407036,141593.96356293611,5
10.35175879396985,156564.20713187562,5
10.452261306532664,173117.2031469668,5
10.552763819095478,191420.29058894754,5
10.653266331658292,211658.50061426754,5
10.753768844221106,234036.427088055,5
10.85427135678392,258780.29488210747,5
10.954773869346734,286140.2468469233,5
11.055276381909549,316392.8725774294,5
11.155778894472363,349844.00453642,5
11.256281407035177,386831.80980252114,5
11.35678391959799,427730.208698043,5
11.457286432160805,472952.65485660965,5
11.557788944723619,522956.31494435016,5
11.658291457286433,578246.6902886494,5
11.758793969849247,639382.7271358261,5
11.859296482412061,706982.4671987934,5
11.959798994974875,781729.2956177067,5
12.06030150753769,864378.8494960202,5
12.160804020100503,955766.6568523177,5
12.261306532663317,1056816.583212268,5
12.361809045226131,1168550.1712297185,5
12.462311557788945,1292096.9677538273,5
12.56281407035176,1428705.9427415114,5
12.663316582914574,1579758.1154522554,5
12.763819095477388,1746780.515567102,5
12.864321608040202,1931461.620368763,5
12.964824120603016,2135668.424041721,5
13.06532663316583,2361465.3116507498,5
13.165829145728644,2611134.928600306,5
13.266331658291458,2887201.256550117,5
13.366834170854272,3192455.1290679863,5
13.467336683417086,3529982.4449648513,5
13.5678391959799,3903195.364528755,5
13.668341708542714,4315866.804029373,5
13.768844221105528,4772168.577207894,5
13.869346733668342,5276713.56933548,5
13.969849246231156,5834602.370189905,5
14.07035175879397,6451474.8373764455,5
14.170854271356784,7133567.111261371,5
14.271356783919598,7887774.657898267,5
14.371859296482413,8721721.977266144,5
14.472361809045227,9643839.681519808,5
14.57286432160804,10663449.722458525,5
14.673366834170855,11790859.629801791,5
14.773869346733669,13037466.712953847,5
14.874371859296483,14415873.279662276,5
14.974874371859297,15940014.036349034,5
15.075376884422111,17625296.98454146,5
15.175879396984925,19488759.115131583,5
15.27638190954774,21549238.69838538,5
15.376884422110553,23827565.713101257,5
15.477386934673367,26346772.420215365,5
15.577889447236181,29132326.202530336,5
15.678391959798995,32212387.021789085,5
15.77889447236181,35618092.095800966,5
15.879396984924623,39383870.673503034,5
15.979899497487438,43547792.090107754,5
16.080402010050253,48151950.62092604,5
16.18090452261307,53242891.024464,5
16.281407035175885,58872079.07672982,5
16.3819095477387,65096421.85351726,5
16.482412060301517,71978843.02034847,5
16.582914572864333,79588918.94584706,5
16.68341708542715,88003582.06919372,5
16.783919597989964,97307898.63220783,5
16.88442211055278,107595928.63837132,5
16.984924623115596,118971676.7323672,5
17.08542713567841,131550143.61284646,5
17.185929648241228,145458488.60745624,5
17.286432160804043,160837315.16293365,5
17.38693467336686,177842092.2456528,5
17.487437185929675,196644726.02197057,5
17.58793969849249,217435297.70693803,5
17.688442211055307,240423985.14978862,5
17.788944723618123,265843187.58206025,5
17.88944723618094,293949875.00804067,5
17.989949748743754,325028185.9881957,5
18.09045226130657,359392300.0773184,5
18.190954773869386,397389613.9556987,5
18.291457286432202,439404253.36173457,5
18.391959798995018,485860956.32911605,5
18.492462311557833,537229366.9853415,5
18.59296482412065,594028783.3188035,5
18.693467336683465,656833406.9109831,5
18.79396984924628,726278147.7047981,5
18.894472361809097,803065042.4911745,5
18.994974874371913,887970352.0001547,5
19.09547738693473,981852408.3430767,5
19.195979899497544,1085660292.137857,5
19.29648241206036,1200443427.036931,5
19.396984924623176,1327362188.6516738,5
19.497487437185992,1467699635.1219614,5
19.597989949748808,1622874477.9185584,5
19.698492462311624,1794455424.0038884,5
19.79899497487444,1984177034.340196,5
19.899497487437255,2193957259.063306,5
20.00000000000007,2425916826.5900607,5
