Time,Y,X,S,k1,k2,k3,k4,_J0,_J1,_J2,_J3
15.551839464882917,4.499594180720818,5.999761836077571,1,8,1,1,1.5,35.996753445766544,35.997142089652904,26.996493443325488,8.999642754116357
15.652173913043452,4.499631364364956,5.999783649277168,1,8,1,1,1.5,35.99705091491965,35.99740383813365,26.99681468769158,8.999675473915751
15.752508361203986,4.499665102655431,5.9998035027045615,1,8,1,1,1.5,35.99732082124345,35.997642071065926,26.997106443909537,8.999705254056842
15.852842809364521,4.499695679758648,5.999821560008985,1,8,1,1,1.5,35.99756543806918,35.99785875194865,26.99737115289522,8.999732340013477
15.953177257525056,4.499723425994564,5.999837962958242,1,8,1,1,1.5,35.997787407956515,35.99805558175491,26.99761143409471,8.999756944437364
16.05351170568559,4.499748657994053,5.999852818485354,1,8,1,1,1.5,35.99798926395243,35.998233843486645,26.99782966814131,8.99977922772803
16.153846153846125,4.499771707801426,5.999866201828513,1,8,1,1,1.5,35.99817366241141,35.998394439844105,26.998028185581944,8.999799302742769
16.25418060200666,4.499792445820849,5.999878414539491,1,8,1,1,1.5,35.99833956656679,35.99854098925691,26.99820756558837,8.999817621809235
16.354515050167194,4.499811199290685,5.999889505232121,1,8,1,1,1.5,35.99848959432548,35.99867407499454,26.99836999015014,8.999834257848182
16.45484949832773,4.499828235478262,5.999899548591566,1,8,1,1,1.5,35.998625883826094,35.99879459318928,26.998517398785605,8.99984932288735
16.555183946488263,4.499843803873948,5.99990862906325,1,8,1,1,1.5,35.998750430991585,35.998903557107646,26.9986516683001,8.999862943594875
16.655518394648798,4.499858061917494,5.999916834833723,1,8,1,1,1.5,35.99886449533995,35.99900202492112,26.99877414006102,8.999875252250584
16.755852842809333,4.4998707574889645,5.99992429549891,1,8,1,1,1.5,35.998966059911716,35.99909155171809,26.998883884463122,8.999886443248364
16.856187290969867,4.499882280004869,5.999931065638062,1,8,1,1,1.5,35.99905824003895,35.99917279240869,26.998983483515445,8.999896598457093
16.9565217391304,4.499892790598679,5.99993722466786,1,8,1,1,1.5,35.99914232478943,35.999246699955066,26.99907426132755,8.99990583700179
17.056856187290936,4.499902465249191,5.99994285138725,1,8,1,1,1.5,35.999219721993526,35.99931421991297,26.999157628311746,8.999914277080876
17.15719063545147,4.499911258363227,5.999947970245501,1,8,1,1,1.5,35.999290066905814,35.99937564565311,26.999233420901323,8.999921955368253
17.257525083612006,4.499919166791281,5.999952611675513,1,8,1,1,1.5,35.999353334330245,35.99943134235181,26.999301757118044,8.99992891751327
17.35785953177254,4.499926382611973,5.999956847073852,1,8,1,1,1.5,35.99941106089578,35.9994821667484,26.999364110680975,8.999935270610777
17.458193979933075,4.499932994011164,5.999960720776581,1,8,1,1,1.5,35.999463952089314,35.99952865086183,26.999421210193546,8.999941081164872
17.55852842809361,4.4999390902164444,5.999964274132704,1,8,1,1,1.5,35.999512721731556,35.99957129086879,26.99947377707189,8.999946411199057
