Time,A
0,3
0.5050505050505051,5.525252525252526
1.0101010101010102,8.05050505050505
1.5151515151515151,10.575757575757576
2.0202020202020203,13.10101010101009
2.5252525252525255,15.626262626262616
3.0303030303030307,18.151515151515156
3.535353535353536,20.676767676767682
4.040404040404041,23.202020202020194
4.545454545454546,25.72727272727272
5.050505050505051,28.25252525252526
5.555555555555556,30.777777777777786
6.060606060606061,33.30303030303031
6.565656565656567,35.82828282828283
7.070707070707072,38.35353535353536
7.575757575757577,40.87878787878788
8.080808080808081,43.4040404040404
8.585858585858587,45.929292929292934
9.090909090909092,48.454545454545446
9.595959595959597,50.97979797979798
10.101010101010102,53.505050505050505
10.606060606060607,56.03030303030303
11.111111111111112,58.55555555555556
11.616161616161618,61.08080808080808
12.121212121212123,63.60606060606061
12.626262626262628,66.13131313131314
13.131313131313133,68.65656565656566
13.636363636363638,71.18181818181819
14.141414141414144,73.70707070707071
14.646464646464649,76.23232323232324
15.151515151515154,78.75757575757576
15.65656565656566,81.28282828282829
16.161616161616163,83.8080808080808
16.666666666666668,86.33333333333334
17.171717171717173,88.85858585858585
17.67676767676768,91.3838383838384
18.181818181818183,93.9090909090909
18.68686868686869,96.43434343434345
19.191919191919194,98.95959595959596
19.6969696969697,101.48484848484838
20.202020202020204,104.01010101010104
20.70707070707071,106.53535353535347
21.212121212121215,109.060606060606
21.71717171717172,111.58585858585855
22.222222222222225,114.1111111111112
22.72727272727273,116.63636363636351
23.232323232323235,119.16161616161617
23.73737373737374,121.68686868686859
24.242424242424246,124.21212121212113
24.74747474747475,126.73737373737367
25.252525252525256,129.26262626262633
25.75757575757576,131.78787878787875
26.262626262626267,134.3131313131313
26.76767676767677,136.83838383838383
27.272727272727277,139.36363636363637
27.777777777777782,141.8888888888888
28.282828282828287,144.41414141414145
28.787878787878793,146.93939393939388
29.292929292929298,149.46464646464642
29.797979797979803,151.98989898989896
30.303030303030308,154.51515151515162
30.808080808080813,157.04040404040404
31.31313131313132,159.56565656565658
31.818181818181824,162.090909090909
32.323232323232325,164.61616161616166
32.82828282828283,167.1414141414141
33.333333333333336,169.66666666666674
33.83838383838384,172.19191919191917
34.343434343434346,174.7171717171717
34.84848484848485,177.24242424242414
35.35353535353536,179.7676767676768
35.85858585858586,182.29292929292922
36.36363636363637,184.81818181818187
36.86868686868687,187.3434343434343
37.37373737373738,189.86868686868684
37.87878787878788,192.39393939393926
38.38383838383839,194.91919191919192
38.88888888888889,197.44444444444446
39.3939393939394,199.969696969697
39.8989898989899,202.49494949494942
40.40404040404041,205.02020202020208
40.909090909090914,207.5454545454545
41.41414141414142,210.07070707070704
41.919191919191924,212.59595959595958
42.42424242424243,215.12121212121212
42.929292929292934,217.64646464646455
43.43434343434344,220.1717171717172
43.939393939393945,222.69696969696975
44.44444444444445,225.22222222222217
44.949494949494955,227.7474747474747
45.45454545454546,230.27272727272737
45.959595959595966,232.7979797979798
46.46464646464647,235.32323232323233
46.969696969696976,237.84848484848487
47.47474747474748,240.3737373737374
47.979797979797986,242.89898989898984
48.48484848484849,245.4242424242425
48.989898989899,247.94949494949492
49.4949494949495,250.47474747474746
50.00000000000001,253
