Time,X,Y,Z,A,k1,k2,k3,k4,k5,J0,J1,J2,J3,J4
2.307692307692307,1.7033793633209724,2.1113563924032013,1.8614930379774586,1,3.2,1,1,1,1,5.450813962627112,3.59644090743543,1.7033793633209724,1.8614930379774586,2.1113563924032013
2.408026755852842,1.720730386726919,2.0867846249422755,1.8472055651158972,1,3.2,1,1,1,1,5.506337237526141,3.5907937146927105,1.720730386726919,1.8472055651158972,2.0867846249422755
2.508361204013377,1.7424531194436848,2.0633505571146387,1.836151047395673,1,3.2,1,1,1,1,5.575849982219792,3.595291614750267,1.7424531194436848,1.836151047395673,2.0633505571146387
2.608695652173912,1.7684876472965323,2.0412596085472052,1.8284353705188565,1,3.2,1,1,1,1,5.659160471348904,3.6099424026410873,1.7684876472965323,1.8284353705188565,2.0412596085472052
2.7090301003344472,1.7987579042942246,2.0207068258618484,1.824147792288554,1,3.2,1,1,1,1,5.756025293741519,3.634762375280293,1.7987579042942246,1.824147792288554,2.0207068258618484
2.8093645484949823,1.8331671900693056,2.001876198693706,1.8233609661586614,1,3.2,1,1,1,1,5.866135008221779,3.669773766025964,1.8331671900693056,1.8233609661586614,2.001876198693706
2.9096989966555173,1.871592587949845,1.9849402411738402,1.8261301869491078,1,3.2,1,1,1,1,5.989096281439505,3.714999442904337,1.871592587949845,1.8261301869491078,1.9849402411738402
3.0100334448160524,1.9138783970596611,1.9700594983531334,1.8324920567163732,1,3.2,1,1,1,1,6.124410870590916,3.770454314820255,1.9138783970596611,1.8324920567163732,1.9700594983531334
3.1103678929765874,1.9598296274414082,1.9573816737118634,1.8424628889066532,1,3.2,1,1,1,1,6.271454807812507,3.8361345963513616,1.9598296274414082,1.8424628889066532,1.9573816737118634
3.2107023411371225,2.0092054801937964,1.9470410027995362,1.8560370048562076,1,3.2,1,1,1,1,6.4294575366201485,3.912005452986853,2.0092054801937964,1.8560370048562076,1.9470410027995362
3.3110367892976575,2.0617114933547973,1.9391570822717696,1.8731834606731719,1,3.2,1,1,1,1,6.597476778735352,3.9979824439400615,2.0617114933547973,1.8731834606731719,1.9391570822717696
3.4113712374581926,2.116993660856742,1.933833759966034,1.8938432863557966,1,3.2,1,1,1,1,6.774379714741575,4.093913810998853,2.116993660856742,1.8938432863557966,1.933833759966034
3.5117056856187276,2.1746322721246663,1.931157897577377,1.9179263955730237,1,3.2,1,1,1,1,6.958823270798932,4.199558286640185,2.1746322721246663,1.9179263955730237,1.931157897577377
3.6120401337792627,2.2341367749913084,1.93119779963985,1.945307752908508,1,3.2,1,1,1,1,7.149237679972187,4.314560023957685,2.2341367749913084,1.945307752908508,1.93119779963985
3.7123745819397977,2.2949429409687405,1.9340014415632525,1.975823804077041,1,3.2,1,1,1,1,7.34381741109997,4.438422956138955,2.2949429409687405,1.975823804077041,1.9340014415632525
3.812709030100333,2.356412347088066,1.9395945832980228,2.0092692323359294,1,3.2,1,1,1,1,7.540519510681811,4.570484624428594,2.356412347088066,2.0092692323359294,1.9395945832980228
3.913043478260868,2.4178318397520067,1.947978904857959,2.04539365994087,1,3.2,1,1,1,1,7.737061887206422,4.709885419330818,2.4178318397520067,2.04539365994087,1.947978904857959
4.013377926421403,2.4784212733348077,1.9591296073594413,2.0838992107678704,1,3.2,1,1,1,1,7.9309480746713845,4.855548496099709,2.4784212733348077,2.0838992107678704,1.9591296073594413
4.113712374581938,2.5373422383132556,1.9729934890857161,2.124439252690316,1,3.2,1,1,1,1,8.119495162602417,5.00615971577423,2.5373422383132556,2.124439252690316,1.9729934890857161
4.214046822742474,2.593708773833722,1.9894869580962393,2.1666175171719697,1,3.2,1,1,1,1,8.299868076267911,5.160149778641978,2.593708773833722,2.1666175171719697,1.9894869580962393
4.314381270903009,2.6466063585674067,2.008494144924583,2.209989327796507,1,3.2,1,1,1,1,8.469140347415701,5.315693375102807,2.6466063585674067,2.209989327796507,2.008494144924583
4.414715719063545,2.6951146553488488,2.0298656137939846,2.2540649819223577,1,3.2,1,1,1,1,8.624366897116316,5.470720564124854,2.6951146553488488,2.2540649819223577,2.0298656137939846
4.51505016722408,2.738330327546843,2.0534175812961335,2.29831464965991,1,3.2,1,1,1,1,8.762657048149897,5.6229356379810875,2.738330327546843,2.29831464965991,2.0534175812961335
4.615384615384616,2.77539226380878,2.0789311098940897,2.3421732909256487,1,3.2,1,1,1,1,8.881255244188095,5.769849319391457,2.77539226380878,2.3421732909256487,2.0789311098940897
4.715719063545151,2.8055165778950886,2.1061532341160123,2.385052213836119,1,3.2,1,1,1,1,8.977653049264283,5.908847813899828,2.8055165778950886,2.385052213836119,2.1061532341160123
4.816053511705687,2.82802244848487,2.134798328053649,2.426349051211998,1,3.2,1,1,1,1,9.049671835151583,6.0372575947236875,2.82802244848487,2.426349051211998,2.134798328053649
4.916387959866222,2.8423598202592975,2.164549935922271,2.465459085443934,1,3.2,1,1,1,1,9.095551424829752,6.152429766810299,2.8423598202592975,2.465459085443934,2.164549935922271
5.016722408026758,2.848135994140829,2.1950646641619116,2.501790706750916,1,3.2,1,1,1,1,9.114035181250653,6.251842679466191,2.848135994140829,2.501790706750916,2.1950646641619116
5.117056856187293,2.845132364525644,2.2259768594157103,2.534779926342167,1,3.2,1,1,1,1,9.10442356648206,6.333198805408787,2.845132364525644,2.534779926342167,2.2259768594157103
5.217391304347829,2.8333158559534497,2.256903944412909,2.5639044270997724,1,3.2,1,1,1,1,9.06661073905104,6.394521731068979,2.8333158559534497,2.5639044270997724,2.256903944412909
5.317725752508364,2.8128505323622295,2.2874519358671592,2.5886980860366324,1,3.2,1,1,1,1,9.001121703559134,6.434260395556951,2.8128505323622295,2.5886980860366324,2.2874519358671592
5.4180602006689,2.784085506103673,2.317223870000382,2.608764317247007,1,3.2,1,1,1,1,8.909073619531753,6.451349390865525,2.784085506103673,2.608764317247007,2.317223870000382
5.518394648829435,2.747545438889196,2.3458265509991665,2.6237858300255725,1,3.2,1,1,1,1,8.792145404445426,6.4452650406229335,2.747545438889196,2.6237858300255725,2.3458265509991665
5.618729096989971,2.703917143408356,2.3728779851973587,2.6335345084351696,1,3.2,1,1,1,1,8.652534858906739,6.416065463391417,2.703917143408356,2.6335345084351696,2.3728779851973587
5.719063545150506,2.6540174222870765,2.39801566018516,2.6378761498193835,1,3.2,1,1,1,1,8.492855751318645,6.36437534104866,2.6540174222870765,2.6378761498193835,2.39801566018516
5.819397993311042,2.598763673794154,2.420903456320917,2.6367718528396895,1,3.2,1,1,1,1,8.316043756141294,6.291355960049512,2.598763673794154,2.6367718528396895,2.420903456320917
5.919732441471577,2.539143744361196,2.441238069308284,2.6302774200525225,1,3.2,1,1,1,1,8.125259981955827,6.198654372180532,2.539143744361196,2.6302774200525225,2.441238069308284
6.020066889632113,2.47618284038753,2.4587554593195216,2.6185417010610648,1,3.2,1,1,1,1,7.923785089240096,6.0883280770761585,2.47618284038753,2.6185417010610648,2.4587554593195216
6.120401337792648,2.41090804206357,2.473234771048347,2.601795661856177,1,3.2,1,1,1,1,7.714905734603424,5.962741599431713,2.41090804206357,2.601795661856177,2.473234771048347
6.220735785953184,2.344323766796925,2.484501777703693,2.5803452963462776,1,3.2,1,1,1,1,7.50183605375016,5.824476566119977,2.344323766796925,2.5803452963462776,2.484501777703693
6.321070234113719,2.277384221233922,2.492431966639387,2.55456232569172,1,3.2,1,1,1,1,7.287629507948551,5.6762252333235725,2.277384221233922,2.55456232569172,2.492431966639387
6.421404682274255,2.210974909064004,2.496950558953539,2.524869955925965,1,3.2,1,1,1,1,7.075119709004813,5.520695035019615,2.210974909064004,2.524869955925965,2.496950558953539
6.52173913043479,2.1459003776205274,2.498032107896462,2.4917315525882997,1,3.2,1,1,1,1,6.8668812083856885,5.360528043643219,2.1459003776205274,2.4917315525882997,2.498032107896462
6.622073578595326,2.082874282377437,2.4956993364653557,2.4556389943026073,1,3.2,1,1,1,1,6.665197703607799,5.1982279644701235,2.082874282377437,2.4556389943026073,2.4956993364653557
6.722408026755861,2.0225124786394986,2.490021214955799,2.4171004144047,1,3.2,1,1,1,1,6.472039931646396,5.036098979325189,2.0225124786394986,2.4171004144047,2.490021214955799
6.822742474916397,1.9653397205954855,2.4811083626209145,2.3766297319277117,1,3.2,1,1,1,1,6.289087105905554,4.876220816160511,1.9653397205954855,2.3766297319277117,2.4811083626209145
6.923076923076932,1.9117904468057056,2.469109836932269,2.3347378247141126,1,3.2,1,1,1,1,6.117729429778258,4.720420598361105,1.9117904468057056,2.3347378247141126,2.469109836932269
7.023411371237468,1.862213207189062,2.4542091018727987,2.2919234441475944,1,3.2,1,1,1,1,5.959082263004999,4.570260602711132,1.862213207189062,2.2919234441475944,2.4542091018727987
7.123745819398003,1.81688293944894,2.4366186043610507,2.248667596233049,1,3.2,1,1,1,1,5.814025406236609,4.42705077220748,1.81688293944894,2.248667596233049,2.4366186043610507
7.224080267558539,1.7760085172700757,2.416575357288457,2.205428642069595,1,3.2,1,1,1,1,5.683227255264242,4.2918584171692755,1.7760085172700757,2.205428642069595,2.416575357288457
7.324414715719074,1.7397428795405276,2.394336324284753,2.1626382707901337,1,3.2,1,1,1,1,5.567177214529689,4.165529571399638,1.7397428795405276,2.1626382707901337,2.394336324284753
7.42474916387961,1.7081929294500924,2.370173664059784,2.1206986086246102,1,3.2,1,1,1,1,5.466217374240296,4.048713894515742,1.7081929294500924,2.1206986086246102,2.370173664059784
7.525083612040145,1.681428166882407,2.3443705290659462,2.0799824488698144,1,3.2,1,1,1,1,5.380570134023703,3.9418906411804926,1.681428166882407,2.0799824488698144,2.3443705290659462
7.625418060200681,1.6594891882110583,2.317217248655107,2.040832206225083,1,3.2,1,1,1,1,5.310365402275387,3.8453969708793254,1.6594891882110583,2.040832206225083,2.317217248655107
7.725752508361216,1.6423954708644404,2.289007466140847,2.003559832057923,1,3.2,1,1,1,1,5.25566550676621,3.759455495164616,1.6423954708644404,2.003559832057923,2.289007466140847
7.826086956521752,1.6301513106776038,2.260035268888214,1.9684489814639134,1,3.2,1,1,1,1,5.216484194168332,3.684199455755733,1.6301513106776038,1.9684489814639134,2.260035268888214
7.926421404682287,1.6227506334079667,2.2305925001025497,1.9357561478170082,1,3.2,1,1,1,1,5.192802026905493,3.6196953924164723,1.6227506334079667,1.9357561478170082,2.2305925001025497
8.026755852842822,1.6201811517542262,2.200966338598074,1.905712301259427,1,3.2,1,1,1,1,5.1845796856135244,3.565964177442109,1.6201811517542262,1.905712301259427,2.200966338598074
8.127090301003356,1.6224274025135812,2.1714372833734896,1.8785249679537275,1,3.2,1,1,1,1,5.19176768804346,3.522999351384798,1.6224274025135812,1.8785249679537275,2.1714372833734896
8.227424749163891,1.629471001148004,2.142278015594927,1.8543803827817238,1,3.2,1,1,1,1,5.214307203673613,3.490779902808825,1.629471001148004,1.8543803827817238,2.142278015594927
8.327759197324426,1.6412914403332215,2.113752016462134,1.8334450623963876,1,3.2,1,1,1,1,5.252132609066309,3.4692830916063877,1.6412914403332215,1.8334450623963876,2.113752016462134
8.42809364548496,1.6578660490511181,2.0861124270688127,1.8158676112186245,1,3.2,1,1,1,1,5.305171356963578,3.4584949673410113,1.6578660490511181,1.8158676112186245,2.0861124270688127
8.528428093645495,1.6791669309812984,2.0596017402769533,1.8017800606858285,1,3.2,1,1,1,1,5.373334179140155,3.458415133264593,1.6791669309812984,1.8017800606858285,2.0596017402769533
8.62876254180603,1.7051582358898463,2.034451155568122,1.7912987397857263,1,3.2,1,1,1,1,5.456506354847509,3.469061143432598,1.7051582358898463,1.7912987397857263,2.034451155568122
8.729096989966564,1.735792413064587,2.0108801200421986,1.7845249271853005,1,3.2,1,1,1,1,5.554535721806679,3.4904704559516544,1.735792413064587,1.7845249271853005,2.0108801200421986
8.829431438127099,1.7710052860143164,1.989096065574162,1.7815450953034644,1,3.2,1,1,1,1,5.667216915245813,3.5226996465221205,1.7710052860143164,1.7815450953034644,1.989096065574162
8.929765886287633,1.8107091496770742,1.9692941790582137,1.7824300678807952,1,3.2,1,1,1,1,5.794269278966638,3.56581898842651,1.8107091496770742,1.7824300678807952,1.9692941790582137
9.030100334448168,1.8547861839377462,1.9516569451806878,1.7872340375781492,1,3.2,1,1,1,1,5.935315788600788,3.619906337707287,1.8547861839377462,1.7872340375781492,1.9516569451806878
9.130434782608702,1.9030813448872188,1.936353765008582,1.7959933778121842,1,3.2,1,1,1,1,6.0898603036391,3.685038727289962,1.9030813448872188,1.7959933778121842,1.936353765008582
9.230769230769237,1.9553928763929347,1.9235403695129214,1.8087237782397259,1,3.2,1,1,1,1,6.2572572044573915,3.7612771359997996,1.9553928763929347,1.8087237782397259,1.9235403695129214
9.331103678929772,2.0114638689831166,1.913357968494535,1.8254174715777354,1,3.2,1,1,1,1,6.436684380745973,3.8486504220576934,2.0114638689831166,1.8254174715777354,1.913357968494535
9.431438127090306,2.0709736196947848,1.9059322978311015,1.8460400062710662,1,3.2,1,1,1,1,6.627115583023311,3.9471355097324747,2.0709736196947848,1.8460400062710662,1.9059322978311015
9.53177257525084,2.1335285786854126,1.9013724246148174,1.8705262755659198,1,3.2,1,1,1,1,6.827291451793321,4.056632406640088,2.1335285786854126,1.8705262755659198,1.9013724246148174
9.632107023411375,2.1986545082381492,1.899769015815903,1.898775730301572,1,3.2,1,1,1,1,7.0356944263620775,4.176935711234787,2.1986545082381492,1.898775730301572,1.899769015815903
9.73244147157191,2.2657907103311214,1.9011925451364067,1.9306480126303085,1,3.2,1,1,1,1,7.250530273059589,4.307704407320852,2.2657907103311214,1.9306480126303085,1.9011925451364067
9.832775919732445,2.334284388036035,1.905691426817144,1.9659584116340352,1,3.2,1,1,1,1,7.469710041715313,4.448425746033376,2.334284388036035,1.9659584116340352,1.905691426817144
9.93311036789298,2.4033900778890964,1.9132893330350655,2.0044728203068574,1,3.2,1,1,1,1,7.690848249245109,4.598380599147523,2.4033900778890964,2.0044728203068574,1.9132893330350655
10.033444816053514,2.472272505404512,1.9239827549624504,2.0459040265597737,1,3.2,1,1,1,1,7.911272017294438,4.756609665966092,2.472272505404512,2.0459040265597737,1.9239827549624504
10.133779264214049,2.540011834733567,1.937738463163154,2.089908381409521,1,3.2,1,1,1,1,8.128037871147415,4.921878629052845,2.540011834733567,2.089908381409521,1.937738463163154
10.234113712374583,2.605614198954739,1.9544907279905825,2.136083203097335,1,3.2,1,1,1,1,8.337965436655166,5.092648792577647,2.605614198954739,2.136083203097335,1.9544907279905825
10.334448160535118,2.6680317405825464,1.9741387418022385,2.1839668635276053,1,3.2,1,1,1,1,8.537701569864149,5.267064823442064,2.6680317405825464,2.1839668635276053,1.9741387418022385
10.434782608695652,2.7261847891638147,1.9965445485897455,2.233040449420523,1,3.2,1,1,1,1,8.723791325324207,5.442949379253299,2.7261847891638147,2.233040449420523,1.9965445485897455
10.535117056856187,2.778984639883644,2.0215309549094513,2.2827296371630887,1,3.2,1,1,1,1,8.892750847627662,5.617803472742681,2.778984639883644,2.2827296371630887,2.0215309549094513
10.635451505016722,2.825372779288648,2.0488805392938554,2.332412885620961,1,3.2,1,1,1,1,9.041192893723673,5.788851303735104,2.825372779288648,2.332412885620961,2.0488805392938554
10.735785953177256,2.864354155234032,2.0783355043619056,2.381430156115163,1,3.2,1,1,1,1,9.165933296748902,5.953088937889442,2.864354155234032,2.381430156115163,2.0783355043619056
10.83612040133779,2.8950323919532543,2.109598044780295,2.429093206889478,1,3.2,1,1,1,1,9.264103654250414,6.107354673640207,2.8950323919532543,2.429093206889478,2.109598044780295
10.936454849498325,2.9166495968601605,2.1423320439646014,2.4746999673937244,1,3.2,1,1,1,1,9.333278709952515,6.248431892369958,2.9166495968601605,2.4746999673937244,2.1423320439646014
11.03678929765886,2.928620444169034,2.1761668301492136,2.5175520658521386,1,3.2,1,1,1,1,9.371585421340908,6.373166668697509,2.928620444169034,2.5175520658521386,2.1761668301492136
11.137123745819395,2.9305579300910396,2.2107015044834664,2.5569713623955765,1,3.2,1,1,1,1,9.377785376291326,6.478588825028214,2.9305579300910396,2.5569713623955765,2.2107015044834664
11.23745819397993,2.9223005038141148,2.245509486159943,2.5923171759625645,1,3.2,1,1,1,1,9.351361612205167,6.562053502724576,2.9223005038141148,2.5923171759625645,2.245509486159943
11.337792642140464,2.9039208153316336,2.280146915772963,2.623006995425178,1,3.2,1,1,1,1,9.292546609061228,6.621366090727332,2.9039208153316336,2.623006995425178,2.280146915772963
11.438127090300998,2.875727922123774,2.3141599570832425,2.6485321708247036,1,3.2,1,1,1,1,9.202329350796077,6.654894404845035,2.875727922123774,2.6485321708247036,2.3141599570832425
11.538461538461533,2.838251353390266,2.3470943714903427,2.6684732922930916,1,3.2,1,1,1,1,9.082404330848851,6.661643776417141,2.838251353390266,2.6684732922930916,2.3470943714903427
11.638795986622068,2.792224820515658,2.378504080153484,2.6825115269513415,1,3.2,1,1,1,1,8.935119425650106,6.641318128302322,2.792224820515658,2.6825115269513415,2.378504080153484
11.739130434782602,2.738559296992713,2.4079600780088035,2.690437080079443,1,3.2,1,1,1,1,8.763389750376682,6.594341458418308,2.738559296992713,2.690437080079443,2.4079600780088035
11.839464882943137,2.6783067140807777,2.435059611028778,2.6921542031408223,1,3.2,1,1,1,1,8.570581485058488,6.521836505405303,2.6783067140807777,2.6921542031408223,2.435059611028778
11.939799331103671,2.612617660213058,2.4594348814485905,2.6876819765181037,1,3.2,1,1,1,1,8.360376512681787,6.425563005416596,2.612617660213058,2.6876819765181037,2.4594348814485905
12.040133779264206,2.542698054682593,2.4807605982819068,2.6771506651628068,1,3.2,1,1,1,1,8.136633774984297,6.307825147384629,2.542698054682593,2.6771506651628068,2.4807605982819068
12.14046822742474,2.46976798050147,2.498760092914066,2.6607941946630604,1,3.2,1,1,1,1,7.903257537604704,6.171357668434038,2.46976798050147,2.6607941946630604,2.498760092914066
12.240802675585275,2.3950242104265613,2.5132100244318796,2.6389397229776215,1,3.2,1,1,1,1,7.664077473364997,6.019198854401082,2.3950242104265613,2.6389397229776215,2.5132100244318796
12.34113712374581,2.3196077383627536,2.523943572124098,2.611994877497381,1,3.2,1,1,1,1,7.422744762760812,5.854559041089988,2.3196077383627536,2.611994877497381,2.523943572124098
12.441471571906344,2.244577477088301,2.530852091567754,2.5804335083348025,1,3.2,1,1,1,1,7.182647926682563,5.680693602574799,2.244577477088301,2.5804335083348025,2.530852091567754
12.541806020066879,2.1708910524956133,2.53388517279528,2.544780558392785,1,3.2,1,1,1,1,6.946851367985963,5.500788649672574,2.1708910524956133,2.544780558392785,2.53388517279528
12.642140468227414,2.099392922326411,2.53304919808079,2.505596842323863,1,3.2,1,1,1,1,6.718057351444516,5.317865558355402,2.099392922326411,2.505596842323863,2.53304919808079
12.742474916387948,2.0308092241450293,2.5284046130871243,2.463464495585491,1,3.2,1,1,1,1,6.498589517264094,5.134707410628176,2.0308092241450293,2.463464495585491,2.5284046130871243
12.842809364548483,1.9657483493325458,2.520062143145677,2.418973644198499,1,3.2,1,1,1,1,6.290394717864147,4.953807998104052,1.9657483493325458,2.418973644198499,2.520062143145677
12.943143812709017,1.9047061208312857,2.508178180272897,2.372710642756669,1,3.2,1,1,1,1,6.095059586660114,4.777342332101263,1.9047061208312857,2.372710642756669,2.508178180272897
13.043478260869552,1.848074455059969,2.492949568511221,2.3252480918064995,1,3.2,1,1,1,1,5.913838256191902,4.60715641531836,1.848074455059969,2.3252480918064995,2.492949568511221
13.143812709030087,1.7961524206379387,2.474608019635533,2.2771367469843975,1,3.2,1,1,1,1,5.747687746041404,4.444773184598419,1.7961524206379387,2.2771367469843975,2.474608019635533
13.244147157190621,1.7491586729987336,2.453414381524135,2.228899331779888,1,3.2,1,1,1,1,5.597307753595948,4.291411043902765,1.7491586729987336,2.228899331779888,2.453414381524135
13.344481605351156,1.707244370909286,2.4296529545796965,2.181026164598644,1,3.2,1,1,1,1,5.463181986909715,4.148011329969302,1.707244370909286,2.181026164598644,2.4296529545796965
13.44481605351169,1.6705058665318677,2.4036260163907754,2.133972432698736,1,3.2,1,1,1,1,5.345618772901977,4.015271361329414,1.6705058665318677,2.133972432698736,2.4036260163907754
13.545150501672225,1.6389966532835825,2.3756486799826733,2.0881569024022033,1,3.2,1,1,1,1,5.244789290507464,3.893680235869162,1.6389966532835825,2.0881569024022033,2.3756486799826733
13.64548494983276,1.6127381286892188,2.346044179099727,2.0439618352091204,1,3.2,1,1,1,1,5.160762011805501,3.7835548992235286,1.6127381286892188,2.0439618352091204,2.346044179099727
13.745819397993294,1.5917290946790381,2.3151396442455767,2.0017338790975936,1,3.2,1,1,1,1,5.0935331029729225,3.685075129990562,1.5917290946790381,2.0017338790975936,2.3151396442455767
13.846153846153829,1.5759538085760898,2.2832624054582698,1.961785712004244,1,3.2,1,1,1,1,5.043052187443488,3.5983160838605643,1.5759538085760898,1.961785712004244,2.2832624054582698
13.946488294314364,1.565388532442915,2.25073683300052,1.9243982256997756,1,3.2,1,1,1,1,5.009243303817328,3.5232776279258986,1.565388532442915,1.9243982256997756,2.25073683300052
14.046822742474898,1.560006583824921,2.2178817063000804,1.8898230541549212,1,3.2,1,1,1,1,4.9920210682397474,3.459910063972975,1.560006583824921,1.8898230541549212,2.2178817063000804
14.147157190635433,1.559781940918838,2.185008084814017,1.8582852716829652,1,3.2,1,1,1,1,4.991302210940282,3.4081361514545603,1.559781940918838,1.8582852716829652,2.185008084814017
14.247491638795967,1.5646914681298845,2.152417641639019,1.829986109563223,1,3.2,1,1,1,1,5.007012698015631,3.3678695197248203,1.5646914681298845,1.829986109563223,2.152417641639019
14.347826086956502,1.5747158176293437,2.1204014110744063,1.805105561094937,1,3.2,1,1,1,1,5.0390906164139,3.3390296417424477,1.5747158176293437,1.805105561094937,2.1204014110744063
14.448160535117037,1.589839048621397,2.0892388943921185,1.7838047620458626,1,3.2,1,1,1,1,5.0874849555884705,3.321553576203185,1.589839048621397,1.7838047620458626,2.0892388943921185
14.548494983277571,1.610046995899883,2.0591974632510754,1.766228047056762,1,3.2,1,1,1,1,5.152150386879626,3.315404689672054,1.610046995899883,1.766228047056762,2.0591974632510754
14.648829431438106,1.6353244096907258,2.0305319970636466,1.7525045942296074,1,3.2,1,1,1,1,5.233038111010323,3.3205785394562386,1.6353244096907258,1.7525045942296074,2.0305319970636466
14.74916387959864,1.6656508778179426,2.0034846888283515,1.7427495803003707,1,3.2,1,1,1,1,5.330082809017417,3.3371060306417513,1.6656508778179426,1.7427495803003707,2.0034846888283515
14.849498327759175,1.7009955334370122,1.9782849532009514,1.7370647772193992,1,3.2,1,1,1,1,5.443185706998439,3.365053869260467,1.7009955334370122,1.7370647772193992,1.9782849532009514
14.94983277591971,1.7413105531106277,1.9551493706305763,1.7355385275741633,1,3.2,1,1,1,1,5.5721937699540085,3.404522231986624,1.7413105531106277,1.7355385275741633,1.9551493706305763
15.050167224080244,1.7865234620805472,1.9342816014446964,1.738245040119095,1,3.2,1,1,1,1,5.716875078657751,3.4556394632516843,1.7865234620805472,1.738245040119095,1.9342816014446964
15.150501672240779,1.836528338115709,1.9158722085804885,1.7452429821241326,1,3.2,1,1,1,1,5.876890681970269,3.518553603266397,1.836528338115709,1.7452429821241326,1.9158722085804885
15.250836120401313,1.891175929533922,1.9000983233727937,1.7565732829893002,1,3.2,1,1,1,1,6.051762974508551,3.5934202129103903,1.891175929533922,1.7565732829893002,1.9000983233727937
15.351170568561848,1.9502629525081687,1.887123097410611,1.7722561831976764,1,3.2,1,1,1,1,6.24084144802614,3.6803862637023785,1.9502629525081687,1.7722561831976764,1.887123097410611
