Time,S1,S2,k1,Km1,k2,Km2,_J0,_J1
3.1103678929765874,9.967129117399267,0.03287088260072823,0.1,0.1,0.4,0.1,0.09900666814904394,0.09895586439206229
3.2107023411371225,9.967124573093816,0.032875426906179256,0.1,0.1,0.4,0.1,0.0990066677006534,0.09896616002413133
3.3110367892976575,9.96712095697565,0.03287904302434434,0.1,0.1,0.4,0.1,0.09900666734384761,0.09897435224099464
3.4113712374581926,9.967118065056614,0.03288193494338027,0.1,0.1,0.4,0.1,0.09900666705849906,0.09898090348365547
3.5117056856187276,9.967115756180979,0.03288424381901613,0.1,0.1,0.4,0.1,0.09900666683067987,0.09898613371741308
3.6120401337792627,9.967113912703766,0.03288608729622866,0.1,0.1,0.4,0.1,0.09900666664878195,0.09899030956617526
3.7123745819397977,9.967112443604135,0.03288755639585997,0.1,0.1,0.4,0.1,0.09900666650382423,0.09899363729103701
3.812709030100333,9.967111274772481,0.032888725227513384,0.1,0.1,0.4,0.1,0.09900666638849426,0.0989962848125932
3.913043478260868,9.967110355718578,0.03288964428141774,0.1,0.1,0.4,0.1,0.09900666629781013,0.09899836652965371
4.013377926421403,9.967109643963871,0.03289035603612355,0.1,0.1,0.4,0.1,0.09900666622758045,0.09899997868071923
4.113712374581938,9.967109082738334,0.03289091726166022,0.1,0.1,0.4,0.1,0.09900666617220365,0.09900124986540201
4.214046822742474,9.967108622065174,0.03289137793482238,0.1,0.1,0.4,0.1,0.09900666612674847,0.09900229328934858
4.314381270903009,9.967108257249762,0.03289174275023429,0.1,0.1,0.4,0.1,0.09900666609075168,0.09900311959051739
4.414715719063545,9.967107947651199,0.03289205234879786,0.1,0.1,0.4,0.1,0.09900666606020321,0.09900382082283463
4.51505016722408,9.967107689607909,0.03289231039208706,0.1,0.1,0.4,0.1,0.09900666603474176,0.0990044052813626
4.615384615384616,9.967107479699107,0.03289252030088866,0.1,0.1,0.4,0.1,0.0990066660140298,0.09900488071537826
4.715719063545151,9.96710730638751,0.03289269361248789,0.1,0.1,0.4,0.1,0.09900666599692894,0.09900527325724089
4.816053511705687,9.967107176075567,0.032892823924430145,0.1,0.1,0.4,0.1,0.09900666598407089,0.09900556840641671
4.916387959866222,9.967107077364478,0.03289292263551892,0.1,0.1,0.4,0.1,0.09900666597433094,0.09900579198106212
5.016722408026758,9.967107002729536,0.032892997270460474,0.1,0.1,0.4,0.1,0.09900666596696661,0.09900596102446986
5.117056856187293,9.967106948503877,0.03289305149611901,0.1,0.1,0.4,0.1,0.0990066659616161,0.09900608384202726
5.217391304347829,9.967106903474264,0.03289309652573315,0.1,0.1,0.4,0.1,0.09900666595717297,0.0990061858310715
5.317725752508364,9.96710686372645,0.03289313627354776,0.1,0.1,0.4,0.1,0.09900666595325101,0.09900627585713802
5.4180602006689,9.967106829195714,0.03289317080428307,0.1,0.1,0.4,0.1,0.09900666594984382,0.09900635406683499
5.518394648829435,9.967106797756587,0.03289320224341154,0.1,0.1,0.4,0.1,0.09900666594674168,0.09900642527422364
5.618729096989971,9.96710677115575,0.03289322884424851,0.1,0.1,0.4,0.1,0.09900666594411694,0.09900648552320007
5.719063545150506,9.96710675202857,0.03289324797142802,0.1,0.1,0.4,0.1,0.09900666594222964,0.09900652884486667
5.819397993311042,9.967106737538717,0.03289326246128108,0.1,0.1,0.4,0.1,0.0990066659407999,0.09900656166331878
5.919732441471577,9.967106728921706,0.032893271078292326,0.1,0.1,0.4,0.1,0.09900666593994965,0.09900658118021247
6.020066889632113,9.967106723982782,0.03289327601721704,0.1,0.1,0.4,0.1,0.09900666593946232,0.09900659236651083
6.120401337792648,9.967106720673057,0.032893279326941915,0.1,0.1,0.4,0.1,0.09900666593913575,0.09900659986279185
6.220735785953184,9.96710672689441,0.032893273105587754,0.1,0.1,0.4,0.1,0.09900666593974962,0.09900658577188642
6.321070234113719,9.967106737576072,0.03289326242392571,0.1,0.1,0.4,0.1,0.0990066659408036,0.09900656157871161
6.421404682274255,9.967106746355231,0.03289325364476776,0.1,0.1,0.4,0.1,0.09900666594166985,0.09900654169456502
6.52173913043479,9.967106745421054,0.03289325457894362,0.1,0.1,0.4,0.1,0.09900666594157767,0.0990065438104047
6.622073578595326,9.967106750981634,0.0328932490183632,0.1,0.1,0.4,0.1,0.09900666594212633,0.09900653121609815
6.722408026755861,9.967106750928338,0.03289324907165959,0.1,0.1,0.4,0.1,0.09900666594212108,0.09900653133681056
6.822742474916397,9.967106743125447,0.032893256874550095,0.1,0.1,0.4,0.1,0.09900666594135116,0.09900654900978459
6.923076923076932,9.967106733445474,0.03289326655452306,0.1,0.1,0.4,0.1,0.09900666594039602,0.0990065709342097
7.023411371237468,9.967106722030836,0.03289327796916018,0.1,0.1,0.4,0.1,0.09900666593926973,0.09900659678751712
7.123745819398003,9.967106711774301,0.032893288225696295,0.1,0.1,0.4,0.1,0.0990066659382577,0.09900662001780776
7.224080267558539,9.967106700270852,0.03289329972914589,0.1,0.1,0.4,0.1,0.09900666593712264,0.09900664607226033
7.324414715719074,9.967106692667631,0.03289330733236613,0.1,0.1,0.4,0.1,0.09900666593637242,0.09900666329298277
7.42474916387961,9.967106688956196,0.03289331104380187,0.1,0.1,0.4,0.1,0.09900666593600621,0.09900667169910511
7.525083612040145,9.967106680225985,0.03289331977401259,0.1,0.1,0.4,0.1,0.09900666593514479,0.09900669147237273
7.625418060200681,9.967106672497751,0.03289332750224749,0.1,0.1,0.4,0.1,0.09900666593438225,0.09900670897623869
7.725752508361216,9.967106667433859,0.0328933325661392,0.1,0.1,0.4,0.1,0.09900666593388258,0.09900672044556828
7.826086956521752,9.96710666726935,0.03289333273064835,0.1,0.1,0.4,0.1,0.09900666593386634,0.099006720818169
7.926421404682287,9.967106665349007,0.03289333465099077,0.1,0.1,0.4,0.1,0.09900666593367687,0.09900672516759827
8.026755852842822,9.967106662215631,0.03289333778436637,0.1,0.1,0.4,0.1,0.09900666593336768,0.09900673226445504
8.127090301003356,9.967106660751528,0.03289333924847036,0.1,0.1,0.4,0.1,0.09900666593322321,0.09900673558053882
8.227424749163891,9.967106661803898,0.032893338196099964,0.1,0.1,0.4,0.1,0.09900666593332706,0.0990067331970002
8.327759197324426,9.967106665506156,0.03289333449384095,0.1,0.1,0.4,0.1,0.09900666593369237,0.09900672481166592
8.42809364548496,9.967106667140124,0.03289333285987237,0.1,0.1,0.4,0.1,0.09900666593385359,0.09900672111085157
8.528428093645495,9.96710666937387,0.03289333062612687,0.1,0.1,0.4,0.1,0.09900666593407399,0.09900671605158802
8.62876254180603,9.967106672110994,0.03289332788900265,0.1,0.1,0.4,0.1,0.09900666593434408,0.09900670985220976
8.729096989966564,9.967106675246397,0.03289332475360019,0.1,0.1,0.4,0.1,0.09900666593465345,0.09900670275076126
8.829431438127099,9.967106678461366,0.03289332153863203,0.1,0.1,0.4,0.1,0.09900666593497068,0.09900669546910214
8.929765886287633,9.967106681488694,0.0328933185113036,0.1,0.1,0.4,0.1,0.09900666593526938,0.09900668861243246
9.030100334448168,9.967106684195917,0.03289331580408178,0.1,0.1,0.4,0.1,0.0990066659355365,0.09900668248077973
9.130434782608702,9.967106686343396,0.03289331365660265,0.1,0.1,0.4,0.1,0.0990066659357484,0.09900667761690171
9.230769230769237,9.96710668775126,0.03289331224873795,0.1,0.1,0.4,0.1,0.09900666593588732,0.09900667442819441
9.331103678929772,9.96710669024331,0.03289330975668635,0.1,0.1,0.4,0.1,0.09900666593613322,0.09900666878388546
9.431438127090306,9.967106692639927,0.032893307360070526,0.1,0.1,0.4,0.1,0.0990066659363697,0.09900666335573113
9.53177257525084,9.967106694845283,0.03289330515471551,0.1,0.1,0.4,0.1,0.0990066659365873,0.09900665836076797
9.632107023411375,9.967106696741252,0.032893303258746,0.1,0.1,0.4,0.1,0.09900666593677437,0.09900665406653957
9.73244147157191,9.967106698187411,0.03289330181258643,0.1,0.1,0.4,0.1,0.09900666593691707,0.09900665079109677
9.832775919732445,9.967106699021038,0.0328933009789609,0.1,0.1,0.4,0.1,0.09900666593699932,0.09900664890299753
9.93311036789298,9.967106699057105,0.03289330094289321,0.1,0.1,0.4,0.1,0.09900666593700289,0.09900664882130693
10.033444816053514,9.967106698160466,0.03289330183953236,0.1,0.1,0.4,0.1,0.0990066659369144,0.0990066508521273
10.133779264214049,9.96710669888728,0.0328933011127178,0.1,0.1,0.4,0.1,0.09900666593698612,0.09900664920594687
10.234113712374583,9.96710669945131,0.03289330054868761,0.1,0.1,0.4,0.1,0.09900666593704179,0.09900664792846083
10.334448160535118,9.967106699826424,0.03289330017357465,0.1,0.1,0.4,0.1,0.0990066659370788,0.09900664707885812
10.434782608695652,9.967106699980725,0.03289330001927277,0.1,0.1,0.4,0.1,0.09900666593709402,0.09900664672937595
10.535117056856187,9.967106699876561,0.03289330012343681,0.1,0.1,0.4,0.1,0.09900666593708374,0.09900664696529968
10.635451505016722,9.967106699470515,0.03289330052948261,0.1,0.1,0.4,0.1,0.09900666593704367,0.09900664788496294
10.735785953177256,9.96710669871341,0.03289330128658699,0.1,0.1,0.4,0.1,0.09900666593696897,0.09900664959974753
10.83612040133779,9.967106697562587,0.03289330243740932,0.1,0.1,0.4,0.1,0.0990066659368554,0.0990066522062737
10.936454849498325,9.96710669702586,0.0328933029741366,0.1,0.1,0.4,0.1,0.09900666593680245,0.09900665342192065
11.03678929765886,9.96710669644211,0.03289330355788556,0.1,0.1,0.4,0.1,0.09900666593674486,0.09900665474406821
11.137123745819395,9.967106695830909,0.03289330416908721,0.1,0.1,0.4,0.1,0.09900666593668456,0.09900665612839399
11.23745819397993,9.967106695212843,0.03289330478715411,0.1,0.1,0.4,0.1,0.09900666593662356,0.09900665752826905
11.337792642140464,9.967106694609516,0.0328933053904804,0.1,0.1,0.4,0.1,0.09900666593656403,0.09900665889475772
11.438127090300998,9.967106694043554,0.03289330595644177,0.1,0.1,0.4,0.1,0.09900666593650818,0.09900666017661765
11.538461538461533,9.9671066935386,0.03289330646139547,0.1,0.1,0.4,0.1,0.09900666593645836,0.09900666132029978
11.638795986622068,9.967106693119316,0.032893306880680324,0.1,0.1,0.4,0.1,0.099006665936417,0.09900666226994843
11.739130434782602,9.967106692317552,0.0328933076824444,0.1,0.1,0.4,0.1,0.09900666593633788,0.09900666408588371
11.839464882943137,9.967106691511622,0.03289330848837372,0.1,0.1,0.4,0.1,0.09900666593625836,0.09900666591125291
11.939799331103671,9.967106690718397,0.03289330928159984,0.1,0.1,0.4,0.1,0.09900666593618009,0.09900666770785034
12.040133779264206,9.96710668995348,0.03289331004651703,0.1,0.1,0.4,0.1,0.09900666593610462,0.09900666944033011
12.14046822742474,9.967106689232477,0.032893310767519536,0.1,0.1,0.4,0.1,0.09900666593603347,0.09900667107334643
12.240802675585275,9.967106688570995,0.03289331142900162,0.1,0.1,0.4,0.1,0.0990066659359682,0.09900667257155348
12.34113712374581,9.96710668798464,0.03289331201535754,0.1,0.1,0.4,0.1,0.09900666593591034,0.09900667389960542
12.441471571906344,9.967106687489014,0.03289331251098156,0.1,0.1,0.4,0.1,0.09900666593586144,0.09900667502215639
12.541806020066879,9.96710668709973,0.03289331290026793,0.1,0.1,0.4,0.1,0.09900666593582302,0.09900667590386067
12.642140468227414,9.967106686832386,0.03289331316761092,0.1,0.1,0.4,0.1,0.09900666593579666,0.09900667650937235
12.742474916387948,9.967106686702591,0.03289331329740478,0.1,0.1,0.4,0.1,0.09900666593578385,0.09900667680334566
12.842809364548483,9.967106686725952,0.032893313274043774,0.1,0.1,0.4,0.1,0.09900666593578615,0.09900667675043474
12.943143812709017,9.967106686918074,0.03289331308192215,0.1,0.1,0.4,0.1,0.09900666593580511,0.09900667631529377
13.043478260869552,9.967106687294562,0.032893312705434184,0.1,0.1,0.4,0.1,0.09900666593584226,0.09900667546257694
13.143812709030087,9.967106687871022,0.03289331212897412,0.1,0.1,0.4,0.1,0.09900666593589914,0.09900667415693838
13.244147157190621,9.967106687997545,0.03289331200245208,0.1,0.1,0.4,0.1,0.09900666593591162,0.09900667387037551
13.344481605351156,9.967106687790514,0.03289331220948314,0.1,0.1,0.4,0.1,0.09900666593589119,0.09900667433928524
13.44481605351169,9.967106687614116,0.032893312385881675,0.1,0.1,0.4,0.1,0.09900666593587379,0.09900667473881462
13.545150501672225,9.967106687471238,0.032893312528759266,0.1,0.1,0.4,0.1,0.09900666593585969,0.09900667506242157
13.64548494983276,9.967106687364769,0.03289331263522748,0.1,0.1,0.4,0.1,0.09900666593584918,0.09900667530356404
13.745819397993294,9.9671066872976,0.032893312702397884,0.1,0.1,0.4,0.1,0.09900666593584255,0.09900667545569992
13.846153846153829,9.967106687272615,0.032893312727382044,0.1,0.1,0.4,0.1,0.0990066659358401,0.09900667551228717
13.946488294314364,9.967106687292706,0.032893312707291525,0.1,0.1,0.4,0.1,0.09900666593584208,0.09900667546678366
14.046822742474898,9.96710668736076,0.03289331263923791,0.1,0.1,0.4,0.1,0.0990066659358488,0.09900667531264734
14.147157190635433,9.967106687479664,0.03289331252033275,0.1,0.1,0.4,0.1,0.09900666593586052,0.09900667504333614
14.247491638795967,9.96710668765231,0.03289331234768763,0.1,0.1,0.4,0.1,0.09900666593587755,0.09900667465230797
14.347826086956502,9.967106687881582,0.032893312118414106,0.1,0.1,0.4,0.1,0.09900666593590018,0.09900667413302075
14.448160535117037,9.967106688170373,0.03289331182962375,0.1,0.1,0.4,0.1,0.09900666593592868,0.09900667347893238
14.548494983277571,9.967106688521568,0.03289331147842813,0.1,0.1,0.4,0.1,0.09900666593596333,0.09900667268350079
14.648829431438106,9.967106688938058,0.032893311061938824,0.1,0.1,0.4,0.1,0.09900666593600442,0.09900667174018392
14.74916387959864,9.967106689333626,0.03289331066637155,0.1,0.1,0.4,0.1,0.09900666593604346,0.09900667084425388
14.849498327759175,9.967106689495905,0.032893310504091784,0.1,0.1,0.4,0.1,0.09900666593605947,0.09900667047670243
14.94983277591971,9.967106689660007,0.032893310339991155,0.1,0.1,0.4,0.1,0.09900666593607566,0.09900667010502688
15.050167224080244,9.967106689824478,0.032893310175520184,0.1,0.1,0.4,0.1,0.09900666593609189,0.09900666973251251
15.150501672240779,9.967106689987869,0.03289331001212938,0.1,0.1,0.4,0.1,0.099006665936108,0.09900666936244468
15.250836120401313,9.967106690148729,0.03289330985126926,0.1,0.1,0.4,0.1,0.09900666593612388,0.09900666899810863
15.351170568561848,9.967106690305608,0.03289330969439034,0.1,0.1,0.4,0.1,0.09900666593613935,0.0990066686427897
15.451505016722383,9.967106690457054,0.03289330954294314,0.1,0.1,0.4,0.1,0.0990066659361543,0.09900666829977318
15.551839464882917,9.96710669060162,0.032893309398378166,0.1,0.1,0.4,0.1,0.09900666593616857,0.09900666797234443
15.652173913043452,9.967106690737852,0.03289330926214594,0.1,0.1,0.4,0.1,0.09900666593618201,0.09900666766378871
15.752508361203986,9.9671066908643,0.03289330913569697,0.1,0.1,0.4,0.1,0.09900666593619448,0.09900666737739132
15.852842809364521,9.967106690979517,0.03289330902048178,0.1,0.1,0.4,0.1,0.09900666593620586,0.09900666711643757
15.953177257525056,9.967106691082046,0.03289330891795088,0.1,0.1,0.4,0.1,0.09900666593621596,0.09900666688421282
16.05351170568559,9.967106691170443,0.03289330882955479,0.1,0.1,0.4,0.1,0.09900666593622469,0.09900666668400233
16.153846153846125,9.967106691243254,0.03289330875674402,0.1,0.1,0.4,0.1,0.09900666593623188,0.09900666651909143
16.25418060200666,9.967106691299028,0.032893308700969084,0.1,0.1,0.4,0.1,0.09900666593623737,0.0990066663927654
16.354515050167194,9.967106691396596,0.03289330860340234,0.1,0.1,0.4,0.1,0.099006665936247,0.09900666617178407
16.45484949832773,9.96710669149443,0.03289330850556788,0.1,0.1,0.4,0.1,0.09900666593625666,0.0990066659501964
16.555183946488263,9.967106691584625,0.03289330841537378,0.1,0.1,0.4,0.1,0.09900666593626556,0.09900666574591355
16.655518394648798,9.967106691666524,0.032893308333473835,0.1,0.1,0.4,0.1,0.09900666593627365,0.09900666556041635
16.755852842809333,9.967106691739476,0.03289330826052183,0.1,0.1,0.4,0.1,0.09900666593628084,0.09900666539518554
16.856187290969867,9.967106691802828,0.03289330819717156,0.1,0.1,0.4,0.1,0.0990066659362871,0.09900666525170194
16.9565217391304,9.967106691855921,0.0328933081440768,0.1,0.1,0.4,0.1,0.09900666593629233,0.09900666513144633
17.056856187290936,9.967106691898108,0.03289330810189136,0.1,0.1,0.4,0.1,0.09900666593629649,0.09900666503589947
17.15719063545147,9.967106691928729,0.032893308071269015,0.1,0.1,0.4,0.1,0.0990066659362995,0.09900666496654216
17.257525083612006,9.967106691947135,0.032893308052863564,0.1,0.1,0.4,0.1,0.09900666593630134,0.09900666492485523
17.35785953177254,9.96710669195267,0.03289330804732878,0.1,0.1,0.4,0.1,0.09900666593630188,0.09900666491231934
17.458193979933075,9.96710669194468,0.032893308055318475,0.1,0.1,0.4,0.1,0.09900666593630109,0.0990066649304154
17.55852842809361,9.967106691922512,0.03289330807748642,0.1,0.1,0.4,0.1,0.0990066659362989,0.09900666498062413
17.658862876254144,9.967106691885512,0.032893308114486416,0.1,0.1,0.4,0.1,0.09900666593629524,0.09900666506442635
17.75919732441468,9.967106691833026,0.032893308166972245,0.1,0.1,0.4,0.1,0.09900666593629007,0.09900666518330277
17.859531772575213,9.967106691847128,0.03289330815287057,0.1,0.1,0.4,0.1,0.09900666593629145,0.09900666515136354
17.959866220735748,9.967106691932605,0.03289330806739369,0.1,0.1,0.4,0.1,0.0990066659362999,0.09900666495776486
18.060200668896282,9.967106692013399,0.0328933079865995,0.1,0.1,0.4,0.1,0.09900666593630786,0.0990066647747721
18.160535117056817,9.96710669208951,0.03289330791048802,0.1,0.1,0.4,0.1,0.09900666593631538,0.09900666460238533
18.26086956521735,9.96710669216094,0.03289330783905924,0.1,0.1,0.4,0.1,0.09900666593632243,0.09900666444060452
18.361204013377886,9.967106692227686,0.03289330777231316,0.1,0.1,0.4,0.1,0.09900666593632901,0.09900666428942967
18.46153846153842,9.967106692289748,0.032893307710249786,0.1,0.1,0.4,0.1,0.09900666593633514,0.0990066641488608
18.561872909698955,9.96710669234713,0.032893307652869117,0.1,0.1,0.4,0.1,0.0990066659363408,0.09900666401889792
18.66220735785949,9.967106692399827,0.03289330760017115,0.1,0.1,0.4,0.1,0.099006665936346,0.09900666389954099
18.762541806020025,9.967106692447842,0.03289330755215589,0.1,0.1,0.4,0.1,0.09900666593635073,0.09900666379079003
18.86287625418056,9.967106692491175,0.03289330750882333,0.1,0.1,0.4,0.1,0.09900666593635502,0.09900666369264505
18.963210702341094,9.967106692529825,0.032893307470173466,0.1,0.1,0.4,0.1,0.09900666593635883,0.09900666360510602
19.06354515050163,9.967106692563792,0.03289330743620631,0.1,0.1,0.4,0.1,0.09900666593636218,0.09900666352817297
19.163879598662163,9.967106692593077,0.032893307406921854,0.1,0.1,0.4,0.1,0.09900666593636506,0.09900666346184589
19.264214046822698,9.967106692617678,0.0328933073823201,0.1,0.1,0.4,0.1,0.09900666593636749,0.09900666340612475
19.364548494983232,9.967106692637598,0.03289330736240106,0.1,0.1,0.4,0.1,0.09900666593636946,0.09900666336100962
19.464882943143767,9.967106692652834,0.03289330734716472,0.1,0.1,0.4,0.1,0.09900666593637096,0.09900666332650045
19.5652173913043,9.967106692663387,0.032893307336611076,0.1,0.1,0.4,0.1,0.099006665936372,0.09900666330259725
19.665551839464836,9.967106692669258,0.03289330733074013,0.1,0.1,0.4,0.1,0.09900666593637258,0.09900666328930001
19.76588628762537,9.967106692670447,0.0328933073295519,0.1,0.1,0.4,0.1,0.0990066659363727,0.09900666328660877
19.866220735785905,9.967106692666952,0.032893307333046365,0.1,0.1,0.4,0.1,0.09900666593637235,0.09900666329452344
19.96655518394644,9.967106692658776,0.03289330734122354,0.1,0.1,0.4,0.1,0.09900666593637154,0.09900666331304414
20.066889632106975,9.967106692645915,0.03289330735408341,0.1,0.1,0.4,0.1,0.09900666593637028,0.09900666334217079
20.16722408026751,9.967106692628374,0.03289330737162599,0.1,0.1,0.4,0.1,0.09900666593636855,0.0990066633819034
20.267558528428044,9.967106692606148,0.03289330739385127,0.1,0.1,0.4,0.1,0.09900666593636635,0.09900666343224199
20.36789297658858,9.96710669257924,0.03289330742075925,0.1,0.1,0.4,0.1,0.0990066659363637,0.09900666349318654
20.468227424749113,9.967106692547649,0.03289330745234994,0.1,0.1,0.4,0.1,0.09900666593636058,0.09900666356473706
20.568561872909648,9.967106692511376,0.032893307488623326,0.1,0.1,0.4,0.1,0.099006665936357,0.09900666364689356
20.668896321070182,9.96710669247042,0.03289330752957942,0.1,0.1,0.4,0.1,0.09900666593635296,0.09900666373965603
20.769230769230717,9.96710669242478,0.03289330757521821,0.1,0.1,0.4,0.1,0.09900666593634846,0.09900666384302445
20.86956521739125,9.96710669237446,0.03289330762553971,0.1,0.1,0.4,0.1,0.0990066659363435,0.09900666395699885
20.969899665551786,9.967106692319454,0.03289330768054391,0.1,0.1,0.4,0.1,0.09900666593633807,0.09900666408157922
21.07023411371232,9.967106692259769,0.03289330774023081,0.1,0.1,0.4,0.1,0.09900666593633219,0.09900666421676557
21.170568561872855,9.967106692195399,0.03289330780460042,0.1,0.1,0.4,0.1,0.09900666593632583,0.09900666436255788
21.27090301003339,9.967106692126347,0.03289330787365273,0.1,0.1,0.4,0.1,0.09900666593631902,0.09900666451895618
21.371237458193924,9.967106692052612,0.03289330794738774,0.1,0.1,0.4,0.1,0.09900666593631173,0.09900666468596042
21.47157190635446,9.967106691974193,0.03289330802580546,0.1,0.1,0.4,0.1,0.099006665936304,0.09900666486357064
21.571906354514994,9.967106691891093,0.032893308108905873,0.1,0.1,0.4,0.1,0.0990066659362958,0.09900666505178682
21.672240802675528,9.967106691876474,0.03289330812352356,0.1,0.1,0.4,0.1,0.09900666593629436,0.0990066650848948
21.772575250836063,9.967106691872898,0.03289330812710041,0.1,0.1,0.4,0.1,0.099006665936294,0.09900666509299606
21.872909698996597,9.967106691869041,0.03289330813095675,0.1,0.1,0.4,0.1,0.09900666593629363,0.0990066651017304
21.973244147157132,9.967106691864906,0.032893308135092586,0.1,0.1,0.4,0.1,0.09900666593629322,0.09900666511109775
22.073578595317667,9.96710669186049,0.03289330813950792,0.1,0.1,0.4,0.1,0.09900666593629277,0.09900666512109815
22.1739130434782,9.967106691855795,0.03289330814420276,0.1,0.1,0.4,0.1,0.09900666593629232,0.09900666513173162
22.274247491638736,9.967106691850821,0.03289330814917708,0.1,0.1,0.4,0.1,0.09900666593629183,0.09900666514299807
22.37458193979927,9.967106691845567,0.0328933081544309,0.1,0.1,0.4,0.1,0.09900666593629132,0.09900666515489759
22.474916387959805,9.967106691840034,0.032893308159964225,0.1,0.1,0.4,0.1,0.09900666593629076,0.09900666516743015
22.57525083612034,9.967106691834221,0.03289330816577704,0.1,0.1,0.4,0.1,0.09900666593629019,0.09900666518059574
22.675585284280874,9.967106691828128,0.032893308171869355,0.1,0.1,0.4,0.1,0.0990066659362896,0.09900666519439437
22.77591973244141,9.967106691821757,0.03289330817824117,0.1,0.1,0.4,0.1,0.09900666593628896,0.09900666520882603
22.876254180601943,9.967106691815106,0.03289330818489247,0.1,0.1,0.4,0.1,0.0990066659362883,0.09900666522389075
22.976588628762478,9.967106691808175,0.032893308191823276,0.1,0.1,0.4,0.1,0.09900666593628762,0.09900666523958851
23.076923076923013,9.967106691800964,0.03289330819903357,0.1,0.1,0.4,0.1,0.0990066659362869,0.09900666525591925
23.177257525083547,9.967106691793475,0.03289330820652337,0.1,0.1,0.4,0.1,0.09900666593628617,0.09900666527288311
23.277591973244082,9.967106691785705,0.032893308214292656,0.1,0.1,0.4,0.1,0.0990066659362854,0.09900666529047995
23.377926421404617,9.967106691777657,0.03289330822234145,0.1,0.1,0.4,0.1,0.09900666593628461,0.09900666530870984
23.47826086956515,9.96710669176933,0.03289330823066973,0.1,0.1,0.4,0.1,0.09900666593628378,0.09900666532757278
23.578595317725686,9.967106691760721,0.03289330823927751,0.1,0.1,0.4,0.1,0.09900666593628293,0.09900666534706876
