Time,comp,A,B,_J0
0,5,0,0,1
0.10050251256281408,5.301507537688442,-0.018957345971563982,0.018957345971563982,1
0.20100502512562815,5.603015075376884,-0.03587443946188341,0.03587443946188341,1
0.30150753768844224,5.9045226130653266,-0.05106382978723404,0.05106382978723404,1
0.4020100502512563,6.206030150753769,-0.06477732793522267,0.06477732793522267,1
0.5025125628140704,6.507537688442211,-0.07722007722007723,0.07722007722007723,1
0.6030150753768845,6.809045226130653,-0.0885608856088561,0.0885608856088561,1
0.7035175879396985,7.110552763819095,-0.09893992932862192,0.09893992932862192,1
0.8040201005025126,7.4120603015075375,-0.10847457627118645,0.10847457627118645,1
0.9045226130653267,7.71356783919598,-0.11726384364820848,0.11726384364820848,1
1.0050251256281408,8.015075376884422,-0.12539184952978058,0.12539184952978058,1
1.105527638190955,8.316582914572864,-0.1329305135951662,0.1329305135951662,1
1.206030150753769,8.618090452261306,-0.13994169096209913,0.13994169096209913,1
1.306532663316583,8.91959798994975,-0.1464788732394366,0.1464788732394366,1
1.407035175879397,9.221105527638194,-0.15258855585831055,0.15258855585831055,1
1.5075376884422111,9.522613065326635,-0.15831134564643795,0.15831134564643795,1
1.6080402010050252,9.824120603015079,-0.1636828644501278,0.1636828644501278,1
1.7085427135678393,10.125628140703519,-0.16873449131513643,0.16873449131513643,1
1.8090452261306533,10.427135678391963,-0.1734939759036144,0.1734939759036144,1
1.9095477386934674,10.728643216080403,-0.17798594847775173,0.17798594847775173,1
2.0100502512562817,11.030150753768844,-0.18223234624145784,0.18223234624145784,1
2.1105527638190957,11.331658291457291,-0.1862527716186252,0.1862527716186252,1
2.21105527638191,11.633165829145732,-0.1900647948164146,0.1900647948164146,1
2.311557788944724,11.934673366834172,-0.19368421052631576,0.19368421052631576,1
2.412060301507538,12.236180904522616,-0.19712525667351122,0.19712525667351122,1
2.512562814070352,12.537688442211056,-0.2004008016032064,0.2004008016032064,1
2.613065326633166,12.839195979899497,-0.2035225048923679,0.2035225048923679,1
2.71356783919598,13.14070351758794,-0.20650095602294452,0.20650095602294452,1
2.814070351758794,13.442211055276385,-0.2093457943925233,0.2093457943925233,1
2.9145728643216082,13.743718592964825,-0.21206581352833634,0.21206581352833634,1
3.0150753768844223,14.045226130653266,-0.2146690518783542,0.2146690518783542,1
3.1155778894472363,14.34673366834171,-0.21716287215411556,0.21716287215411556,1
3.2160804020100504,14.648241206030153,-0.21955403087478553,0.21955403087478553,1
3.3165829145728645,14.949748743718594,-0.22184873949579828,0.22184873949579828,1
3.4170854271356785,15.251256281407038,-0.22405271828665563,0.22405271828665563,1
3.5175879396984926,15.552763819095478,-0.22617124394184165,0.22617124394184165,1
3.6180904522613067,15.854271356783919,-0.2282091917591125,0.2282091917591125,1
3.7185929648241207,16.155778894472366,-0.23017107309486773,0.23017107309486773,1
3.819095477386935,16.457286432160807,-0.23206106870229,0.23206106870229,1
3.919597989949749,16.758793969849247,-0.2338830584707646,0.2338830584707646,1
4.020100502512563,17.060301507537698,-0.23564064801178197,0.23564064801178197,1
4.120603015075377,17.361809045226135,-0.23733719247467436,0.23733719247467436,1
4.2211055276381915,17.663316582914575,-0.23897581792318634,0.23897581792318634,1
4.3216080402010055,17.96482412060302,-0.24055944055944048,0.24055944055944048,1
4.42211055276382,18.266331658291463,-0.24209078404401652,0.24209078404401652,1
4.522613065326634,18.567839195979904,-0.24357239512855208,0.24357239512855208,1
4.623115577889448,18.869346733668348,-0.2450066577896138,0.2450066577896138,1
4.723618090452262,19.170854271356788,-0.24639580602883351,0.24639580602883351,1
4.824120603015076,19.47236180904523,-0.24774193548387097,0.24774193548387097,1
4.92462311557789,19.773869346733676,-0.2490470139771283,0.2490470139771283,1
5.025125628140704,20.075376884422116,-0.2503128911138923,0.2503128911138923,1
5.125628140703518,20.376884422110557,-0.25154130702836003,0.25154130702836003,1
5.226130653266332,20.678391959799,-0.25273390036452,0.25273390036452,1
