Time,B,comp,A,_J0
7.135678391959799,4.1668015629052535,5,3.137282660677071,4.1668015629052535
7.236180904522613,4.251403824557662,5,3.4655502823762356,4.251403824557662
7.336683417085427,4.337723907269472,5,3.7701694876706733,4.337723907269472
7.437185929648241,4.42579662989672,5,4.04690787843357,4.42579662989672
7.5376884422110555,4.5156575684662865,5,4.291658067208952,4.5156575684662865
7.63819095477387,4.60734301153477,5,4.500486745519646,4.60734301153477
7.738693467336684,4.700889988168462,5,4.669683961576608,4.700889988168462
7.839195979899498,4.7963364404587026,5,4.795812173106042,4.7963364404587026
7.939698492462312,4.893720839662872,5,4.875753831681662,4.893720839662872
8.040201005025127,4.993082513970177,5,4.906758213162985,4.993082513970177
8.14070351758794,5.094461577639484,5,4.886485837802433,5.094461577639484
8.241206030150755,5.197898976617269,5,4.813050425376198,5.197898976617269
8.341708542713569,5.303436685837864,5,4.6850578446316336,5.303436685837864
8.442211055276383,5.411117225402324,5,4.50164075995603,5.411117225402324
8.542713567839197,5.520984080778295,5,4.262489926116817,5.520984080778295
8.643216080402011,5.633081607923474,5,3.9678802860323996,5.633081607923474
8.743718592964825,5.747455094044275,5,3.6186920230259467,5.747455094044275
8.84422110552764,5.864150930006057,5,3.2164260349158567,5.864150930006057
8.944723618090453,5.983216144004269,5,2.7632130150567336,5.983216144004269
9.045226130653267,6.104698822738553,5,2.26181675290358,6.104698822738553
9.145728643216081,6.228648016819769,5,1.7156304279348906,6.228648016819769
9.246231155778895,6.355113815092103,5,1.128666104612066,6.355113815092103
9.34673366834171,6.484147480016697,5,0.5055371401555947,6.484147480016697
9.447236180904524,6.615801030413808,5,-0.14856662637730203,6.615801030413808
9.547738693467338,6.75012763820079,5,-0.8279107101817601,6.75012763820079
9.648241206030152,6.887181540892558,5,-1.5262550765933804,6.887181540892558
9.748743718592966,7.0270181360259985,5,-2.236900247462601,7.0270181360259985
9.84924623115578,7.169694085423226,5,-2.952740264224417,7.169694085423226
9.949748743718594,7.315266914350869,5,-3.6663219624274226,7.315266914350869
10.050251256281408,7.463795414272795,5,-4.369910646245614,7.463795414272795
10.150753768844222,7.615339553924284,5,-5.055561342343351,7.615339553924284
10.251256281407036,7.769960603165903,5,-5.715195329698643,7.769960603165903
10.35175879396985,7.927721200906187,5,-6.340681234294214,7.927721200906187
10.452261306532664,8.088684954517555,5,-6.9239196163890515,8.088684954517555
10.552763819095478,8.25291686894343,5,-7.456931307727589,8.25291686894343
10.653266331658292,8.420483250327258,5,-7.93194771045126,8.420483250327258
10.753768844221106,8.591451864713537,5,-8.34150276053161,8.591451864713537
10.85427135678392,8.76589195433375,5,-8.678525296074914,8.76589195433375
10.954773869346734,8.943873855604659,5,-8.936430570544214,8.943873855604659
11.055276381909549,9.125469445370232,5,-9.109211137212014,9.125469445370232
11.155778894472363,9.310752039250541,5,-9.19152474126887,9.310752039250541
11.256281407035177,9.49979658807208,5,-9.178778985635045,9.49979658807208
11.35678391959799,9.692679627233591,5,-9.067211174482022,9.692679627233591
11.457286432160805,9.889478939339893,5,-8.853962291938714,9.889478939339893
11.557788944723619,10.09027400029688,5,-8.537145111660296,10.09027400029688
11.658291457286433,10.295145876893653,5,-8.11590414113391,10.295145876893653
11.758793969849247,10.504177466509548,5,-7.5904672656391865,10.504177466509548
11.859296482412061,10.717453363943896,5,-6.96218757209361,10.717453363943896
11.959798994974875,10.93505958715151,5,-6.233574824760511,10.93505958715151
12.06030150753769,11.157084013911973,5,-5.408316352851531,11.157084013911973
12.160804020100503,11.383616280773232,5,-4.491285766060935,11.383616280773232
12.261306532663317,11.61474807570064,5,-3.4885395131208616,11.61474807570064
12.361809045226131,11.85057290160442,5,-2.407300372120716,11.85057290160442
12.462311557788945,12.09118588235901,5,-1.255927937661989,12.09118588235901
12.56281407035176,12.336684185215425,5,-0.04387586771246394,12.336684185215425
12.663316582914574,12.587166921673264,5,1.218364523164731,12.587166921673264
12.763819095477388,12.842735504380258,5,2.5193341036269175,12.842735504380258
12.864321608040202,13.103493281316242,5,3.846688967894349,13.103493281316242
12.964824120603016,13.369545446059359,5,5.187296224660058,13.369545446059359
13.06532663316583,13.640999437333281,5,6.527342334097836,13.640999437333281
13.165829145728644,13.917964843247523,5,7.8524530961185945,13.917964843247523
13.266331658291458,14.200553833658272,5,9.147824832305224,14.200553833658272
13.366834170854272,14.488880635978353,5,10.398365028847946,14.488880635978353
13.467336683417086,14.783061580774724,5,11.58884203467582,14.783061580774724
13.5678391959799,15.083215464330866,5,12.704042680008131,15.083215464330866
13.668341708542714,15.389463459196511,5,13.728935871996,15.389463459196511
13.768844221105528,15.701929634136937,5,14.648841476349753,15.701929634136937
13.869346733668342,16.020740238900025,5,15.44960125661259,16.020740238900025
13.969849246231156,16.346023921571895,5,16.11775201655198,16.346023921571895
14.07035175879397,16.67791203671934,5,16.640698544604167,16.67791203671934
14.170854271356784,17.0165385659971,5,17.006883986959988,17.0165385659971
14.271356783919598,17.362040740521106,5,17.205956781031553,17.362040740521106
14.371859296482413,17.714558095305097,5,17.228929928012693,17.714558095305097
14.472361809045227,18.074232901147354,5,17.068333612625448,18.074232901147354
14.57286432160804,18.441210398335315,5,16.71835762252301,18.441210398335315
14.673366834170855,18.81563873148688,5,16.1749815355422,18.81563873148688
14.773869346733669,19.197669692421023,5,15.436091762513154,19.197669692421023
14.874371859296483,19.58745749661039,5,14.501581239453936,19.58745749661039
14.974874371859297,19.9851594809827,5,13.373433521337287,19.9851594809827
15.075376884422111,20.39093623930129,5,12.055787353235408,20.39093623930129
15.175879396984925,20.804951576138812,5,10.554980678143657,20.804951576138812
15.27638190954774,21.227373391127017,5,8.879573341668985,21.227373391127017
15.376884422110553,21.65837212146871,5,7.0403456713801615,21.65837212146871
15.477386934673367,22.098121766900565,5,5.050274739013049,22.098121766900565
15.577889447236181,22.546799897675502,5,2.924485441867015,22.546799897675502
15.678391959798995,23.004587633690488,5,0.6801766082015053,23.004587633690488
15.77889447236181,23.471670693750898,5,-1.66347816088334,23.471670693750898
15.879396984924623,23.948237439587423,5,-4.085454937914188,23.948237439587423
15.979899497487438,24.434480299938016,5,-6.5630285257574,24.434480299938016
16.080402010050253,24.930595616169054,5,-9.071946081250488,24.930595616169054
16.18090452261307,25.436783653896846,5,-11.586624160615239,25.436783653896846
16.281407035175885,25.953249844383805,5,-14.080368730995527,25.953249844383805
16.3819095477387,26.480202355074375,5,-16.525614364724376,26.480202355074375
16.482412060301517,27.017853997259483,5,-18.89418441394853,27.017853997259483
16.582914572864333,27.56642186771405,5,-21.157567517726655,27.56642186771405
16.68341708542715,28.126127426622702,5,-23.28720920132447,28.126127426622702
16.783919597989964,28.6971978375138,5,-25.25481701035037,28.6971978375138
16.88442211055278,29.27986322666124,5,-27.03267188413319,29.27986322666124
16.984924623115596,29.874358923665348,5,-28.593950266098254,29.874358923665348
17.08542713567841,30.48092497472203,5,-29.91304763402722,30.48092497472203
17.185929648241228,31.099806303131526,5,-30.965902783549193,31.099806303131526
17.286432160804043,31.73125403015832,5,-31.73032005272612,31.73125403015832
17.38693467336686,32.37552262882856,5,-32.18628056055135,32.37552262882856
17.487437185929675,33.032872306292454,5,-32.316248211992104,33.032872306292454
17.58793969849249,33.703568484103116,5,-32.105458719426096,33.703568484103116
17.688442211055307,34.387882036837496,5,-31.54219156316041,34.387882036837496
17.788944723618123,35.086090566482,5,-30.618021381800226,35.086090566482
17.88944723618094,35.79847547008624,5,-29.328040524337393,35.79847547008624
17.989949748743754,36.52532446220463,5,-27.671058259289214,36.52532446220463
18.09045226130657,37.266931022140724,5,-25.649765363742254,37.266931022140724
18.190954773869386,38.02359472808494,5,-23.27086469675803,38.02359472808494
18.291457286432202,38.795622450848,5,-20.545164509317566,38.795622450848
18.391959798995018,39.58332536185272,5,-17.487629171597387,39.58332536185272
18.492462311557833,40.38702159092157,5,-14.117391152508395,40.38702159092157
18.59296482412065,41.20703564105578,5,-10.457716631224356,41.20703564105578
18.693467336683465,42.043698838633574,5,-6.535925990496065,42.043698838633574
18.79396984924628,42.89735040437717,5,-2.3832674703255794,42.89735040437717
18.894472361809097,43.76833443641901,5,1.9652568106589352,43.76833443641901
18.994974874371913,44.65700269509985,5,6.471111098104477,44.65700269509985
19.09547738693473,45.563713986578975,5,11.092493900339035,45.563713986578975
19.195979899497544,46.48883475329863,5,15.784651806833887,46.48883475329863
19.29648241206036,47.43273997072576,5,20.50023817554355,47.43273997072576
19.396984924623176,48.39581015001807,5,25.189712641204245,48.39581015001807
19.497487437185992,49.37843423716318,5,29.801782445566552,49.37843423716318
19.597989949748808,50.3810089675918,5,34.283879629507524,50.3810089675918
19.698492462311624,51.40393962537267,5,38.58267212186477,51.40393962537267
19.79899497487444,52.4476407032199,5,42.644604118598956,52.4476407032199
19.899497487437255,53.512532981039485,5,46.41645800570848,53.512532981039485
20.00000000000007,54.59904652140565,5,49.845940215975666,54.59904652140565
