Time,S1,S4,S2,S3,X0,VM1,Keq1,h,X1,V4,KS4,OR,AND,XOR,OR1,AND1,XOR1,OR0,AND0,XOR0,J0,J1,J2,J3,J4
4.314381270903009,0.0859845333072167,1.646293738467553,0.18684717388329616,0.5984768047925573,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.6350667408449188,0.3819444334700324,0.37613236435994185,0.8296982899399595,1.9176006864314403
4.414715719063545,0.12394028128701226,1.5374643714537295,0.19497266129393348,0.5585003235278382,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,1.1760783835019926,0.6440588024103963,0.4749009383616477,0.8107568204636348,1.8864923394424191
4.51505016722408,0.19969941745991707,1.4318325614916585,0.2238031910894747,0.5328981901844415,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,2.104713508588026,1.0884334058222147,0.6672935668074605,0.8315482872997286,1.8529459928790017
4.615384615384616,0.3344262083147725,1.3344860077291254,0.2819800005629812,0.5275101869599405,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,3.4078048428904406,1.7200515976439388,0.9752910758393245,0.9105986440433719,1.8186102293866222
4.715719063545151,0.537012894744205,1.2518794160353577,0.37263340088890007,0.5465780509866219,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,4.738314402630772,2.4218422836942004,1.3720103141019302,1.0584479888299263,1.7864805713461436
4.816053511705687,0.788703640271084,1.190113338349998,0.488946271525473,0.5890676890704064,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,5.672843176988968,3.0334529568726047,1.785997306798496,1.2631239848605391,1.7604046298928486
4.916387959866222,1.0552575021366302,1.1526536634817874,0.6189437654646941,0.6491249792948585,10,10,10,10,0,2.5,0.5,0,0,0,0,1,1,0,1,0,6.109531810870931,3.4831662086496205,2.1565429651806074,1.494030399859361,1.7436406806695859
5.016722408026758,1.3081644947988007,1.1395085986588032,0.7523568699461147,0.7199238909714729,10,10,10,10,0,2.5,0.5,0,0,0,0,1,1,0,1,0,6.168456905826012,3.78266635922036,2.4607726653425184,1.7206986806788738,1.737576429289508
5.117056856187293,1.5292005902942392,1.1481460333610836,0.8824797128070796,0.7962331990398086,10,10,10,10,0,2.5,0.5,0,0,0,0,1,1,0,1,0,5.964309180360031,3.964922054693034,2.699927527883051,1.9243580654709833,1.741572060546807
5.217391304347829,1.705408841198353,1.1748941108655373,1.0050103767582412,0.8746869212335432,10,10,10,10,0,2.5,0.5,0,0,1,0,1,1,0,1,0,5.547996064360547,4.054546609089668,2.882500855525339,2.097691756103668,1.7536841631414921
5.317725752508364,1.825009123021457,1.2159519186749845,1.1166086165423175,0.953131774451457,10,10,10,10,0,2.5,0.5,0,0,1,0,1,1,0,1,0,4.935685361702349,4.06352798658313,3.016483948834043,2.240210292509099,1.7715413605730754
5.4180602006689,1.8773443817876225,1.2678708435530825,1.2139780697079738,1.0299719476507647,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,4.155791784636998,3.9951599689936756,3.107272537443511,2.3542595208328025,1.792934772606047
5.518394648829435,1.8567066916566421,1.3276801229453083,1.2935634478198357,1.1037489335251986,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,3.2850513144581472,3.8503373235705785,3.1578304868451834,2.442751679087035,1.8160728815140672
5.618729096989971,1.7672000559367274,1.392842840877925,1.3518346320759103,1.1729422901776427,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,2.4407192290825623,3.6339415491636498,3.169693284663458,2.508209802695821,1.8396176518171823
5.719063545150506,1.6236775588169043,1.4611590567692114,1.385978444514848,1.2359419578546695,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,1.7264461141022753,3.358098222877722,3.1441609048031522,2.5525679248902917,1.862621815050925
5.819397993311042,1.4470684941630019,1.5306770071938538,1.3945644045186256,1.2911240078577013,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,1.1866400023385495,3.040778866872378,3.0831135891230614,2.5772890910324997,1.8844417425460749
5.919732441471577,1.2578119303997877,1.599628652007149,1.3778550810744665,1.3369646720322097,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,0.8096671320799623,2.7016800798448206,2.9892759823389907,2.5835509485322987,1.9046566287781141
6.020066889632113,1.0717298909054107,1.6663896166476149,1.3377098756721175,1.3721415854796324,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,0.558352943874011,2.358709849208596,2.8661027798835046,2.572379932592573,1.9230031429275793
6.120401337792648,0.8990883794178689,1.7294550709079044,1.2772455036643955,1.3956081594979601,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.39438152267318327,2.026359011290124,2.717570486882429,2.544729830027594,1.939324875252606
6.220735785953184,0.7454368851792532,1.7874261163409997,1.2004290329772755,1.4066431499471237,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.2880113710777163,1.7154585192391847,2.548051040782607,2.5015274189962526,1.953534262343949
6.321070234113719,0.6129086374226299,1.8390039219168706,1.1116861879190234,1.404888338542584,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.21890245706527622,1.4335026852656856,2.3622662166252146,2.443717913910784,1.9655844788085712
6.421404682274255,0.5013812260769008,1.882991137605306,1.01555383697192,1.3903781541214102,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.1739846621614828,1.1850542473718613,2.1652757837683714,2.3723199597166493,1.975449161235178
6.52173913043479,0.4093596665892716,1.9183013574794228,0.9163726348366795,1.3635607959948288,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.14513378050848394,0.9721030209853408,1.9624193271341392,2.2884915239596513,1.9831082585576245
6.622073578595326,0.3346202090776189,1.9439761732418468,0.8180243209627645,1.3253029730575991,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.12743674720839676,0.7944430327373083,1.759166878368544,2.1935968727202626,1.9885383852405076
6.722408026755861,0.2746705717385317,1.9592095603572421,0.7237335276161841,1.2768673613185537,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.11807555511465,0.650138108990305,1.5608875444902932,2.0892572670682017,1.9917065954239312
6.822742474916397,0.2270687832456034,1.963376305103254,0.6359463662496464,1.2198613794966633,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.11568753379290883,0.5361175405510507,1.372550694051987,1.9773825463496801,1.992566362106172
6.923076923076932,0.189632255753473,1.9560628278128585,0.5563065097743689,1.1561528662044906,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.12007748441681083,0.4488757300426036,1.1984545811535292,1.8601658024767311,1.9910553647712936
7.023411371237468,0.16055945666057503,1.9370955959294558,0.48572446818127524,1.0877665324657315,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.1322282697564918,0.38519821561406475,1.0420520670976021,1.7400531768254293,1.987094391337047
7.123745819398003,0.13849752023854014,1.9065660282785486,0.4245290178089409,1.0167746357087015,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.15464051919778382,0.34287144442024803,0.9059671473006389,1.6196947562722708,1.9805876982755621
7.224080267558539,0.1225938340158549,1.8648503378431422,0.37267566849592487,0.9452062975177843,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.1921469682635829,0.3214049389487319,0.792250907013105,1.5019100362925386,1.9714253244710356
7.324414715719074,0.1125863360546495,1.8126280846040626,0.32999525413682407,0.8749974679154909,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.25351230313642403,0.3229438497208408,0.7029309394248807,1.389706855254147,1.9594893972266152
7.42474916387961,0.10900115591899642,1.7509066964783575,0.29648205604944977,0.8080058194422877,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.35435233751906925,0.35364879698201873,0.6409202625103068,1.2864167863035625,1.9446682299378826
7.525083612040145,0.11356377687237534,1.6810671270926474,0.2726461076562439,0.7461176302070119,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.5220000554710805,0.4258702524055459,0.6113770487351688,1.1960376630276954,1.9268860483600778
7.625418060200681,0.12993703770588735,1.6049532699360733,0.2599562661476592,0.6914623923519466,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.8019580688016755,0.5608040866176349,0.6234632796368462,1.1238623290231244,1.9061625890450467
7.725752508361216,0.16479815073082277,1.5250306584044835,0.2613183734769213,0.6467197236432439,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,1.2604156590232698,0.7890973432059151,0.6916760674090511,1.0773659676892102,1.8827253948911216
7.826086956521752,0.22858892748773563,1.444611723247407,0.281207063507948,0.6153466397907932,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,1.9635469039097002,1.141528496657922,0.8338162809454589,1.0667605778047535,1.8571981568060483
7.926421404682287,0.33364578262547356,1.3680290443998122,0.3245163537220635,0.6012504666950375,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,2.906346813017141,1.6207251751208405,1.0607009021934133,1.103448350318034,1.8308455220504247
8.026755852842822,0.48699254859004726,1.3004331382107828,0.39356926163022765,0.6073899200858076,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,3.9303931950824746,2.171046407755026,1.3598042383839082,1.194375604983001,1.805722621145369
8.127090301003356,0.6816503647348288,1.2468913152174512,0.48536914971138795,0.6338927012966804,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,4.782776366722354,2.697606232410602,1.692054284285263,1.3347562193102858,1.7844431767958036
8.227424749163891,0.8974223486173788,1.2110628317919203,0.5924853084260673,0.6776094542374796,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,5.304070702073615,3.128330019503908,2.0129706701865047,1.5072560843430485,1.769459907155525
8.327759197324426,1.1108953328263873,1.1943487736271348,0.706565675171643,0.7336876439472266,10,10,10,10,0,2.5,0.5,0,0,0,0,1,1,0,1,0,5.488611750821177,3.4413331543530505,2.2941394731279017,1.689930788605819,1.7622534277142399
8.42809364548496,1.302642352645596,1.1960162249875737,0.8207085852253841,0.7974457542437628,10,10,10,10,0,2.5,0.5,0,0,0,0,1,1,0,1,0,5.395695775424192,3.645125566250245,2.5255174013564816,1.8648725559881474,1.762978748915472
8.528428093645495,1.4578208834762953,1.2139394408344264,0.9297444850704136,0.8652197568759304,10,10,10,10,0,2.5,0.5,0,0,0,0,1,1,0,1,0,5.0775079221083494,3.7545311989296173,2.707371072369355,2.021434517487376,1.7706860171258787
8.62876254180603,1.5645835819158238,1.2453802151430597,1.0295855877719435,0.9343254913949316,10,10,10,10,0,2.5,0.5,0,0,1,0,1,1,0,1,0,4.570042745600062,3.78019620172599,2.8432718357051296,2.155071920515586,1.783823668244375
8.729096989966564,1.6139549649054927,1.2875130924067313,1.116571909300433,1.0026993907495698,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,3.914861468246586,3.727732381880819,2.936685985396123,2.2648895051098834,1.8007044226361535
8.829431438127099,1.6019057767490863,1.3376819354005092,1.187183121593003,1.0685666958308226,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,3.179530456312021,3.6010481385842055,2.990001803016655,2.351649557833818,1.8197952399050101
8.929765886287633,1.5319533444046567,1.3934786818180573,1.2381970294718714,1.1302390635568633,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,2.453241099766191,3.4065323956554296,3.00480457045104,2.416604815499059,1.8398394119759562
9.030100334448168,1.4155330360135687,1.4527337059609413,1.267133879966864,1.186047791953088,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,1.8161738593817005,3.1556105576026807,2.9825373218884645,2.4609915469622328,1.8598717550763666
9.130434782608702,1.26897971843638,1.5134776144749797,1.272740850143045,1.2343715138654543,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,1.3106492217453871,2.8642337213369067,2.9251031643520733,2.48589513362564,1.8791835623035018
9.230769230769237,1.1090251230628319,1.573903610706811,1.255250835120152,1.2737133531245872,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,0.9383560574453282,2.5502514261707185,2.835132665352646,2.492276752071325,1.8972718917375406
9.331103678929772,0.9494404212800432,1.632339833789468,1.2163623550882177,1.3027858443339748,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.6772287362091362,2.230612581218657,2.7160128873752916,2.4810335359902953,1.9137895000636116
9.431438127090306,0.7997884341204725,1.6872325105352903,1.1589816149783934,1.3205853453942897,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.499095277131947,1.9196899444679172,2.5717698670287694,2.4530527050591244,1.928501545227086
9.53177257525084,0.6656492945925878,1.737137642300718,1.0868651286339481,1.3264496846811158,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.3792873587839873,1.62860643011753,2.4069716291413465,2.409255855584444,1.9412502939629255
9.632107023411375,0.5494890619187132,1.7807206415854715,1.004237905221289,1.3201028897143667,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.2994186336935679,1.3652261395230898,2.226658976739306,2.3506467762872165,1.9519276156806968
9.73244147157191,0.4515927373587651,1.816763152004743,0.9154313799505517,1.301688694001887,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.24690916945711383,1.1343630147456034,2.036273518213293,2.2783708507136637,1.9604541258702473
9.832775919732445,0.37087942286463704,1.8441787243472216,0.8245609335829847,1.271787601104284,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.21361741231345788,0.9381591057263323,1.8415349789416344,2.1937785317905614,1.9667642074312892
9.93311036789298,0.3055160850635398,1.8620358620576396,0.7352609075709589,1.2314108927086098,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.19458096578698175,0.7764880931197795,1.6482400546739189,2.0984851440827748,1.9707955031169224
10.033444816053514,0.2533952416312378,1.869586709906619,0.6504910708428682,1.1819664349686738,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.18714332805172434,0.6476070900601164,1.4619735088681876,1.99441810114087,1.9724818489342137
10.133779264214049,0.21246326876661203,1.866300308563888,0.572447590056574,1.125190023221653,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.1904866669737319,0.5488999647853147,1.2878289645067034,1.883832601374508,1.971749213117152
10.234113712374583,0.18094191091451542,1.8518960332987,0.5025789735107304,1.0630522747747995,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,0.20555639447373666,0.477725681673541,1.130203409977722,1.7693032285678272,1.9685139214054515
10.334448160535118,0.15747793021953652,1.8263754237165093,0.4417013389835127,0.9976543738961553,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.23541634843979134,0.4323321578404947,0.9927640439056694,1.6536986441571317,1.9626834571682936
10.434782608695652,0.14125933350442413,1.7900514390409568,0.39019902228792447,0.9311355264385545,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.2861792560749732,0.4128060603654521,0.8786838463767139,1.5401678119027553,1.9541607325102346
10.535117056856187,0.13216320352998773,1.7435780757505461,0.34828835279147824,0.8656189254757,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.3687915632447853,0.4222058648578948,0.7912010110623932,1.4321836966781523,1.942854245408047
10.635451505016722,0.13101094376116193,1.687988212543672,0.3163361729558599,0.8032222437258039,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.5020298873934368,0.4680543346343285,0.7345479274614514,1.333705335296834,1.928698933187214
10.735785953177256,0.1400172901943622,1.624753692704984,0.29523752223604693,0.7461550218819952,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.7166833407543822,0.5641492022593637,0.715229994742281,1.2495274093846431,1.9116965160283361
10.83612040133779,0.16348404651694642,1.5558852432228605,0.28682236690618695,0.6969020917481562,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,1.0587465512268932,0.7317045015696845,0.7432582076271458,1.1858292700436288,1.8919894098561325
10.936454849498325,0.20850954672019642,1.4840800334842486,0.29413607865027436,0.6584220671733888,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,1.583048204237936,0.9961252903740229,0.8319939949704714,1.1506947295305392,1.8699850918791459
11.03678929765886,0.2846695311396984,1.4128731635234462,0.32110271734905305,0.63412169737528,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,2.3198965650752323,1.3728533911167045,0.9936372337156415,1.153750106972285,1.8465327321036054
11.137123745819395,0.40069964012409176,1.346626795575577,0.37093597824877284,0.627204416366818,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,3.2117958449347825,1.8430000000463878,1.2286178470589322,1.2034276048167154,1.8230900780845727
