Time,S1,S4,S2,S3,X0,VM1,Keq1,h,X1,V4,KS4,OR,AND,XOR,OR1,AND1,XOR1,OR0,AND0,XOR0,J0,J1,J2,J3,J4
0,0,0,0,0,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,9.090909090909092,0,0,0,0
0.10033444816053512,0.6539987245510365,0.012072708792228172,0.16722778284759246,0.04577267308282929,10,10,10,10,0,2.5,0.5,0,0,0,0,0,0,0,1,0,8.52462778000486,3.4073365693973594,1.3031590174447034,0.4098721048205578,0.05894040331060991
0.20066889632107024,1.104677916207505,0.07210129982054114,0.37052157853727546,0.15074115178486353,10,10,10,10,0,2.5,0.5,0,0,1,0,1,1,0,1,0,8.170008551102878,4.163598136991028,2.2374396045857647,1.1147870409780662,0.31507226011878553
0.3010033444816054,1.4737786784175881,0.1641006871942293,0.5542468419605782,0.2645361903985144,10,10,10,10,0,2.5,0.5,0,0,1,0,1,1,0,1,0,7.898666775305152,4.5010496141897045,2.756456349994654,1.621938062736492,0.6177552980992279
0.4013377926421405,1.7929316496897971,0.2696845348705114,0.7221913727751448,0.377492727586702,10,10,10,10,0,2.5,0.5,0,0,1,0,1,1,0,1,0,7.676665163048957,4.689717442602564,3.0799529660026344,1.9643048018397733,0.8759580147855057
0.5016722408026756,2.0766487084743765,0.38091670562269303,0.8783696972192706,0.4883310495964789,10,10,10,10,0,2.5,0.5,1,0,1,1,1,1,0,1,0,7.48837656138311,4.80648779356849,3.2986996279540763,2.2048854001358174,1.0810236177591692
0.6020066889632107,2.3332658201059537,0.4945273976128939,1.0254800004472149,0.5970364700266441,10,10,10,10,0,2.5,0.5,1,0,0,1,1,1,0,1,0,7.324561592621839,4.882527928059877,3.454974321965532,2.3816197927832707,1.2431216042913427
0.7023411371237459,2.5680904869145427,0.6090574341061438,1.1653248046539582,0.7037833913670685,10,10,10,10,0,2.5,0.5,1,0,0,1,1,1,0,1,0,7.177244055010326,4.933067103034602,3.5710334235615413,2.5162644058168895,1.3729168016375541
0.8026755852842811,2.78429106404001,0.7237987160789842,1.2991284036388075,0.80875109476827,10,10,10,10,0,2.5,0.5,1,0,0,1,1,1,0,1,0,7.032512019703644,4.9660772622900735,3.6596598589749347,2.6218293859749897,1.4785902014957462
0.9030100334448162,2.9821784982411117,0.8383813874496093,1.4276628322718896,0.9120839094728477,10,10,10,10,0,2.5,0.5,1,0,0,1,1,1,0,1,0,6.854572087301568,4.984704295441911,3.7285643094206105,2.7064789103714793,1.5660360255143917
1.0033444816053514,3.156135058773147,0.95259719933622,1.5511475273962463,1.01386557397706,10,10,10,10,0,2.5,0.5,1,0,1,1,1,1,0,1,0,6.556154361679497,4.986445844105311,3.782242517093182,2.775514803410832,1.6394723874098058
1.1036789297658864,3.288661137811239,1.0663098046859767,1.668823862176376,1.1140627615814331,10,10,10,10,0,2.5,0.5,1,1,0,1,1,1,0,1,0,5.973887273957333,4.9599728163513745,3.822507660627861,2.8323750814560924,1.7019458754198327
1.2040133779264215,3.3460197287877955,1.1793929569780286,1.7781960277217004,1.2124119149662922,10,10,10,10,0,2.5,0.5,1,1,0,1,1,1,0,1,0,4.943180983110934,4.882879118138428,3.8483200223723717,2.879096411613142,1.7556834332273827
1.3043478260869565,3.290841286116286,1.2916706031637104,1.8744717904416643,1.308258179588998,10,10,10,10,0,2.5,0.5,1,1,0,1,1,1,0,1,0,3.553075411806891,4.72960073854985,3.8559031208797867,2.916513415449916,1.8023271142626525
1.4046822742474916,3.1148404692501206,1.4028572319745327,1.951414179688727,1.400461265205324,10,10,10,10,0,2.5,0.5,1,1,0,1,1,1,0,1,0,2.2202987670705148,4.491334094899847,3.8404636065781323,2.944507065713299,1.843093123858317
1.5050167224080266,2.8506026378773943,1.512521179043931,2.003655494556973,1.48750668314823,10,10,10,10,0,2.5,0.5,1,1,0,1,1,1,0,1,0,1.2696927035544021,4.184768562549314,3.798914602543035,2.9624854830136584,1.8788885239986266
1.6053511705685617,2.5442994812604014,1.6200909739296028,2.0283789881382632,1.5677749348134227,10,10,10,10,0,2.5,0.5,1,1,0,1,1,1,0,1,0,0.70564478508107,3.8376943787024604,3.7309977644837122,2.969905835406301,1.9104026594278087
1.7056856187290967,2.2311554404188447,1.7248940533251442,2.025344542439164,1.6397714912110284,10,10,10,10,0,2.5,0.5,1,1,0,1,1,1,0,1,0,0.3968291490101303,3.4739589800933506,3.638473795621425,2.966533557575476,1.9381754950839782
1.8060200668896318,1.9315379444680962,1.8262022095936026,1.9960922754196477,1.7022336263264797,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,0.23048197283631275,3.1096478855084917,3.5239052904759824,2.9524392811367073,1.9626434473990204
1.9063545150501668,1.6555437123929377,1.9232639646237275,1.943190988269993,1.7541475381949927,10,10,10,10,0,2.5,0.5,0,1,0,0,1,1,0,1,0,0.13947463659802567,2.7549002001709475,3.389922765113838,2.9278902325462637,1.9841668021939598
2.006688963210702,1.4074554060474713,2.0153271090358666,1.8697710173983781,1.7947237823754674,10,10,10,10,0,2.5,0.5,1,1,0,0,1,1,0,1,0,0.08821457688666551,2.4162882677956974,3.238992271995965,2.893230013539342,2.003046742704121
2.107023411371237,1.1883791046358156,2.1016494343605725,1.779277584858712,1.8233709199924517,10,10,10,10,0,2.5,0.5,1,1,0,0,1,1,0,1,0,0.05835364078425419,2.0982752612352034,3.0734552059955003,2.848802506735321,2.019535574819971
2.207357859531772,0.9976956986421375,2.181493293877561,1.675293908920475,1.8397069097507885,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.04036239962000464,1.8040805655798378,2.895575392952118,2.794965733414025,2.033841832513986
2.307692307692307,0.8338035614769448,2.2541464212219213,1.561456651134011,1.8435311539808326,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.02917613208402466,1.5360007734108234,2.7077269520539526,2.7320320855739,2.0461388725130245
2.408026755852842,0.6945306660735336,2.318901545226899,1.4413397633536589,1.8348715194224143,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.022030374757258296,1.2955341189814753,2.512423705060029,2.660363957003858,2.0565648604802957
2.508361204013377,0.5773856131629206,2.3750885060119646,1.3183686266906232,1.813967718509708,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.01737032159546257,1.0833512164370078,2.312432975352001,2.5803343794578746,2.065230775544411
2.608695652173912,0.479732981607597,2.422060334755696,1.1957004248427292,1.7813166630134267,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.01430029434312922,0.8992669974853218,2.1107203557240672,2.49242866049936,2.0722196475096024
2.7090301003344472,0.39893005638674844,2.459220314569505,1.0761255884394136,1.7376629212687476,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.012293574192318205,0.7422254892849829,1.9104179540396629,2.397242350498755,2.0775914372290174
2.8093645484949823,0.332439722174374,2.486040836255704,0.9619715396423809,1.6839957742952272,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.011038899992875792,0.6103762502238043,1.714695527832792,2.2955110310478433,2.081385497203241
2.9096989966555173,0.2779200231479562,2.502056991844235,0.8550307426338873,1.6215492460113552,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.010358819583941073,0.5012486754798062,1.5265602838565155,2.1881811278919514,2.083618830889651
3.0100334448160524,0.23328504445741774,2.5069230834575964,0.7565424972043484,1.5517265069073025,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.010164318460235898,0.41197814031705954,1.3487331147144805,2.076328615874772,2.084292658872188
3.1103678929765874,0.1967388558160131,2.5004026186749964,0.6671990569901978,1.4760717644238215,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.01043605864978845,0.33959845970767916,1.1834319256591892,1.9612102174252104,2.0833892450900438
3.2107023411371225,0.16677900737308118,2.482395981257227,0.5872079284539304,1.3961879366352474,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.011220677261952304,0.28128728141884535,1.032281182429256,1.8442006031382812,2.0808738987526856
3.3110367892976575,0.14217896726859425,2.4529504522152332,0.5163785055500231,1.3136662193715516,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.012643903888658692,0.23456085662485912,0.8962588451062083,1.726751248605243,2.076694556773792
3.4113712374581926,0.12195729013741823,2.4122659140766003,0.4542263037714988,1.2300177888287915,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.014944963724659482,0.19738835947379071,0.7757220983730663,1.6103380444965163,2.07078095308603
3.5117056856187276,0.10534360854202061,2.3606976931741106,0.40007986236626036,1.1466148288640614,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.018545655082122896,0.16824260122294613,0.6705039955572945,1.4964023171933212,2.063043657852203
3.6120401337792627,0.09175085176397342,2.2987517745720627,0.35317823299327067,1.0646516430997008,10,10,10,10,0,2.5,0.5,1,0,0,0,0,0,0,1,0,0.02418315790925325,0.14613315897691098,0.5800569583496106,1.386306124561944,2.0533723242779796
3.7123745819397977,0.08076153280645,2.2270776718478777,0.3127568197736585,0.9851250399957175,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.03316615934217203,0.1306776392144535,0.5036456129477878,1.2812999339006697,2.041633884174265
3.812709030100333,0.07213811986593294,2.1464590859609003,0.2781238616062991,0.9088389827595447,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.047879579786075155,0.1222973598550713,0.4405930594688756,1.182520143873603,2.0276707633112196
3.913043478260868,0.06587563929433607,2.057806651401855,0.2487390032828844,0.836436329496849,10,10,10,10,0,2.5,0.5,1,0,1,0,0,0,0,1,0,0.07280359401320433,0.12268111213291795,0.39062296634274796,1.091033613722856,2.0113000432167483
4.013377926421403,0.06233278203383021,1.962158854271902,0.2243187928711138,0.7684653374629933,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.11661251090005487,0.1357712048881457,0.35440730535461534,1.007964209961716,1.9923154540450465
4.113712374581938,0.06252895824644816,1.8607023965440843,0.20501512833043334,0.7055011552847634,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.196520288085761,0.16982393597444206,0.3345425413100219,0.9347774773119444,1.970496576853601
4.214046822742474,0.06877809799616488,1.7548325391172586,0.19175176652806414,0.6483600178334528,10,10,10,10,0,2.5,0.5,0,0,1,0,0,0,0,1,0,0.34699503665335524,0.24138852673702113,0.3373695200963786,0.8738662448076935,1.9456351066809772
