Time,S1,X0,k1,J0,J1
4.615384615384616,1.0898283671670774,0.1,3.2,3.4874879269072214,3.487450774934648
4.715719063545151,1.0898316487742374,0.1,3.2,3.4874906631791127,3.48746127607756
4.816053511705687,1.0898342684809064,0.1,3.2,3.48749284755724,3.4874696591389007
4.916387959866222,1.0898363537262818,0.1,3.2,3.4874945862958944,3.487476331924102
5.016722408026758,1.089838000344734,0.1,3.2,3.4874959592995642,3.4874816011031493
5.117056856187293,1.0898392864700357,0.1,3.2,3.487497031715458,3.4874857167041142
5.217391304347829,1.089840245414064,0.1,3.2,3.4874978313180045,3.4874887853250054
5.317725752508364,1.0898409247690886,0.1,3.2,3.487498397789933,3.4874909592610837
5.4180602006689,1.0898414377545254,0.1,3.2,3.4874988255371,3.4874926008144813
5.518394648829435,1.0898418897906836,0.1,3.2,3.487499202462748,3.4874940473301876
5.618729096989971,1.0898420608416572,0.1,3.2,3.4874993450919085,3.4874945946933034
5.719063545150506,1.0898421678616153,0.1,3.2,3.4874994343294654,3.487494937157169
5.819397993311042,1.0898423465111329,0.1,3.2,3.487499583294679,3.487495508835625
5.919732441471577,1.0898424966312854,0.1,3.2,3.4874997084709904,3.4874959892201134
6.020066889632113,1.0898425548044446,0.1,3.2,3.4874997569781554,3.487496175374223
6.120401337792648,1.0898426628831943,0.1,3.2,3.4874998470986625,3.487496521226222
6.220735785953184,1.0898428707581258,0.1,3.2,3.487500020433383,3.487497186426003
6.321070234113719,1.0898430321544605,0.1,3.2,3.487500155012375,3.4874977028942737
6.421404682274255,1.08984321202459,0.1,3.2,3.4875003049956366,3.487498278478688
6.52173913043479,1.0898433967966716,0.1,3.2,3.4875004590664065,3.4874988697493494
6.622073578595326,1.0898436074896847,0.1,3.2,3.487500634751211,3.487499543966991
6.722408026755861,1.0898438497376515,0.1,3.2,3.4875008367479707,3.487500319160485
6.822742474916397,1.0898440843273813,0.1,3.2,3.4875010323590523,3.4875010698476205
6.923076923076932,1.0898442839770284,0.1,3.2,3.48750119883565,3.487501708726491
7.023411371237468,1.0898444145450645,0.1,3.2,3.4875013077090182,3.4875021265442068
7.123745819398003,1.089844435030278,0.1,3.2,3.487501324790492,3.48750219209689
7.224080267558539,1.089844538824145,0.1,3.2,3.4875014113384033,3.487502524237264
7.324414715719074,1.0898446677357099,0.1,3.2,3.4875015188305856,3.4875029367542716
7.42474916387961,1.0898447630361188,0.1,3.2,3.4875015982963133,3.4875032417155802
7.525083612040145,1.0898448105657847,0.1,3.2,3.4875016379286707,3.4875033938105116
7.625418060200681,1.089844793873491,0.1,3.2,3.487501624009891,3.4875033403951714
7.725752508361216,1.089844694216389,0.1,3.2,3.487501540911355,3.4875030214924454
7.826086956521752,1.0898446662077923,0.1,3.2,3.4875015175565407,3.4875029318649355
7.926421404682287,1.0898446213562885,0.1,3.2,3.4875014801573636,3.487502788340123
8.026755852842822,1.0898445599574096,0.1,3.2,3.4875014289602557,3.487502591863711
8.127090301003356,1.0898444844943616,0.1,3.2,3.4875013660358283,3.4875023503819573
8.227424749163891,1.0898443978741954,0.1,3.2,3.4875012938081125,3.4875020731974256
8.327759197324426,1.0898443048294268,0.1,3.2,3.4875012162232957,3.487501775454166
8.42809364548496,1.0898442170412146,0.1,3.2,3.487501143021638,3.487501494531887
8.528428093645495,1.089844135575426,0.1,3.2,3.4875010750919055,3.4875012338413636
8.62876254180603,1.0898440665733868,0.1,3.2,3.487501017555,3.487501013034838
8.729096989966564,1.089844016748402,0.1,3.2,3.487500976008762,3.4875008535948866
8.829431438127099,1.0898439933857558,0.1,3.2,3.487500956527974,3.4875007788344186
8.929765886287633,1.0898439723478757,0.1,3.2,3.487500938985677,3.4875007115132024
9.030100334448168,1.0898439112751257,0.1,3.2,3.4875008880605747,3.4875005160804022
9.130434782608702,1.0898438522808591,0.1,3.2,3.4875008388686073,3.4875003272987493
9.230769230769237,1.0898437978035909,0.1,3.2,3.4875007934431124,3.487500152971491
9.331103678929772,1.089843750804743,0.1,3.2,3.487500754253451,3.4875000025751777
9.431438127090306,1.0898437147686433,0.1,3.2,3.4875007242050033,3.4874998872596588
9.53177257525084,1.0898436937025267,0.1,3.2,3.487500706639172,3.4874998198480855
9.632107023411375,1.0898436921365333,0.1,3.2,3.487500705333379,3.487499814836907
9.73244147157191,1.089843715123711,0.1,3.2,3.487500724501074,3.4874998883958757
9.832775919732445,1.089843768240013,0.1,3.2,3.487500768791729,3.4875000583680418
9.93311036789298,1.0898437614835468,0.1,3.2,3.4875007631578967,3.48750003674735
10.033444816053514,1.0898437554452092,0.1,3.2,3.4875007581228705,3.4875000174246695
10.133779264214049,1.0898437542363366,0.1,3.2,3.4875007571148617,3.4875000135562773
10.234113712374583,1.089843758826222,0.1,3.2,3.4875007609421047,3.4875000282439106
10.334448160535118,1.0898437703344233,0.1,3.2,3.487500770538139,3.4875000650701544
10.434782608695652,1.0898437900307638,0.1,3.2,3.487500786961794,3.4875001280984446
10.535117056856187,1.0898438193353328,0.1,3.2,3.4875008113972066,3.487500221873065
10.635451505016722,1.0898438598184852,0.1,3.2,3.487500845153805,3.4875003514191527
10.735785953177256,1.0898439132008408,0.1,3.2,3.487500889666319,3.4875005222426907
10.83612040133779,1.0898439580080954,0.1,3.2,3.487500927028547,3.4875006656259053
10.936454849498325,1.089843986701693,0.1,3.2,3.4875009509545127,3.4875007574454173
11.03678929765886,1.08984401492207,0.1,3.2,3.4875009744858874,3.487500847750624
11.137123745819395,1.0898440419797684,0.1,3.2,3.487500997047771,3.4875009343352588
11.23745819397993,1.089844067149372,0.1,3.2,3.487501018035281,3.487501014877991
11.337792642140464,1.0898440896695094,0.1,3.2,3.487501036813552,3.48750108694243
11.438127090300998,1.0898441087428512,0.1,3.2,3.487501052717735,3.487501147977124
11.538461538461533,1.0898441235361118,0.1,3.2,3.4875010650530003,3.487501195315558
11.638795986622068,1.0898441331800492,0.1,3.2,3.487501073094536,3.4875012261761578
11.739130434782602,1.0898441381776227,0.1,3.2,3.4875010772617303,3.487501242168393
11.839464882943137,1.0898441489127813,0.1,3.2,3.487501086213173,3.4875012765209004
11.939799331103671,1.0898441569407258,0.1,3.2,3.4875010929072245,3.4875013022103225
12.040133779264206,1.0898441620956032,0.1,3.2,3.4875010972055858,3.4875013187059305
12.14046822742474,1.0898441642293921,0.1,3.2,3.4875010989848323,3.487501325534055
12.240802675585275,1.0898441632119038,0.1,3.2,3.4875010981364065,3.487501322278092
12.34113712374581,1.0898441589307817,0.1,3.2,3.4875010945666203,3.4875013085785014
12.441471571906344,1.0898441512915016,0.1,3.2,3.4875010881966553,3.4875012841328052
12.541806020066879,1.0898441402173713,0.1,3.2,3.4875010789625622,3.4875012486955885
12.642140468227414,1.0898441256495313,0.1,3.2,3.4875010668152617,3.4875012020785
12.742474916387948,1.089844112662271,0.1,3.2,3.487501055985918,3.4875011605192676
12.842809364548483,1.0898441006872601,0.1,3.2,3.4875010460006317,3.4875011221992325
12.943143812709017,1.0898440884062974,0.1,3.2,3.487501035760231,3.487501082900152
13.043478260869552,1.0898440763293853,0.1,3.2,3.487501025689976,3.4875010442540333
13.143812709030087,1.0898440650148224,0.1,3.2,3.487501016255401,3.487501008047432
13.244147157190621,1.0898440550692037,0.1,3.2,3.487501007962311,3.487500976221452
13.344481605351156,1.0898440471474204,0.1,3.2,3.4875010013567844,3.4875009508717456
13.44481605351169,1.0898440419526603,0.1,3.2,3.487500997025168,3.487500934248513
13.545150501672225,1.089844040236407,0.1,3.2,3.4875009955940808,3.487500928756502
13.64548494983276,1.0898440378242606,0.1,3.2,3.4875009935827284,3.4875009210376344
13.745819397993294,1.0898440243278829,0.1,3.2,3.4875009823288625,3.487500877849225
13.846153846153829,1.0898440106004126,0.1,3.2,3.4875009708823015,3.4875008339213203
13.946488294314364,1.089843996946501,0.1,3.2,3.487500959497078,3.4875007902288035
14.046822742474898,1.089843983710566,0.1,3.2,3.4875009484603807,3.4875007478738116
14.147157190635433,1.0898439712767922,0.1,3.2,3.4875009380925617,3.487500708085735
14.247491638795967,1.0898439600691305,0.1,3.2,3.487500928747128,3.487500672221218
14.347826086956502,1.0898439505512991,0.1,3.2,3.487500920810747,3.487500641764157
14.448160535117037,1.0898439432267824,0.1,3.2,3.4875009147032485,3.487500618325704
14.548494983277571,1.0898439386388308,0.1,3.2,3.487500910877616,3.487500603644259
14.648829431438106,1.0898439373704627,0.1,3.2,3.4875009098199956,3.4875005995854806
14.74916387959864,1.0898439400444622,0.1,3.2,3.4875009120496916,3.487500608142279
14.849498327759175,1.0898439473233799,0.1,3.2,3.487500918119168,3.487500631434816
14.94983277591971,1.0898439599095338,0.1,3.2,3.4875009286140486,3.4875006717105084
15.050167224080244,1.0898439773820254,0.1,3.2,3.48750094318337,3.4875007276224816
15.150501672240779,1.0898439747178457,0.1,3.2,3.487500940961861,3.487500719097106
15.250836120401313,1.0898439725014775,0.1,3.2,3.4875009391137572,3.487500712004728
15.351170568561848,1.0898439708044139,0.1,3.2,3.4875009376986723,3.4875007065741244
15.451505016722383,1.0898439697058115,0.1,3.2,3.48750093678261,3.487500703058597
15.551839464882917,1.089843969292491,0.1,3.2,3.4875009364379648,3.4875007017359714
15.652173913043452,1.0898439696589377,0.1,3.2,3.4875009367435243,3.487500702908601
15.752508361203986,1.089843970907301,0.1,3.2,3.4875009377844637,3.4875007069033632
15.852842809364521,1.089843973147394,0.1,3.2,3.48750093965235,3.4875007140716607
15.953177257525056,1.0898439764966945,0.1,3.2,3.487500942445142,3.4875007247894225
16.05351170568559,1.0898439810803446,0.1,3.2,3.4875009462671884,3.487500739457103
16.153846153846125,1.0898439870311507,0.1,3.2,3.487500951229229,3.4875007584996824
16.25418060200666,1.0898439944895826,0.1,3.2,3.4875009574483933,3.4875007823666646
16.354515050167194,1.089844003603775,0.1,3.2,3.4875009650482016,3.4875008115320805
16.45484949832773,1.089844014529527,0.1,3.2,3.487500974158568,3.4875008464944863
16.555183946488263,1.089844014589977,0.1,3.2,3.4875009742089738,3.4875008466879267
16.655518394648798,1.0898440106749854,0.1,3.2,3.487500970944484,3.4875008341599534
16.755852842809333,1.089844005460398,0.1,3.2,3.4875009665963352,3.487500817473274
16.856187290969867,1.0898439989452207,0.1,3.2,3.487500961163697,3.4875007966247065
16.9565217391304,1.0898439911566065,0.1,3.2,3.487500954669213,3.487500771701141
17.056856187290936,1.0898439821521364,0.1,3.2,3.487500947160895,3.4875007428868368
17.15719063545147,1.0898439720220992,0.1,3.2,3.4875009387140308,3.4875007104707176
17.257525083612006,1.089843960891771,0.1,3.2,3.487500929433081,3.487500674853667
17.35785953177254,1.0898439489236966,0.1,3.2,3.487500919453582,3.487500636555829
17.458193979933075,1.0898439363199692,0.1,3.2,3.4875009089440487,3.4875005962239016
17.55852842809361,1.0898439233245094,0.1,3.2,3.4875008981078723,3.48750055463843
17.658862876254144,1.0898439102253472,0.1,3.2,3.4875008871852238,3.487500512721111
17.75919732441468,1.089843897356901,0.1,3.2,3.4875008764549573,3.487500471542083
17.859531772575213,1.0898438851022572,0.1,3.2,3.4875008662365046,3.487500432327223
17.959866220735748,1.0898438738954521,0.1,3.2,3.4875008568917876,3.487500396465447
18.060200668896282,1.0898438642237505,0.1,3.2,3.4875008488271044,3.4875003655160017
18.160535117056817,1.0898438566299264,0.1,3.2,3.487500842495047,3.487500341215765
18.26086956521735,1.089843851714543,0.1,3.2,3.4875008383963877,3.487500325486538
18.361204013377886,1.0898438501382333,0.1,3.2,3.487500837081993,3.4875003204423467
18.46153846153842,1.0898438526239795,0.1,3.2,3.4875008391547153,3.4875003283967345
18.561872909698955,1.0898438599593934,0.1,3.2,3.4875008452713,3.487500351870059
18.66220735785949,1.089843872998997,0.1,3.2,3.4875008561442846,3.4875003935967905
18.762541806020025,1.0898438926665017,0.1,3.2,3.4875008725439,3.4875004565328056
18.86287625418056,1.0898439199570897,0.1,3.2,3.4875008952999718,3.487500543862687
18.963210702341094,1.089843906934643,0.1,3.2,3.487500884441292,3.487500502190858
19.06354515050163,1.089843878800438,0.1,3.2,3.487500860981777,3.487500412161402
19.163879598662163,1.0898438491813305,0.1,3.2,3.4875008362840862,3.487500317380258
19.264214046822698,1.0898438183185122,0.1,3.2,3.4875008105493377,3.487500218619239
19.364548494983232,1.0898437864921142,0.1,3.2,3.4875007840111163,3.4875001167747657
19.464882943143767,1.089843754022927,0.1,3.2,3.487500756936911,3.487500012873367
19.5652173913043,1.089843721274121,0.1,3.2,3.48750072962955,3.4874999080771873
19.665551839464836,1.089843688652967,0.1,3.2,3.4875007024286324,3.4874998036894946
19.76588628762537,1.0898436566125564,0.1,3.2,3.487500675711964,3.4874997011601807
19.866220735785905,1.0898436256535213,0.1,3.2,3.487500649896996,3.4874996020912685
19.96655518394644,1.089843596325756,0.1,3.2,3.4875006254422507,3.4874995082424194
20.066889632106975,1.0898435692301356,0.1,3.2,3.4875006028487654,3.487499421536434
20.16722408026751,1.0898435450202382,0.1,3.2,3.4875005826615197,3.487499344064762
20.267558528428044,1.0898435244040636,0.1,3.2,3.4875005654708744,3.487499278093004
20.36789297658858,1.0898435081457554,0.1,3.2,3.4875005519140045,3.4874992260664173
20.468227424749113,1.0898434970673196,0.1,3.2,3.4875005426763335,3.487499190615423
20.568561872909648,1.0898434920503466,0.1,3.2,3.4875005384929683,3.4874991745611092
20.668896321070182,1.0898434940377302,0.1,3.2,3.487500540150132,3.4874991809207367
20.769230769230717,1.0898435040353889,0.1,3.2,3.4875005484866066,3.4874992129132445
20.86956521739125,1.0898435231139858,0.1,3.2,3.4875005643951535,3.4874992739647546
20.969899665551786,1.0898435524106493,0.1,3.2,3.4875005888239596,3.487499367714078
21.07023411371232,1.0898435931306931,0.1,3.2,3.4875006227780707,3.4874994980182183
21.170568561872855,1.0898436465493369,0.1,3.2,3.4875006673208206,3.487499668957878
21.27090301003339,1.0898437140134267,0.1,3.2,3.487500723575271,3.4874998848429657
21.371237458193924,1.0898437265520904,0.1,3.2,3.487500734030547,3.4874999249666896
21.47157190635446,1.0898437152397182,0.1,3.2,3.487500724597805,3.4874998887670987
21.571906354514994,1.089843704176649,0.1,3.2,3.4875007153729434,3.4874998533652772
21.672240802675528,1.0898436934815314,0.1,3.2,3.487500706454896,3.4874998191409006
21.772575250836063,1.0898436832844776,0.1,3.2,3.4875006979521554,3.4874997865103285
21.872909698996597,1.0898436737274815,0.1,3.2,3.4875006899831225,3.487499755927941
21.973244147157132,1.0898436649648373,0.1,3.2,3.4875006826764543,3.4874997278874798
22.073578595317667,1.0898436571635586,0.1,3.2,3.487500676171413,3.4874997029233876
22.1739130434782,1.0898436505037965,0.1,3.2,3.487500670618219,3.487499681612149
22.274247491638736,1.089843645179258,0.1,3.2,3.4875006661783905,3.4874996645736256
22.37458193979927,1.0898436413976251,0.1,3.2,3.487500663025103,3.4874996524724007
22.474916387959805,1.0898436393809738,0.1,3.2,3.487500661343533,3.4874996460191166
22.57525083612034,1.0898436393661917,0.1,3.2,3.4875006613312065,3.4874996459718135
22.675585284280874,1.089843641605397,0.1,3.2,3.487500663198352,3.48749965313727
22.77591973244141,1.0898436463663572,0.1,3.2,3.487500667168245,3.4874996683723434
22.876254180601943,1.0898436539329082,0.1,3.2,3.487500673477559,3.487499692585306
22.976588628762478,1.089843664605372,0.1,3.2,3.4875006823767163,3.4874997267371906
23.076923076923013,1.0898436787009755,0.1,3.2,3.4875006941302344,3.487499771843122
23.177257525083547,1.08984369655427,0.1,3.2,3.4875007090170773,3.487499828973664
23.277591973244082,1.0898437185175485,0.1,3.2,3.487500727331001,3.4874998992561554
23.377926421404617,1.0898437449612655,0.1,3.2,3.4875007493809083,3.4874999838760496
23.47826086956515,1.0898437762744548,0.1,3.2,3.487500775491192,3.4875000840782557
23.578595317725686,1.0898438128651484,0.1,3.2,3.4875008060020876,3.487500201168475
23.67892976588622,1.0898438551607952,0.1,3.2,3.4875008412700224,3.487500336514545
23.779264214046755,1.0898438785829578,0.1,3.2,3.4875008608004325,3.487500411465465
23.87959866220729,1.0898438919435927,0.1,3.2,3.4875008719411067,3.4875004542194965
23.979933110367824,1.0898439055619074,0.1,3.2,3.487500883296646,3.487500497798104
24.08026755852836,1.089843919373349,0.1,3.2,3.4875008948132233,3.4875005419947165
24.180602006688893,1.0898439333088419,0.1,3.2,3.4875009064332403,3.487500586588294
24.280936454849428,1.0898439472946944,0.1,3.2,3.4875009180952494,3.487500631343022
24.381270903009963,1.0898439612525026,0.1,3.2,3.4875009297338746,3.4875006760080085
24.481605351170497,1.0898439750990585,0.1,3.2,3.4875009412797335,3.487500720316987
24.581939799331032,1.0898439887462543,0.1,3.2,3.4875009526593566,3.487500763988014
24.682274247491566,1.0898440021009885,0.1,3.2,3.4875009637951133,3.4875008067231636
24.7826086956521,1.0898440150650726,0.1,3.2,3.487500974605129,3.4875008482082324
24.882943143812636,1.0898440275351355,0.1,3.2,3.487500985003209,3.487500888112434
24.98327759197317,1.0898440394025315,0.1,3.2,3.4875009948987596,3.487500926088101
25.083612040133705,1.0898440505532432,0.1,3.2,3.487501004196707,3.4875009617703783
25.18394648829424,1.0898440608677904,0.1,3.2,3.4875010127974257,3.4875009947769295
25.284280936454774,1.0898440702211338,0.1,3.2,3.4875010205966506,3.4875010247076283
25.38461538461531,1.0898440784825818,0.1,3.2,3.4875010274854046,3.487501051144262
25.484949832775843,1.0898440855156961,0.1,3.2,3.487501033349922,3.4875010736502277
25.585284280936378,1.0898440911781975,0.1,3.2,3.487501038071562,3.4875010917702323
25.685618729096912,1.089844095321872,0.1,3.2,3.4875010415267376,3.4875011050299904
25.785953177257447,1.0898440977924766,0.1,3.2,3.4875010435868363,3.4875011129359255
25.88628762541798,1.0898440984296445,0.1,3.2,3.487501044118134,3.4875011149748625
25.986622073578516,1.089844097066792,0.1,3.2,3.487501042981728,3.4875011106137346
26.08695652173905,1.0898440935310238,0.1,3.2,3.4875010400334507,3.4875010992992763
26.187290969899585,1.0898440953607529,0.1,3.2,3.4875010415591583,3.4875011051544096
26.28762541806012,1.089844100558037,0.1,3.2,3.4875010458928806,3.487501121785719
26.387959866220655,1.089844105269375,0.1,3.2,3.4875010498213994,3.4875011368620004
26.48829431438119,1.0898441094839857,0.1,3.2,3.4875010533357256,3.4875011503487543
26.588628762541724,1.089844113192856,0.1,3.2,3.4875010564283424,3.4875011622171392
26.68896321070226,1.0898441163888166,0.1,3.2,3.487501059093274,3.4875011724442135
26.789297658862793,1.089844119066615,0.1,3.2,3.4875010613261392,3.4875011810131684
26.889632107023328,1.0898441212229903,0.1,3.2,3.487501063124218,3.487501187913569
26.989966555183862,1.0898441228567488,0.1,3.2,3.4875010644865174,3.4875011931415965
27.090301003344397,1.0898441239688363,0.1,3.2,3.4875010654138254,3.4875011967002765
27.19063545150493,1.0898441245624144,0.1,3.2,3.4875010659087766,3.4875011985997264
27.290969899665466,1.089844124642934,0.1,3.2,3.4875010659759167,3.487501198857389
27.391304347826,1.0898441242182098,0.1,3.2,3.4875010656217635,3.4875011974982715
27.491638795986535,1.0898441232984948,0.1,3.2,3.4875010648548646,3.4875011945551835
27.59197324414707,1.0898441218965544,0.1,3.2,3.4875010636858663,3.4875011900689743
27.692307692307605,1.0898441200277418,0.1,3.2,3.4875010621275684,3.487501184088774
27.79264214046814,1.0898441177100713,0.1,3.2,3.487501060194994,3.4875011766722284
27.892976588628674,1.0898441149642928,0.1,3.2,3.4875010579054444,3.4875011678857373
27.99331103678921,1.0898441118139672,0.1,3.2,3.4875010552785652,3.4875011578046955
28.093645484949743,1.0898441082855397,0.1,3.2,3.487501052336409,3.4875011465137273
28.193979933110278,1.0898441044084148,0.1,3.2,3.4875010491034932,3.4875011341069277
28.294314381270812,1.0898441002150303,0.1,3.2,3.4875010456068662,3.4875011206880973
28.394648829431347,1.0898440957409326,0.1,3.2,3.487501041876169,3.4875011063709844
28.49498327759188,1.08984409102485,0.1,3.2,3.4875010379436935,3.48750109127952
28.595317725752416,1.0898440858860214,0.1,3.2,3.4875010336587153,3.4875010748352686
28.69565217391295,1.089844080397179,0.1,3.2,3.4875010290818786,3.487501057270973
28.795986622073485,1.089844074733284,0.1,3.2,3.4875010243590765,3.487501039146509
28.89632107023402,1.089844068940733,0.1,3.2,3.487501019528996,3.4875010206103454
28.996655518394554,1.0898440630692134,0.1,3.2,3.4875010146330676,3.4875010018214834
29.09698996655509,1.0898440571717727,0.1,3.2,3.4875010097155257,3.4875009829496726
29.197324414715624,1.0898440513048868,0.1,3.2,3.4875010048234603,3.487500964175638
29.29765886287616,1.0898440455285299,0.1,3.2,3.487501000006883,3.4875009456912958
29.397993311036693,1.089844039906244,0.1,3.2,3.487500995318777,3.4875009276999807
29.498327759197227,1.0898440345052067,0.1,3.2,3.487500990815157,3.487500910416662
29.598662207357762,1.0898440293963025,0.1,3.2,3.487500986555131,3.487500894068168
29.698996655518297,1.0898440246541905,0.1,3.2,3.487500982600952,3.48750087889341
29.79933110367883,1.0898440203573734,0.1,3.2,3.4875009790180798,3.487500865143595
29.899665551839366,1.0898440165882681,0.1,3.2,3.487500975875236,3.4875008530824583
29.9999999999999,1.0898440134332736,0.1,3.2,3.4875009732444644,3.487500842986476
