Time,A,B,C,A2,B2,C2,k1,k2,k12,k22,_J0,_J1,_J2,_J3
1.105527638190955,6.7913545911297515,2.858254522053337,0.35039088681764546,0.039755538818242314,8.308922394607274,1.6513223432343935,0.35,0.2,5,0.2,2.3769741068954127,0.5716509044106675,0.19877769409121157,1.6617844789214549
1.206030150753769,6.556615501927357,3.0337576687836556,0.40962682928972227,0.02405257586630436,8.159109377554598,1.816838323239106,0.35,0.2,5,0.2,2.294815425674575,0.6067515337567312,0.1202628793315218,1.6318218755109197
1.306532663316583,6.3299900282431825,3.197736190002294,0.47227378175525975,0.01455209858029388,8.00614219875344,1.979305979326587,0.35,0.2,5,0.2,2.2154965098851136,0.6395472380004588,0.0727604929014694,1.601228439750688
1.407035175879397,6.111197727833754,3.350697050006105,0.5381052221608782,0.008804194849417432,7.852507045993308,2.138689035817568,0.35,0.2,5,0.2,2.1389192047418137,0.670139410001221,0.04402097424708716,1.5705014091986618
1.5075376884422111,5.89996785177322,3.493127528605047,0.6069046196224698,0.00532664300417094,7.699683405676847,2.294990227979251,0.35,0.2,5,0.2,2.064988748120627,0.6986255057210095,0.0266332150208547,1.5399366811353694
1.6080402010050252,5.696039009409919,3.625495944518957,0.6784650460718614,0.00322268345524615,7.5485421913027775,2.4482354019022488,0.35,0.2,5,0.2,1.9936136532934714,0.7250991889037914,0.016113417276230748,1.5097084382605557
1.7085427135678393,5.499158844902504,3.748252352916807,0.7525888021814268,0.0019497621911742835,7.399586610116039,2.59846390435306,0.35,0.2,5,0.2,1.9247055957158763,0.7496504705833614,0.009748810955871417,1.4799173220232078
1.8090452261306533,5.309083724937811,3.861829218003855,0.8290870570590702,0.001179629403536977,7.2530978686748515,2.7457227785818854,0.35,0.2,5,0.2,1.858179303728234,0.7723658436007711,0.005898147017684885,1.4506195737349703
1.9095477386934674,5.125578437241896,3.966642061540477,0.9077795012183636,0.0007136900876696902,7.1092233247746055,2.8900632617979967,0.35,0.2,5,0.2,1.7939524530346636,0.7933284123080955,0.003568450438348451,1.4218446649549212
2.0100502512562817,4.948415899511225,4.063090088140814,0.9884940123486967,0.0004317910561684552,6.968029810263314,3.031538675340786,0.35,0.2,5,0.2,1.7319455648289288,0.8126180176281628,0.002158955280842276,1.3936059620526628
2.1105527638190957,4.777376878405906,4.151556788165365,1.0710663334294663,0.0002612387447190595,6.829535880593621,3.1702031573219265,0.35,0.2,5,0.2,1.672081907442067,0.8303113576330731,0.0013061937235952974,1.3659071761187243
2.21105527638191,4.612249718254764,4.232410519002957,1.155339762743016,0.000158052611243381,6.693731319434033,3.3061109046149877,0.35,0.2,5,0.2,1.6142874013891675,0.8464821038005914,0.000790263056216905,1.3387462638868066
2.311557788944724,4.452830079137244,4.3060050655030855,1.2411648553604087,0.00009562372107040151,6.560588930004345,3.4393157229348477,0.35,0.2,5,0.2,1.5584905276980352,0.8612010131006171,0.00047811860535200754,1.312117786000869
2.412060301507538,4.2989206840196825,4.372680180290606,1.3283991356904497,0.00005785349483744102,6.430071660025453,3.569870763139973,0.35,0.2,5,0.2,1.5046222394068889,0.8745360360581214,0.0002892674741872051,1.2860143320050907
2.512562814070352,4.150331074630514,4.432762104678522,1.4169068206917035,0.000035002066190525433,6.302136904600433,3.69782836999364,0.35,0.2,5,0.2,1.4526158761206798,0.8865524209357045,0.00017501033095262717,1.2604273809200865
2.613065326633166,4.006877375773501,4.486564070861378,1.5065585533658612,0.000021176668427954797,6.176739101164884,3.8232399988269505,0.35,0.2,5,0.2,1.402407081520725,0.8973128141722756,0.00010588334213977398,1.2353478202329768
2.71356783919598,3.868382067788408,4.53438678604816,1.5972311461641686,0.000012812138875539952,6.053831291405502,3.9461561731158854,0.35,0.2,5,0.2,1.3539337237259428,0.9068773572096321,0.00006406069437769977,1.2107662582811005
2.814070351758794,3.734673766875213,4.576518899177964,1.68880733394756,0.00000775149881454415,5.933366058515568,4.0666264666458805,0.35,0.2,5,0.2,1.3071358184063244,0.9153037798355929,0.000038757494072720746,1.1866732117031136
2.9145728643216082,3.605587013011794,4.613237450830197,1.7811755361587456,0.000004689749371880975,5.815296086507941,4.18469950040295,0.35,0.2,5,0.2,1.2619554545541278,0.9226474901660394,0.000023448746859404877,1.1630592173015883
3.0150753768844223,3.4809620652024984,4.644808306923965,1.874229627874275,0.0000028373549368774827,5.699574491086206,4.300422948219121,0.35,0.2,5,0.2,1.2183367228208744,0.928961661384793,0.000014186774684387414,1.1399148982172411
3.1155778894472363,3.3606447038029597,4.671486576782724,1.967868719415056,0.0000017166339042398992,5.586155012462019,4.413843547564343,0.35,0.2,5,0.2,1.1762256463310359,0.9342973153565448,0.000008583169521199496,1.1172310024924037
3.2160804020100504,3.2444860396781423,4.693517016114082,2.0619969442085155,0.0000010385840088925878,5.474992124770033,4.525007113306225,0.35,0.2,5,0.2,1.1355701138873497,0.9387034032228163,0.000005192920044462938,1.0949984249540066
3.3165829145728645,3.132342329956639,4.711134415440435,2.156523254603665,6.283558878794312e-7,5.366041095183536,4.633958553120844,0.35,0.2,5,0.2,1.0963198154848235,0.9422268830880871,0.0000031417794393971557,1.0732082190367072
3.4170854271356785,3.0240748001544087,4.724563974493101,2.2513612253532305,3.801653485126754e-7,5.259258012733293,4.740741883761621,0.35,0.2,5,0.2,1.0584261800540429,0.9449127948986202,0.000001900826742563377,1.0518516025466587
3.5175879396984926,2.919549472453982,4.734021663053614,2.3464288644931437,2.3002152686947206e-7,5.154599798929729,4.845400247708957,0.35,0.2,5,0.2,1.0218423153588936,0.9468043326107228,0.0000011501076343473603,1.0309199597859457
3.6180904522613067,2.818636999871329,4.739714568843524,2.441648431285887,1.3917166443688093e-7,5.052024207573126,4.947975929915333,0.35,0.2,5,0.2,0.986522949954965,0.9479429137687048,6.958583221844047e-7,1.0104048415146252
3.7185929648241207,2.721212506245084,4.741841232618012,2.5369462611376434,8.420501068772584e-8,4.951489817979588,5.048510374475502,0.35,0.2,5,0.2,0.9524243771857793,0.9483682465236024,4.210250534386292e-7,0.9902979635959176
3.819095477386935,2.627155431679975,4.740591971284287,2.6322525970364783,5.094726823368331e-8,4.852956024593563,5.14704420111924,0.35,0.2,5,0.2,0.9195044010879911,0.9481183942568574,2.5473634116841655e-7,0.9705912049187125
3.919597989949749,2.536349383358942,4.7361491892430045,2.7275014273987934,3.082521586645281e-8,4.756383024362651,5.243617221472196,0.35,0.2,5,0.2,0.8877222841756296,0.9472298378486009,1.5412607933226406e-7,0.9512766048725303
4.020100502512563,2.4486819915326836,4.728687678383757,2.8226303300842983,1.8652153616061276e-8,4.6617318029599275,5.338268455047963,0.35,0.2,5,0.2,0.8570386970364392,0.9457375356767515,9.326076808030638e-8,0.9323463605919855
4.120603015075377,2.3640447704879874,4.718374907180607,2.9175803223321446,1.1293425338515235e-8,4.568964120409946,5.431036144956622,0.35,0.2,5,0.2,0.8274156696707956,0.9436749814361214,5.646712669257618e-8,0.9137928240819893
4.2211055276381915,2.282332984106618,4.705371299747371,3.012295716146749,6.838457324948457e-9,4.478042496486684,5.521957773334814,0.35,0.2,5,0.2,0.7988165444373162,0.9410742599494744,3.4192286624742284e-8,0.8956084992973369
4.3216080402010055,2.203445516480022,4.689830503845284,3.106723979675432,4.138808410827652e-9,4.388930196064542,5.611070076456569,0.35,0.2,5,0.2,0.7712059307680077,0.937966100769057,2.069404205413826e-8,0.8777860392129084
4.42211055276382,2.127284746911946,4.671899649315379,3.2008156037734135,2.5092323735071094e-9,4.301591214595809,5.698409059554851,0.35,0.2,5,0.2,0.7445496614191811,0.9343799298630758,1.2546161867535547e-8,0.8603182429191618
4.522613065326634,2.053756428960128,4.651719597705357,3.294523973335253,1.531075070949783e-9,4.215990263757736,5.784010011371043,0.35,0.2,5,0.2,0.7188147501360448,0.9303439195410714,7.655375354748914e-9,0.8431980527515472
4.623115577889448,1.9827695733218456,4.629425183523085,3.3878052431558072,9.394193268283378e-10,4.13209275727834,5.867907518442013,0.35,0.2,5,0.2,0.6939693506626459,0.9258850367046171,4.6970966341416895e-9,0.826418551455668
4.723618090452262,1.9142363355378442,4.605145445002285,3.480618219460609,5.741706505116885e-10,4.049864797032685,5.9501354790527445,0.35,0.2,5,0.2,0.6699827174382454,0.9210290890004571,2.870853252558443e-9,0.809972959406537
4.824120603015076,1.8480719077109884,4.579003846143817,3.572924246145933,3.4759622272783004e-10,3.9692731594093895,6.030727116902496,0.35,0.2,5,0.2,0.6468251676988459,0.9158007692287635,1.73798111363915e-9,0.793854631881878
4.92462311557789,1.7841944134990066,4.551118491655217,3.6646870948465153,2.1037861072342405e-10,3.890285281918302,6.109714994530787,0.35,0.2,5,0.2,0.6244680447246523,0.9102236983310434,1.0518930536171203e-9,0.7780570563836604
5.025125628140704,1.7225248084477365,4.521602330315802,3.7558728612372008,1.3550130048084138e-10,3.812869250175813,6.187131026348272,0.35,0.2,5,0.2,0.6028836829567077,0.9043204660631604,6.775065024042069e-10,0.7625738500351626
5.125628140703518,1.6629867778271974,4.490563363755518,3.8464498584180244,9.459743201233182e-11,3.7369937847134613,6.263006491851667,0.35,0.2,5,0.2,0.582045372239519,0.8981126727511036,4.729871600616591e-10,0.7473987569426923
5.226130653266332,1.605506646526634,4.458104829107692,3.9363885243664134,7.606462834951608e-11,3.6626282286414136,6.337372047942429,0.35,0.2,5,0.2,0.5619273262843218,0.8916209658215385,3.803231417475804e-10,0.7325256457282827
5.326633165829146,1.5500132835291178,4.424325393434202,4.02566132303742,6.374436965563606e-11,3.589742534961685,6.410257741634539,0.35,0.2,5,0.2,0.5425046492351911,0.8848650786868405,3.187218482781803e-10,0.717948506992337
5.42713567839196,1.4964380132306148,4.3893193333143445,4.114242653455781,4.813577347357735e-11,3.5183072543542737,6.481693022257337,0.35,0.2,5,0.2,0.5237533046307151,0.877863866662869,2.4067886736788676e-10,0.7036614508708547
5.527638190954774,1.4447145407188253,4.353176684296458,4.202108774985456,3.301831392766094e-11,3.448293524055554,6.551706752570869,0.35,0.2,5,0.2,0.5056500892515888,0.8706353368592916,1.650915696383047e-10,0.6896587048111109
5.628140703517588,1.3947788559750465,4.315983435945912,4.289237708079781,1.8286392822033934e-11,3.379673055160978,6.620327221479904,0.35,0.2,5,0.2,0.48817259959126624,0.8631966871891825,9.143196411016966e-11,0.6759346110321957
5.728643216080402,1.3465691667715252,4.2778216648834455,4.375609168345769,8.841067169690431e-12,3.312418122109424,6.6875821545407845,0.35,0.2,5,0.2,0.47129920837003375,0.8555643329766891,4.4205335848452154e-11,0.6624836244218848
5.8291457286432165,1.3000258173858896,4.238769698595306,4.461204484019545,4.542443309804858e-12,3.2465015511505873,6.753498725503942,0.35,0.2,5,0.2,0.4550090360850613,0.8477539397190612,2.2712216549024292e-11,0.6493003102301175
5.9296482412060305,1.255091210052791,4.198902273192284,4.546006516755666,4.167786857650759e-12,3.1818967089478654,6.818103567707134,0.35,0.2,5,0.2,0.4392819235184768,0.8397804546384569,2.0838934288253794e-11,0.6363793417895731
6.030150753768845,1.2117097407291268,4.158290660528633,4.629999598742981,4.758607042750653e-12,3.118577492417367,6.8814227842371185,0.35,0.2,5,0.2,0.4240984092551944,0.8316581321057266,2.3793035213753267e-11,0.6237154984834734
6.130653266331659,1.169827727075083,4.117002812011741,4.713169460913917,4.6910717836857425e-12,3.0565183179057778,6.943481958748785,0.35,0.2,5,0.2,0.40943970447627903,0.8234005624023482,2.3455358918428713e-11,0.6113036635811556
6.231155778894473,1.1293933386277957,4.075103497718658,4.795503163654287,3.0062525185189998e-12,2.9956941105608905,7.004306166095301,0.35,0.2,5,0.2,0.39528766851972846,0.8150206995437316,1.5031262592595e-11,0.5991388221121782
6.331658291457287,1.0903565410448048,4.032654415394807,4.876989043561128,7.689069479810337e-13,2.9360802949105773,7.063919981747775,0.35,0.2,5,0.2,0.38162478936568167,0.8065308830789615,3.844534739905169e-12,0.5872160589821155
6.432160804020101,1.0526690408522081,3.9897142986128453,4.957616660535686,-4.537613960922053e-12,2.8776527855996537,7.122347491063815,0.35,0.2,5,0.2,0.3684341642982728,0.7979428597225691,-2.2688069804610264e-11,0.5755305571199307
6.532663316582915,1.0162842112705648,3.946339065049813,5.037376723680362,-1.4022126705674873e-11,2.8203879763153044,7.179612300357267,0.35,0.2,5,0.2,0.35569947394469764,0.7892678130099626,-7.011063352837436e-11,0.5640775952630609
6.633165829145729,0.9811570069637212,3.9025819884268573,5.116261004610161,-2.0902012843300513e-11,2.764262727736073,7.235737548942988,0.35,0.2,5,0.2,0.3434049524373024,0.7805163976853715,-1.0451006421650256e-10,0.5528525455472146
6.733668341708543,0.947243946976657,3.858493725276357,5.194262327747727,-2.1297080059117026e-11,2.7092543617193043,7.290745914959865,0.35,0.2,5,0.2,0.3315353814418299,0.7716987450552715,-1.0648540029558513e-10,0.5418508723438609
6.834170854271357,0.9145030915424579,3.814122354772905,5.271374553685377,-2.2585386443147704e-11,2.6553406549319107,7.344659621748182,0.35,0.2,5,0.2,0.32007608203986027,0.7628244709545811,-1.1292693221573852e-10,0.5310681309863822
6.934673366834171,0.8828938738340724,3.7695137273225017,5.347592398844167,-1.7301871269473276e-11,2.6024998191855366,7.397500457489118,0.35,0.2,5,0.2,0.3090128558419253,0.7539027454645004,-8.650935634736638e-11,0.5204999638371074
7.035175879396985,0.8523772164830792,3.7247112073791473,5.422911576138515,-1.0183371598853195e-11,2.5507105080235406,7.449289768643926,0.35,0.2,5,0.2,0.2983320257690777,0.7449422414758295,-5.091685799426598e-11,0.5101421016047082
7.135678391959799,0.8229153309906465,3.67975609037728,5.497328578632814,-4.015261164436778e-12,2.4999517938904576,7.500048482770889,0.35,0.2,5,0.2,0.28802036584672625,0.735951218075456,-2.0076305822183892e-11,0.49999035877809156
7.236180904522613,0.7944717699644922,3.634687483029272,5.570840747006976,1.4815630041341313e-12,2.450203169105498,7.5497971075504795,0.35,0.2,5,0.2,0.27806511948757223,0.7269374966058545,7.407815020670656e-12,0.49004063382109964
7.336683417085427,0.7670113404264022,3.5895424778046494,5.643446181769688,4.842725007905655e-12,2.401444533455393,7.598555743197323,0.35,0.2,5,0.2,0.26845396914924075,0.71790849556093,2.4213625039528275e-11,0.4802889066910786
7.437185929648241,0.7405000617718224,3.5443562333814502,5.715143704847468,4.255193702728799e-12,2.3536561863167345,7.64634409033656,0.35,0.2,5,0.2,0.25917502162013784,0.7088712466762901,2.1275968513643994e-11,0.4707312372633469
7.5376884422110555,0.7149051357538333,3.4991620298753148,5.785932834371592,2.234131768176149e-12,2.3068188200404083,7.693181456614887,0.35,0.2,5,0.2,0.2502167975138416,0.699832405975063,1.1170658840880745e-11,0.46136376400808166
7.63819095477387,0.690194879251959,3.453991401455354,5.855813719293426,3.422611546563964e-13,2.2609135091278034,7.739086767529323,0.35,0.2,5,0.2,0.24156820773818563,0.6907982802910708,1.7113057732819821e-12,0.4521827018255607
7.738693467336684,0.6663387313391423,3.4088741141281247,5.9247871545334725,-2.5921883682240514e-12,2.2159217076763955,7.7840785689835705,0.35,0.2,5,0.2,0.2332185559686998,0.681774822825625,-1.2960941841120257e-11,0.44318434153527914
7.839195979899498,0.6433071514966356,3.3638383711036752,5.992854477400428,-3.6079086669012683e-12,2.171825235027766,7.828175041633177,0.35,0.2,5,0.2,0.22515750302382245,0.6727676742207351,-1.803954333450634e-11,0.4343650470055532
7.939698492462312,0.6210716482046345,3.318910745010039,6.060017606786067,-3.1421938642476147e-12,2.128606275295761,7.8713940013647115,0.35,0.2,5,0.2,0.21737507687162205,0.6637821490020078,-1.5710969321238073e-11,0.4257212550591522
8.040201005025127,0.5996047022268375,3.2741163309337993,6.126278966840102,-1.967472560108207e-12,2.0862473657731964,7.913752910886121,0.35,0.2,5,0.2,0.20986164577939312,0.6548232661867599,-9.837362800541035e-12,0.4172494731546393
8.14070351758794,0.5788797404008291,3.22947879368581,6.191641465914101,-4.3085618367144973e-13,2.0447313907301505,7.9552688859276826,0.35,0.2,5,0.2,0.20260790914029017,0.645895758737162,-2.1542809183572487e-12,0.40894627814603013
8.241206030150755,0.558871128705725,3.185020374669527,6.256108496625488,1.4273788241726149e-12,2.0040415772590596,7.995958699396975,0.35,0.2,5,0.2,0.19560489504700374,0.6370040749339054,7.1368941208630745e-12,0.40080831545181195
8.341708542713569,0.5395540936775087,3.140762048495506,6.319683857827726,1.8324055677240427e-12,1.9641614833350027,8.035838793320641,0.35,0.2,5,0.2,0.18884393278712805,0.6281524096991012,9.162027838620214e-12,0.3928322966670006
8.442211055276383,0.5209047452266127,3.0967234686856764,6.382371786088451,1.961520582846274e-12,1.9250749973401025,8.074925279315424,0.35,0.2,5,0.2,0.18231666082931441,0.6193446937371353,9.80760291423137e-12,0.38501499946802054
8.542713567839197,0.5028999954891364,3.0529231285444047,6.444176875967199,1.4268960586258562e-12,1.8867663253555151,8.11323395130053,0.35,0.2,5,0.2,0.17601499842119775,0.610584625708881,7.134480293129281e-12,0.37735326507110306
8.643216080402011,0.4855175708312091,3.009378330154904,6.505104099014627,3.3354103301294605e-13,1.8492199898230526,8.150780286834047,0.35,0.2,5,0.2,0.1699311497909232,0.6018756660309809,1.6677051650647302e-12,0.36984399796461054
8.743718592964825,0.4687359601626585,2.9661052841676554,6.565158755670427,-6.766174598158583e-13,1.8124208202535894,8.187579456404483,0.35,0.2,5,0.2,0.16405758605693047,0.5932210568335311,-3.3830872990792918e-12,0.3624841640507179
8.84422110552764,0.45253439291855085,2.9231191487492314,6.624346458332957,-1.012869909392169e-12,1.7763539476796262,8.223646328978768,0.35,0.2,5,0.2,0.1583870375214928,0.5846238297498463,-5.064349546960845e-12,0.3552707895359253
8.944723618090453,0.43689282815664354,2.880434045765851,6.682673126078246,-1.2070257500245476e-12,1.741004800524354,8.258995476134224,0.35,0.2,5,0.2,0.15291248985482522,0.5760868091531702,-6.035128750122738e-12,0.3482009601048708
9.045226130653267,0.42179189857197913,2.8380631693873823,6.740144932041379,-8.869447404549152e-13,1.7063590947654157,8.293641181892855,0.35,0.2,5,0.2,0.1476271645001927,0.5676126338774765,-4.434723702274576e-12,0.3412718189530832
9.145728643216081,0.40721292950141036,2.796018740981588,6.796768329517742,-2.3501754743464377e-13,1.6724028335962386,8.327597443061405,0.35,0.2,5,0.2,0.14252452532549362,0.5592037481963177,-1.1750877371732187e-12,0.33448056671924775
9.246231155778895,0.39313786919855714,2.7543121458126216,6.852549984989562,2.3360607977259844e-13,1.6391222958216938,8.360877980835502,0.35,0.2,5,0.2,0.13759825421949498,0.5508624291625244,1.1680303988629922e-12,0.3278244591643388
9.34673366834171,0.37954932097931304,2.7129538616816853,6.907496817339743,1.1297847239535935e-12,1.6065040374846733,8.393496239171665,0.35,0.2,5,0.2,0.13284226234275956,0.5425907723363371,5.648923619767967e-12,0.3213008074969347
9.447236180904524,0.3664304724188695,2.671953597109254,6.961615930472617,2.3654037260078317e-12,1.574534879803316,8.425465396851838,0.35,0.2,5,0.2,0.12825066534660431,0.5343907194218508,1.1827018630039158e-11,0.31490697596066325
9.547738693467338,0.35376507141562424,2.631320334264796,7.01491459432032,3.160368952509959e-12,1.5432019034026256,8.45679837325177,0.35,0.2,5,0.2,0.12381777499546848,0.5262640668529592,1.5801844762549797e-11,0.30864038068052513
9.648241206030152,0.3415374310391095,2.591062313615415,7.067400255346216,2.9684025280747814e-12,1.5124924465101834,8.487507830144402,0.35,0.2,5,0.2,0.11953810086368831,0.518212462723083,1.4842012640373906e-11,0.3024984893020367
9.748743718592966,0.3297325021412319,2.5511868816788708,7.119080616180638,3.927431500629999e-12,1.4823941126230138,8.517606164030669,0.35,0.2,5,0.2,0.11540637574943116,0.5102373763357742,1.9637157503149994e-11,0.2964788225246028
9.84924623115578,0.31833561461448306,2.5117010087963654,7.169963376589892,4.577580885596559e-12,1.452894732139718,8.547105544513373,0.35,0.2,5,0.2,0.11141746511506906,0.5023402017592731,2.2887904427982793e-11,0.29057894642794363
9.949748743718594,0.30733262229488223,2.4726109906636524,7.220056387042206,4.305107871863406e-12,1.4239823800515656,8.576017896601838,0.35,0.2,5,0.2,0.10756641780320877,0.4945221981327305,2.152553935931703e-11,0.28479647601031316
10.050251256281408,0.2967099507354173,2.4339223469243225,7.269367702341,3.711813681692485e-12,1.3956453804352498,8.604354896218782,0.35,0.2,5,0.2,0.10384848275739604,0.4867844693848645,1.8559068408462426e-11,0.27912907608704995
10.150753768844222,0.28645449836282477,2.3956400151816877,7.317905486456229,3.5426832092701786e-12,1.3678722901047322,8.632127986549508,0.35,0.2,5,0.2,0.10025907442698867,0.47912800303633757,1.7713416046350895e-11,0.27357445802094643
10.251256281407036,0.276553500356927,2.357768620181757,7.365677879462056,3.1074875417633797e-12,1.3406518769914564,8.659348399663232,0.35,0.2,5,0.2,0.09679372512492444,0.47155372403635143,1.5537437708816898e-11,0.26813037539829127
10.35175879396985,0.2669946545528739,2.3203122146190687,7.4126931308287975,2.2593181050348204e-12,1.3139731355788278,8.686027141076671,0.35,0.2,5,0.2,0.09344812909350586,0.46406244292381377,1.1296590525174102e-11,0.26279462711576557
10.452261306532664,0.25776626382244383,2.283273989452565,7.458959746725732,1.6151617284945452e-12,1.287825305892647,8.712174970763478,0.35,0.2,5,0.2,0.09021819233785533,0.45665479789051305,8.075808642472726e-12,0.2575650611785294
10.552763819095478,0.24885683593086108,2.2466570704957536,7.504486093574126,1.0104671442653836e-12,1.262197812307336,8.737802464349363,0.35,0.2,5,0.2,0.08709989257580138,0.4493314140991507,5.052335721326918e-12,0.2524395624614672
10.653266331658292,0.24025532415000816,2.2104640313544177,7.549280644496315,5.402059515957763e-13,1.2370802967452135,8.762919979911926,0.35,0.2,5,0.2,0.08408936345250285,0.44209280627088354,2.7010297579788813e-12,0.2474160593490427
10.753768844221106,0.23195108733440148,2.1746969695466385,7.593351943119701,2.3917797070765215e-13,1.2124626110714198,8.787537665585992,0.35,0.2,5,0.2,0.08118288056704051,0.43493939390932773,1.1958898535382608e-12,0.24249252221428397
10.85427135678392,0.22393390478354472,2.139357472793122,7.6367086224240746,-2.1026709032729213e-15,1.1883348175266548,8.811665459130966,0.35,0.2,5,0.2,0.07837686667424065,0.4278714945586244,-1.0513354516364607e-14,0.23766696350533098
10.954773869346734,0.21619381885012148,2.104446924708971,7.679359256441648,-1.0895826419774674e-13,1.1646871612466092,8.835313115411093,0.35,0.2,5,0.2,0.07566783659754252,0.42088938494179423,-5.447913209887337e-13,0.23293743224932184
11.055276381909549,0.20872123945388785,2.0699662943780486,7.721312466168804,-1.075782546300552e-13,1.1415100851908555,8.858490191466837,0.35,0.2,5,0.2,0.07305243380886074,0.4139932588756097,-5.37891273150276e-13,0.2283020170381711
11.155778894472363,0.20150695323617743,2.0359161165358683,7.762576930228695,2.3616507469138467e-15,1.118794230831725,8.881206045825854,0.35,0.2,5,0.2,0.07052743363266209,0.4071832233071737,1.1808253734569233e-14,0.223758846166345
11.256281407035177,0.19454203325052383,2.0022966614454787,7.803161305304738,1.646006439094843e-13,1.0965304199195958,8.903469856737821,0.35,0.2,5,0.2,0.06808971163768333,0.40045933228909575,8.230032195474215e-13,0.21930608398391915
11.35678391959799,0.18781784350321218,1.9691079224223036,7.8430742340752255,2.815192576895504e-13,1.0747096536433465,8.925290623013959,0.35,0.2,5,0.2,0.06573624522612426,0.39382158448446075,1.407596288447752e-12,0.2149419307286693
11.457286432160805,0.18132605478066507,1.936349581686614,7.882324363533462,2.7375250185842195e-13,1.0533231138727164,8.9466771627846,0.35,0.2,5,0.2,0.06346411917323277,0.38726991633732283,1.3687625092921097e-12,0.2106646227745433
11.557788944723619,0.17505868067821537,1.9040209375205248,7.920920381802,3.340441391863718e-13,1.0323621681688333,8.967638108488433,0.35,0.2,5,0.2,0.061270538237375376,0.380804187504105,1.6702206959318588e-12,0.20647243363376666
11.658291457286433,0.16900793473306855,1.872121174815838,7.958870890451834,3.369698204348007e-13,1.0118183417452493,8.988181934912024,0.35,0.2,5,0.2,0.05915277715657399,0.3744242349631676,1.6848491021740034e-12,0.20236366834904987
11.758793969849247,0.16316631385036323,1.8406492012185613,7.996184484931816,2.758424084320767e-13,0.9916833312198897,9.008316945437446,0.35,0.2,5,0.2,0.05710820984762713,0.3681298402437123,1.3792120421603835e-12,0.19833666624397794
11.859296482412061,0.15752660443380864,1.8096036314563164,8.032869764110616,1.615795427895803e-13,0.9719490040045474,9.0280512726529,0.35,0.2,5,0.2,0.05513431155183302,0.3619207262912633,8.078977139479014e-13,0.1943898008009095
11.959798994974875,0.15208184812196968,1.7789828495091649,8.068935302369606,2.3396994490785816e-14,0.9526073903683414,9.047392886289245,0.35,0.2,5,0.2,0.05322864684268938,0.355796569901833,1.1698497245392908e-13,0.1905214780736683
12.06030150753769,0.14682527922521962,1.7487851252375186,8.104389595538002,-9.337206308317281e-14,0.9336506703338991,9.0663496063238,0.35,0.2,5,0.2,0.05138884772882687,0.3497570250475037,-4.66860315415864e-13,0.18673013406677985
12.160804020100503,0.14175037495572576,1.719008513959708,8.139241111085306,-1.1800250916508963e-13,0.9150711811688179,9.084929095488905,0.35,0.2,5,0.2,0.04961263123450401,0.3438017027919416,-5.900125458254481e-13,0.1830142362337636
12.261306532663317,0.136850904367422,1.6896507602963977,8.173498335336921,-1.8581951008103163e-13,0.8968614254384321,9.103138851219352,0.35,0.2,5,0.2,0.047897816528597696,0.33793015205927956,-9.290975504051581e-13,0.17937228508768643
