Time,A,comp
0,1,1
0.02512562814070352,0.9763796338560079,1.0502512562814068
0.05025125628140704,0.9555046499670687,1.1005025125628138
0.07537688442211056,0.937029705586269,1.150753768844221
0.10050251256281408,0.9206676048940606,1.2010050251256277
0.1256281407035176,0.9061776314072698,1.2512562814070345
0.15075376884422112,0.8933565835722896,1.3015075376884413
0.17587939698492464,0.8820318100056393,1.3517587939698483
0.20100502512562815,0.8720557427555914,1.4020100502512551
0.22613065326633167,0.8633015657284431,1.4522613065326622
0.2512562814070352,0.8556597525304971,1.5025125628140692
0.2763819095477387,0.8490352767587428,1.5527638190954762
0.30150753768844224,0.8433453472120143,1.6030150753768833
0.32663316582914576,0.8385175563264321,1.6532663316582903
0.35175879396984927,0.8344883565109162,1.7035175879396973
0.3768844221105528,0.8312017986262127,1.7537688442211044
0.4020100502512563,0.8286084815008842,1.8040201005025114
0.4271356783919598,0.8266646724462706,1.8542713567839184
0.45226130653266333,0.8253315671966578,1.9045226130653254
0.47738693467336685,0.8245746641937018,1.9547738693467325
0.5025125628140704,0.8243632331506149,2.0050251256281397
0.5276381909547739,0.8246698617742184,2.0552763819095468
0.5527638190954774,0.8254700675867276,2.1055276381909542
0.577889447236181,0.8267419642289706,2.1557788944723617
0.6030150753768845,0.8284659735695477,2.2060301507537687
0.628140703517588,0.8306245764735757,2.2562814070351767
0.6532663316582915,0.833202096348544,2.3065326633165837
0.678391959798995,0.8361845105762095,2.356783919597991
0.7035175879396985,0.8395592857578466,2.4070351758793986
0.7286432160804021,0.8433152333764664,2.4572864321608057
0.7537688442211056,0.8474423830074762,2.5075376884422136
0.7788944723618091,0.8519318706760892,2.5577889447236206
0.8040201005025126,0.8567758403222001,2.608040201005028
0.8291457286432161,0.8619673566388114,2.6582914572864356
0.8542713567839196,0.8675003278203205,2.7085427135678426
0.8793969849246231,0.8733694369537313,2.7587939698492505
0.9045226130653267,0.8795700809799205,2.8090452261306575
0.9296482412060302,0.8860983163006412,2.859296482412065
0.9547738693467337,0.8929508102259075,2.9095477386934725
0.9798994974874372,0.9001247975820741,2.9597989949748795
1.0050251256281408,0.9076180418756364,3.0100502512562874
1.0301507537688444,0.9154288004955968,3.0603015075376945
1.0552763819095479,0.9235557935089425,3.1105527638191015
1.0804020100502514,0.9319981756444496,3.1608040201005085
1.105527638190955,0.9407555111311752,3.2110552763819156
1.1306532663316584,0.9498277510833499,3.2613065326633226
1.155778894472362,0.9592152131655344,3.3115577889447296
1.1809045226130654,0.9689185633132839,3.3618090452261367
1.206030150753769,0.9789387992915822,3.4120603015075437
1.2311557788944725,0.9892772359196526,3.4623115577889507
1.256281407035176,0.9999354917971878,3.5125628140703578
1.2814070351758795,1.0109154773862297,3.562814070351765
1.306532663316583,1.022219384332016,3.613065326633172
1.3316582914572865,1.0338496758987294,3.663316582914579
1.35678391959799,1.0458090784281402,3.713567839195986
1.3819095477386936,1.0581005737309201,3.763819095477393
1.407035175879397,1.0707273923245793,3.8140703517588
1.4321608040201006,1.0836930074578512,3.864321608040207
1.4572864321608041,1.097001129847054,3.914572864321614
1.4824120603015076,1.110655703072228,3.964824120603021
1.5075376884422111,1.1246608995852425,4.015075376884428
1.5326633165829147,1.1390211172736338,4.065326633165835
1.5577889447236182,1.153740976551322,4.115577889447242
1.5829145728643217,1.168825317929888,4.165829145728649
1.6080402010050252,1.1842792000375144,4.216080402010056
1.6331658291457287,1.2001078980647204,4.266331658291463
1.6582914572864322,1.2163169025946654,4.31658291457287
1.6834170854271358,1.2329119188077096,4.366834170854277
1.7085427135678393,1.2498988660304258,4.417085427135684
1.7336683417085428,1.2672838776070783,4.467336683417091
1.7587939698492463,1.285073301087045,4.517587939698498
1.7839195979899498,1.3032736986963707,4.567839195979905
1.8090452261306533,1.3218918480915318,4.618090452261312
1.8341708542713568,1.3409347433777103,4.6683417085427195
1.8592964824120604,1.3604095963743745,4.7185929648241265
1.8844221105527639,1.3803238381308163,4.7688442211055335
1.9095477386934674,1.4006851206669397,4.8190954773869406
1.934673366834171,1.4215013189404933,4.869346733668348
1.9597989949748744,1.4427805330331713,4.919597989949755
1.984924623115578,1.4645310905390445,4.969849246231162
2.0100502512562817,1.486761549164558,5.02010050251257
2.035175879396985,1.509480699520818,5.070351758793977
2.0603015075376887,1.5326975681087565,5.120603015075384
2.085427135678392,1.556421420499508,5.170854271356791
2.1105527638190957,1.5806617646910843,5.221105527638198
2.1356783919597992,1.6054283546557488,5.271356783919605
2.1608040201005028,1.6307311940636258,5.321608040201012
2.1859296482412063,1.6565805401799818,5.371859296482419
2.21105527638191,1.6829869079483537,5.422110552763826
2.2361809045226133,1.7099610742367461,5.472361809045233
2.261306532663317,1.7375140822651953,5.52261306532664
2.2864321608040203,1.7656572462042517,5.572864321608047
2.311557788944724,1.7944021559400323,5.623115577889454
2.3366834170854274,1.8237606820222134,5.673366834170861
2.361809045226131,1.8537449807735282,5.723618090452268
2.3869346733668344,1.8843674995779138,5.773869346733675
2.412060301507538,1.9156409823430818,5.824120603015082
2.4371859296482414,1.9475784751294873,5.874371859296489
2.462311557788945,1.9801933319661065,5.924623115577896
2.4874371859296485,2.013499220833434,5.974874371859303
2.512562814070352,2.047510129827552,6.02512562814071
2.5376884422110555,2.082240373509137,6.075376884422117
2.562814070351759,2.11770459942381,6.125628140703524
2.5879396984924625,2.1539177948182795,6.175879396984931
2.613065326633166,2.1908952935355748,6.226130653266338
2.6381909547738696,2.2286527830972997,6.276381909547745
2.663316582914573,2.2672063119875383,6.326633165829152
2.6884422110552766,2.3065722971170257,6.376884422110559
2.71356783919598,2.346767531496337,6.427135678391966
2.7386934673366836,2.3878091921048803,6.4773869346733735
2.763819095477387,2.429714847957241,6.5276381909547805
2.7889447236180906,2.4725024683912102,6.5778894472361875
2.814070351758794,2.5161904315502404,6.6281407035175945
2.8391959798994977,2.5607975330910815,6.678391959799002
2.864321608040201,2.606342995108044,6.728643216080409
2.8894472361809047,2.6528464752705743,6.778894472361816
2.9145728643216082,2.700328076203149,6.829145728643223
2.9396984924623117,2.748808355080732,6.87939698492463
2.9648241206030153,2.7983083334671157,6.929648241206037
2.9899497487437188,2.8488495073959936,6.979899497487444
3.0150753768844223,2.9004538576843872,7.030150753768851
3.040201005025126,2.953143860512504,7.080402010050258
3.0653266331658293,3.006942498245214,7.130653266331665
3.090452261306533,3.0618732705161427,7.180904522613072
3.1155778894472363,3.1179602055861353,7.231155778894479
3.14070351758794,3.175227871956081,7.281407035175886
3.1658291457286434,3.233701390273693,7.331658291457293
3.190954773869347,3.2934064455133796,7.3819095477387
3.2160804020100504,3.3543692994400693,7.432160804020107
3.241206030150754,3.416616803385254,7.482412060301514
3.2663316582914574,3.4801764113023337,7.532663316582921
3.291457286432161,3.5450761931471626,7.582914572864328
