Time,A,B,k1,k2,k3
6.231155778894473,17.938037524066416,20.575753218348467,Infinity,1,0
6.331658291457287,18.211231677680374,20.891491173483104,Infinity,1,0
6.432160804020101,18.484425831294345,21.207229128617755,Infinity,1,0
6.532663316582915,18.75761998490833,21.52296708375242,Infinity,1,0
6.633165829145729,19.030814138522302,21.838705038887056,Infinity,1,0
6.733668341708543,19.304008292136274,22.15444299402172,Infinity,1,0
6.834170854271357,19.577202445750245,22.470180949156372,Infinity,1,0
6.934673366834171,19.85039659936423,22.785918904291023,Infinity,1,0
7.035175879396985,20.123590752978203,23.101656859425674,Infinity,1,0
7.135678391959799,20.396784906592174,23.417394814560325,Infinity,1,0
7.236180904522613,20.669979060206146,23.73313276969496,Infinity,1,0
7.336683417085427,20.94317321382013,24.048870724829627,Infinity,1,0
7.437185929648241,21.216367367434103,24.364608679964277,Infinity,1,0
7.5376884422110555,21.489561521048074,24.68034663509893,Infinity,1,0
7.63819095477387,21.762755674662046,24.99608459023358,Infinity,1,0
7.738693467336684,22.03594982827603,25.311822545368244,Infinity,1,0
7.839195979899498,22.30914398188999,25.62756050050288,Infinity,1,0
7.939698492462312,22.582338135503974,25.943298455637546,Infinity,1,0
8.040201005025127,22.855532289117946,26.259036410772197,Infinity,1,0
8.14070351758794,23.128726442731917,26.574774365906848,Infinity,1,0
8.241206030150755,23.401920596345903,26.890512321041513,Infinity,1,0
8.341708542713569,23.675114749959874,27.206250276176164,Infinity,1,0
8.442211055276383,23.948308903573846,27.521988231310814,Infinity,1,0
8.542713567839197,24.221503057187817,27.837726186445465,Infinity,1,0
8.643216080402011,24.494697210801803,28.153464141580116,Infinity,1,0
8.743718592964825,24.767891364415775,28.469202096714767,Infinity,1,0
8.84422110552764,25.041085518029732,28.784940051849418,Infinity,1,0
8.944723618090453,25.314279671643718,29.10067800698407,Infinity,1,0
9.045226130653267,25.58747382525769,29.41641596211872,Infinity,1,0
9.145728643216081,25.86066797887166,29.73215391725337,Infinity,1,0
9.246231155778895,26.133862132485632,30.04789187238802,Infinity,1,0
9.34673366834171,26.407056286099618,30.363629827522686,Infinity,1,0
9.447236180904524,26.68025043971359,30.679367782657337,Infinity,1,0
9.547738693467338,26.95344459332756,30.995105737791988,Infinity,1,0
9.648241206030152,27.226638746941532,31.31084369292664,Infinity,1,0
9.748743718592966,27.499832900555504,31.62658164806129,Infinity,1,0
9.84924623115578,27.77302705416949,31.942319603195955,Infinity,1,0
9.949748743718594,28.04622120778346,32.258057558330606,Infinity,1,0
10.050251256281408,28.319415361397432,32.57379551346524,Infinity,1,0
10.150753768844222,28.592609515011404,32.88953346859991,Infinity,1,0
10.251256281407036,28.86580366862539,33.20527142373457,Infinity,1,0
10.35175879396985,29.138997822239347,33.52100937886921,Infinity,1,0
10.452261306532664,29.412191975853332,33.83674733400386,Infinity,1,0
10.552763819095478,29.685386129467304,34.15248528913851,Infinity,1,0
10.653266331658292,29.958580283081275,34.46822324427316,Infinity,1,0
10.753768844221106,30.23177443669526,34.78396119940781,Infinity,1,0
10.85427135678392,30.504968590309232,35.09969915454246,Infinity,1,0
10.954773869346734,30.778162743923204,35.415437109677114,Infinity,1,0
11.055276381909549,31.051356897537175,35.73117506481178,Infinity,1,0
11.155778894472363,31.32455105115116,36.04691301994643,Infinity,1,0
11.256281407035177,31.59774520476512,36.36265097508107,Infinity,1,0
11.35678391959799,31.870939358379104,36.67838893021573,Infinity,1,0
11.457286432160805,32.14413351199309,36.9941268853504,Infinity,1,0
11.557788944723619,32.41732766560705,37.309864840485034,Infinity,1,0
11.658291457286433,32.69052181922102,37.625602795619685,Infinity,1,0
11.758793969849247,32.963715972835004,37.94134075075435,Infinity,1,0
11.859296482412061,33.236910126448976,38.257078705889,Infinity,1,0
11.959798994974875,33.51010428006295,38.57281666102365,Infinity,1,0
12.06030150753769,33.78329843367692,38.8885546161583,Infinity,1,0
12.160804020100503,34.05649258729089,39.20429257129295,Infinity,1,0
12.261306532663317,34.329686740904876,39.52003052642762,Infinity,1,0
12.361809045226131,34.60288089451885,39.83576848156227,Infinity,1,0
12.462311557788945,34.876075048132805,40.151506436696906,Infinity,1,0
12.56281407035176,35.14926920174679,40.46724439183156,Infinity,1,0
12.663316582914574,35.422463355360776,40.78298234696622,Infinity,1,0
12.763819095477388,35.69565750897473,41.09872030210086,Infinity,1,0
12.864321608040202,35.968851662588705,41.41445825723551,Infinity,1,0
12.964824120603016,36.24204581620269,41.730196212370174,Infinity,1,0
13.06532663316583,36.51523996981666,42.045934167504825,Infinity,1,0
13.165829145728644,36.78843412343063,42.361672122639476,Infinity,1,0
13.266331658291458,37.061628277044605,42.67741007777413,Infinity,1,0
13.366834170854272,37.334822430658576,42.99314803290878,Infinity,1,0
13.467336683417086,37.60801658427256,43.30888598804344,Infinity,1,0
13.5678391959799,37.88121073788653,43.624623943178094,Infinity,1,0
13.668341708542714,38.154404891500505,43.940361898312744,Infinity,1,0
13.768844221105528,38.427599045114476,44.256099853447395,Infinity,1,0
13.869346733668342,38.70079319872846,44.57183780858206,Infinity,1,0
13.969849246231156,38.973987352342434,44.88757576371671,Infinity,1,0
14.07035175879397,39.247181505956405,45.20331371885135,Infinity,1,0
14.170854271356784,39.52037565957038,45.51905167398601,Infinity,1,0
14.271356783919598,39.79356981318436,45.834789629120664,Infinity,1,0
14.371859296482413,40.066763966798334,46.1505275842553,Infinity,1,0
14.472361809045227,40.339958120412305,46.46626553938995,Infinity,1,0
14.57286432160804,40.61315227402629,46.782003494524616,Infinity,1,0
14.673366834170855,40.88634642764026,47.09774144965927,Infinity,1,0
14.773869346733669,41.159540581254234,47.41347940479392,Infinity,1,0
14.874371859296483,41.4327347348682,47.72921735992857,Infinity,1,0
14.974874371859297,41.70592888848218,48.04495531506322,Infinity,1,0
15.075376884422111,41.979123042096155,48.360693270197885,Infinity,1,0
15.175879396984925,42.25231719571013,48.676431225332536,Infinity,1,0
15.27638190954774,42.52551134932409,48.99216918046717,Infinity,1,0
15.376884422110553,42.79870550293808,49.30790713560184,Infinity,1,0
15.477386934673367,43.071899656552056,49.6236450907365,Infinity,1,0
15.577889447236181,43.34509381016602,49.93938304587114,Infinity,1,0
15.678391959798995,43.61828796377999,50.25512100100579,Infinity,1,0
15.77889447236181,43.89148211739398,50.570858956140455,Infinity,1,0
15.879396984924623,44.16467627100795,50.886596911275106,Infinity,1,0
15.979899497487438,44.43787042462192,51.20233486640976,Infinity,1,0
16.080402010050253,44.711064578235906,51.51807282154441,Infinity,1,0
16.18090452261307,44.98425873184988,51.83381077667906,Infinity,1,0
16.281407035175885,45.257452885463856,52.149548731813724,Infinity,1,0
16.3819095477387,45.53064703907784,52.46528668694839,Infinity,1,0
16.482412060301517,45.80384119269181,52.78102464208304,Infinity,1,0
16.582914572864333,46.0770353463058,53.096762597217705,Infinity,1,0
16.68341708542715,46.35022949991977,53.412500552352355,Infinity,1,0
16.783919597989964,46.623423653533756,53.72823850748702,Infinity,1,0
16.88442211055278,46.896617807147734,54.04397646262167,Infinity,1,0
16.984924623115596,47.169811960761706,54.35971441775632,Infinity,1,0
17.08542713567841,47.44300611437569,54.67545237289099,Infinity,1,0
17.185929648241228,47.71620026798968,54.99119032802565,Infinity,1,0
17.286432160804043,47.98939442160365,55.3069282831603,Infinity,1,0
17.38693467336686,48.26258857521763,55.62266623829497,Infinity,1,0
17.487437185929675,48.53578272883161,55.93840419342963,Infinity,1,0
17.58793969849249,48.808976882445585,56.254142148564284,Infinity,1,0
17.688442211055307,49.08217103605957,56.569880103698935,Infinity,1,0
17.788944723618123,49.35536518967354,56.885618058833586,Infinity,1,0
17.88944723618094,49.62855934328753,57.20135601396825,Infinity,1,0
17.989949748743754,49.901753496901506,57.517093969102916,Infinity,1,0
18.09045226130657,50.17494765051548,57.83283192423757,Infinity,1,0
18.190954773869386,50.44814180412946,58.14856987937223,Infinity,1,0
18.291457286432202,50.72133595774345,58.46430783450689,Infinity,1,0
18.391959798995018,50.99453011135742,58.78004578964154,Infinity,1,0
18.492462311557833,51.2677242649714,59.095783744776206,Infinity,1,0
18.59296482412065,51.540918418585385,59.411521699910864,Infinity,1,0
18.693467336683465,51.814112572199356,59.727259655045515,Infinity,1,0
18.79396984924628,52.08730672581334,60.04299761018018,Infinity,1,0
18.894472361809097,52.36050087942731,60.35873556531483,Infinity,1,0
18.994974874371913,52.63369503304129,60.674473520449496,Infinity,1,0
19.09547738693473,52.90688918665528,60.990211475584154,Infinity,1,0
19.195979899497544,53.18008334026925,61.305949430718805,Infinity,1,0
19.29648241206036,53.453277493883235,61.62168738585347,Infinity,1,0
19.396984924623176,53.72647164749721,61.93742534098813,Infinity,1,0
19.497487437185992,53.99966580111119,62.25316329612278,Infinity,1,0
19.597989949748808,54.27285995472517,62.568901251257444,Infinity,1,0
19.698492462311624,54.546054108339156,62.88463920639211,Infinity,1,0
19.79899497487444,54.81924826195313,63.20037716152676,Infinity,1,0
19.899497487437255,55.09244241556711,63.51611511666142,Infinity,1,0
20.00000000000007,55.36563656918109,63.83185307179608,Infinity,1,0
