Time,A,e1,J,J2
3.1772575250836104,9.531772575250834,30,5,5
3.210702341137122,9.632107023411365,30,5,5
3.2441471571906337,9.732441471571903,30,5,5
3.2775919732441454,9.832775919732438,30,5,5
3.311036789297657,9.933110367892972,30,5,5
3.344481605351169,10.033444816053507,30,5,10
3.3779264214046805,10.133779264214041,30,5,10
3.411371237458192,10.234113712374576,30,5,10
3.444816053511704,10.33444816053511,30,5,10
3.4782608695652155,10.434782608695645,30,5,10
3.511705685618727,10.535117056856176,30,5,10
3.545150501672239,10.635451505016713,30,5,10
3.5785953177257506,10.735785953177249,30,5,10
3.6120401337792623,10.836120401337784,30,5,10
3.645484949832774,10.936454849498318,30,5,10
3.6789297658862856,11.036789297658853,30,5,10
3.7123745819397973,11.137123745819387,30,5,10
3.745819397993309,11.237458193979922,30,5,10
3.7792642140468207,11.337792642140458,30,5,10
3.8127090301003324,11.438127090300993,30,5,10
3.846153846153844,11.538461538461528,30,5,10
3.8795986622073557,11.638795986622064,30,5,10
3.9130434782608674,11.739130434782599,30,5,10
3.946488294314379,11.839464882943133,30,5,10
3.9799331103678908,11.939799331103668,30,5,10
4.013377926421403,12.040133779264206,30,5,10
4.046822742474915,12.14046822742474,30,5,10
4.080267558528427,12.240802675585279,30,5,10
4.113712374581939,12.341137123745813,30,5,10
4.147157190635451,12.44147157190635,30,5,10
4.1806020066889635,12.541806020066886,30,5,10
4.214046822742476,12.642140468227423,30,5,10
4.247491638795988,12.742474916387959,30,5,10
4.2809364548495,12.842809364548495,30,5,10
4.314381270903012,12.943143812709032,30,5,10
4.347826086956524,13.043478260869568,30,5,10
4.381270903010036,13.143812709030104,30,5,10
4.414715719063548,13.244147157190643,30,5,10
4.4481605351170606,13.344481605351177,30,5,10
4.481605351170573,13.444816053511714,30,5,10
4.515050167224085,13.54515050167225,30,5,10
4.548494983277597,13.645484949832788,30,5,10
4.581939799331109,13.745819397993323,30,5,10
4.615384615384621,13.84615384615386,30,5,10
4.648829431438133,13.946488294314396,30,5,10
4.6822742474916454,14.046822742474932,30,5,10
4.715719063545158,14.147157190635468,30,5,10
4.74916387959867,14.247491638796006,30,5,10
4.782608695652182,14.347826086956541,30,5,10
4.816053511705694,14.44816053511708,30,5,10
4.849498327759206,14.548494983277614,30,5,10
4.882943143812718,14.64882943143815,30,5,10
4.91638795986623,14.749163879598687,30,5,10
4.9498327759197425,14.849498327759223,30,5,10
4.983277591973255,14.94983277591976,30,5,10
5.016722408026767,15.050167224080303,30,5,15
5.050167224080279,15.150501672240837,30,5,15
5.083612040133791,15.250836120401374,30,5,15
5.117056856187303,15.35117056856191,30,5,15
5.150501672240815,15.451505016722447,30,5,15
5.183946488294327,15.551839464882983,30,5,15
5.2173913043478395,15.65217391304352,30,5,15
5.250836120401352,15.752508361204056,30,5,15
5.284280936454864,15.852842809364592,30,5,15
5.317725752508376,15.953177257525128,30,5,15
5.351170568561888,16.053511705685665,30,5,15
5.3846153846154,16.153846153846203,30,5,15
5.418060200668912,16.254180602006738,30,5,15
5.451505016722424,16.354515050167272,30,5,15
5.4849498327759365,16.45484949832781,30,5,15
5.518394648829449,16.55518394648835,30,5,15
5.551839464882961,16.655518394648883,30,5,15
5.585284280936473,16.755852842809418,30,5,15
5.618729096989985,16.856187290969956,30,5,15
5.652173913043497,16.956521739130494,30,5,15
5.685618729097009,17.05685618729103,30,5,15
5.719063545150521,17.157190635451563,30,5,15
5.7525083612040335,17.2575250836121,30,5,15
5.785953177257546,17.35785953177264,30,5,15
5.819397993311058,17.458193979933174,30,5,15
5.85284280936457,17.55852842809371,30,5,15
5.886287625418082,17.658862876254247,30,5,15
5.919732441471594,17.759197324414785,30,5,15
5.953177257525106,17.85953177257532,30,5,15
5.986622073578618,17.959866220735854,30,5,15
6.0200668896321305,18.060200668896393,30,5,15
6.053511705685643,18.16053511705693,30,5,15
6.086956521739155,18.260869565217465,30,5,15
6.120401337792667,18.361204013378,30,5,15
6.153846153846179,18.461538461538538,30,5,15
6.187290969899691,18.561872909699076,30,5,15
6.220735785953203,18.66220735785961,30,5,15
6.254180602006715,18.762541806020145,30,5,15
6.287625418060228,18.862876254180684,30,5,15
6.32107023411374,18.96321070234122,30,5,15
6.354515050167252,19.063545150501756,30,5,15
6.387959866220764,19.16387959866229,30,5,15
6.421404682274276,19.26421404682283,30,5,15
6.454849498327788,19.364548494983367,30,5,15
6.4882943143813,19.464882943143902,30,5,15
6.5217391304348125,19.565217391304436,30,5,15
6.555183946488325,19.665551839464975,30,5,15
6.588628762541837,19.765886287625513,30,5,15
6.622073578595349,19.866220735786047,30,5,15
6.655518394648861,19.966555183946582,30,5,15
6.688963210702373,20.066889632107113,30,5,20
6.722408026755885,20.16722408026765,30,5,20
6.755852842809397,20.26755852842819,30,5,20
6.7892976588629095,20.367892976588724,30,5,20
6.822742474916422,20.468227424749262,30,5,20
6.856187290969934,20.568561872909797,30,5,20
6.889632107023446,20.668896321070335,30,5,20
6.923076923076958,20.76923076923087,30,5,20
6.95652173913047,20.869565217391408,30,5,20
6.989966555183982,20.969899665551942,30,5,20
7.023411371237494,21.07023411371248,30,5,20
7.0568561872910065,21.17056856187302,30,5,20
7.090301003344519,21.270903010033557,30,5,20
7.123745819398031,21.37123745819409,30,5,20
7.157190635451543,21.471571906354626,30,5,20
7.190635451505055,21.571906354515164,30,5,20
7.224080267558567,21.672240802675702,30,5,20
7.257525083612079,21.772575250836237,30,5,20
7.290969899665591,21.87290969899677,30,5,20
7.3244147157191035,21.97324414715731,30,5,20
7.357859531772616,22.073578595317848,30,5,20
7.391304347826128,22.173913043478382,30,5,20
7.42474916387964,22.274247491638917,30,5,20
7.458193979933152,22.374581939799455,30,5,20
7.491638795986664,22.474916387959993,30,5,20
7.525083612040176,22.575250836120528,30,5,20
7.558528428093688,22.675585284281066,30,5,20
7.5919732441472005,22.7759197324416,30,5,20
7.625418060200713,22.87625418060214,30,5,20
7.658862876254225,22.976588628762673,30,5,20
7.692307692307737,23.07692307692321,30,5,20
7.725752508361249,23.177257525083746,30,5,20
7.759197324414761,23.277591973244284,30,5,20
7.792642140468273,23.37792642140482,30,5,20
7.826086956521785,23.478260869565354,30,5,20
7.859531772575298,23.578595317725892,30,5,20
7.89297658862881,23.67892976588643,30,5,20
7.926421404682322,23.779264214046965,30,5,20
7.959866220735834,23.8795986622075,30,5,20
7.993311036789346,23.979933110368037,30,5,20
8.026755852842857,24.080267558528572,30,5,20
8.06020066889637,24.180602006689107,30,5,20
8.093645484949882,24.280936454849645,30,5,20
8.127090301003394,24.381270903010183,30,5,20
8.160535117056906,24.481605351170717,30,5,20
8.193979933110418,24.581939799331252,30,5,20
8.22742474916393,24.68227424749179,30,5,20
8.260869565217442,24.78260869565233,30,5,20
8.294314381270954,24.882943143812863,30,5,20
8.327759197324466,24.983277591973398,30,5,20
8.361204013377979,25.083612040133936,30,5,20
8.39464882943149,25.183946488294474,30,5,20
8.428093645485003,25.28428093645501,30,5,20
8.461538461538515,25.384615384615543,30,5,20
8.494983277592027,25.48494983277608,30,5,20
8.52842809364554,25.58528428093662,30,5,20
8.561872909699051,25.685618729097154,30,5,20
8.595317725752563,25.78595317725769,30,5,20
8.628762541806076,25.886287625418227,30,5,20
8.662207357859588,25.98662207357876,30,5,20
8.6956521739131,26.0869565217393,30,5,20
8.729096989966612,26.187290969899834,30,5,20
8.762541806020124,26.287625418060372,30,5,20
8.795986622073636,26.387959866220907,30,5,20
8.829431438127148,26.488294314381445,30,5,20
8.86287625418066,26.58862876254198,30,5,20
8.896321070234173,26.688963210702518,30,5,20
8.929765886287685,26.789297658863052,30,5,20
8.963210702341197,26.88963210702359,30,5,20
8.996655518394709,26.989966555184125,30,5,20
9.030100334448221,27.090301003344663,30,5,20
9.063545150501733,27.1906354515052,30,5,20
9.096989966555245,27.290969899665736,30,5,20
9.130434782608758,27.39130434782627,30,5,20
9.16387959866227,27.49163879598681,30,5,20
9.197324414715782,27.591973244147347,30,5,20
9.230769230769294,27.69230769230788,30,5,20
9.264214046822806,27.792642140468416,30,5,20
9.297658862876318,27.892976588628954,30,5,20
9.33110367892983,27.993311036789493,30,5,20
9.364548494983342,28.093645484950027,30,5,20
9.397993311036855,28.193979933110562,30,5,20
9.431438127090367,28.2943143812711,30,5,20
9.464882943143879,28.394648829431635,30,5,20
9.498327759197391,28.494983277592173,30,5,20
9.531772575250903,28.595317725752707,30,5,20
9.565217391304415,28.695652173913246,30,5,20
9.598662207357927,28.79598662207378,30,5,20
9.63210702341144,28.89632107023432,30,5,20
9.665551839464952,28.996655518394853,30,5,20
9.698996655518464,29.09698996655539,30,5,20
9.732441471571976,29.19732441471593,30,5,20
9.765886287625488,29.297658862876464,30,5,20
9.799331103679,29.397993311037,30,5,20
9.832775919732512,29.498327759197537,30,5,20
9.866220735786024,29.59866220735807,30,5,20
9.899665551839536,29.69899665551861,30,5,20
9.933110367893049,29.799331103679144,30,5,20
9.96655518394656,29.899665551839682,30,5,20
10.000000000000073,30.00000000000022,30,5,20
