Time,S15,S3,S0,S12,S8,S9,S13,S2,S5,S18,S16,S6,S19,S17,E0,k0,k0r,E1,k1,k1r,S10,E2,k2,k2r,E3,k3,k3r,E4,k4,k4r,S1,S4,E5,k5,k5r,S14,E6,k6,k6r,E7,k7,k7r,S7,E8,k8,k8r,E9,k9,k9r,E10,k10,k10r,E11,k11,k11r,E12,k12,k12r,E13,k13,k13r,E14,k14,k14r,E15,k15,k15r,E16,k16,k16r,E17,k17,k17r,E18,k18,k18r,S11,E19,k19,k19r,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19
0,6,3,5,1,2,5,4,2,1,3,6,3,4,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,4.2792668339999995,-1.065458237,0.27150726399999997,-3.89888284,0.8977085959999999,18.169279914,-2.694675985,1.7836283400000001,8.799566225,2.38910673,1.15805524,-0.7563808,-4.5828921,-8.16637728,0.87841154,2.09878352,-0.7885003749999999,-5.711962834999999,1.9856285800000002,7.493861224
0.10033444816053512,5.6896102979332674,2.4212681216929055,4.021903900804815,0.8315148076370238,1.7851318459000027,4.499417072468642,3.25189889768016,3.2417796175666,1.7955240885277377,2.8250413005850934,4.850719716505035,2.538109790165993,3.797276622917732,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,4.0221336064346005,-0.41868507040954994,0.3185874549811586,-2.611665154383232,2.0024287602237187,14.345803703414488,-1.7490270565768065,0.4053983881256371,7.060421623764972,2.009004642169151,0.9920200499026096,-0.7292345857540066,-2.753766837838997,-4.299966886153243,0.7039779287558912,0.9879394983650496,-1.0827850437177748,-4.181570731184783,1.4141445313933474,7.493861224
0.20066889632107024,5.269757166132491,2.0232131135933478,3.2580090845298293,0.7962264868800282,1.6658973649300874,4.251300783480755,2.8061710706181597,3.9734119172018456,2.290348258079747,2.7474642412156207,3.9889152684688085,2.243031274801265,3.5874408150599817,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,3.674318617198378,-0.2219447710677478,0.34471316057543866,-1.9464042903997385,2.653308306618816,11.359661891970513,-1.2044582647029805,-0.2277082607585914,5.762882992595015,1.7710099289278294,0.8618449609683099,-0.721336394846307,-1.7525324048236415,-2.449848419568041,0.5694469535022093,0.3108485188493406,-1.2299560520539192,-3.094858746454536,1.0210746209154258,7.493861224
0.3010033444816054,4.840567030329428,1.7543456137495157,2.6634662820071937,0.8174263358384832,1.598739550452694,4.128535478508296,2.5315423549212945,4.406522496530673,2.611857984543501,2.714346794472322,3.3193694822271835,2.0235970937642276,3.3800666202568506,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,3.318768661373661,-0.14636494741350803,0.3594282436212093,-1.5733178976051727,3.0386149935338245,9.035534167209493,-0.8771502822049642,-0.5137520989478479,4.759274956540079,1.596832099111975,0.7544461353794161,-0.7207724852452329,-1.1606696978979927,-1.5314813273075636,0.47298597745941906,-0.11848977536329275,-1.2778596686690815,-2.398343830673788,0.7555743208473378,7.493861224
0.4013377926421405,4.435851166844791,1.5687573396884087,2.2070126562179895,0.8630470089846543,1.5616756462270738,4.070011849891872,2.3596803088893745,4.653126032239995,2.8277506754529047,2.7000185714105713,2.78667991269501,1.8398990567145317,3.18103167965775,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,2.9834936972501778,-0.10399764781352894,0.3675493898038934,-1.354880369554541,3.2580000555956445,7.251210948993438,-0.6738605801906079,-0.6224626386105299,3.964039027838619,1.452220261206545,0.6631239847929913,-0.72191163615411,-0.7913053687603453,-1.0592702043958448,0.40265895926103135,-0.3979101538067431,-1.2670698981775064,-1.9415292011247494,0.5723102875187935,7.493861224
0.5016722408026756,4.0664297838138745,1.436532333724086,1.859127506631731,0.9180923808682832,1.5423984592803615,4.045899011734186,2.2517553261345826,4.776725948559298,2.9763776323291165,2.691361420002354,2.3556932107215505,1.6750168153172658,2.993417506731672,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,2.677457408294977,-0.07138216248623075,0.37177325279016143,-1.224533981662215,3.3679578274278716,5.891292844265769,-0.5450694476789448,-0.6384217630566371,3.3231373972672578,1.3226873132548649,0.5840033820367976,-0.7220615757890405,-0.5512865304673016,-0.8052408477219002,0.3494825672851919,-0.5829209250272378,-1.2234392346449956,-1.6235468962446928,0.44174121992816584,7.493861224
0.6020066889632107,3.73415031702468,1.3393171983563545,1.59383505344542,0.9751549385287045,1.5335681916857726,4.041390663306316,2.1844245901394874,4.815705726475218,3.0804418165565877,2.6817607432676844,2.0026464015348533,1.522280230012274,2.8185837650491656,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,2.40219024839788,-0.042863490239310575,0.37370807038334697,-1.1464333611445796,3.402635274256209,4.8542379123011425,-0.4634305474803786,-0.6074964409324402,2.8001914919858155,1.2025666869413698,0.5146411401364713,-0.7200606513801909,-0.3903891820591744,-0.6590665213861118,0.3078442188631179,-0.7066339078159758,-1.1624116294862137,-1.3878914769291504,0.34574357191833105,7.493861224
0.7023411371237459,3.4371956476267047,1.265800074968865,1.3900945703143948,1.0306038151032888,1.5306618266495862,4.048945261384008,2.14313946961017,4.794696480420932,3.1538731604190833,2.6681626014392688,1.7106960895293057,1.3794479852143702,2.6568860945661075,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,2.156186878845042,-0.017346858051976666,0.37434488983915587,-1.0998051557895727,3.383944890372483,4.057795833628441,-0.4132294917521624,-0.5553557490656118,2.369500856930741,1.0899984851652371,0.453384441033056,-0.7155684335055476,-0.27988644788872363,-0.566510555466698,0.2743188568213944,-0.7895255905531777,-1.093127260285868,-1.2039518660188744,0.2731471505179819,7.493861224
0.8026755852842811,3.172382573845794,1.2088108470625651,1.2317822414032527,1.0828033171114853,1.5308573230104485,4.064508879719948,2.1185988264165205,4.7304174544525,3.2055366569090396,2.649471920209512,1.4674496831375492,1.2460254893447047,2.5081068550728345,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,1.9368102696682328,0.005367927333739586,0.3743020542405346,-1.0720187377624026,3.3267605598202223,3.4389369874146523,-0.384979954093839,-0.4963144328466367,2.012202587447447,0.9846196516527964,0.3990388182780331,-0.7086701419345269,-0.20254698035787955,-0.5006726317966739,0.24675226480066653,-0.8446571876649185,-1.0210320598289535,-1.054792876547439,0.2168716351858586,7.493861224
0.9030100334448162,2.9361667077409095,1.1636524041338658,1.1069518715570659,1.1312161026925347,1.532414963380364,4.085733947053611,2.104787882018322,4.634724027954954,3.2412761046790353,2.6256503944364833,1.2635447944046236,1.1220981147925342,2.3717049288754506,1,1,0.828420614,0.69125685,1,0.708821521,0.63838456,6,1,0.118288544,0.219112,1,0.249635736,0.64338269,1,0.148271098,0.88154458,4,4,1,0.9772751915,0.344055979,1,1,0.754618665,0.68985893,1,0.92086958,0.9789804,3,1,0.4925311695,0.032997413,1,0.80320391,0.004101,1,0.05353786,0.1268534,1,0.1727146,0.36727,1,0.4561613,0.247974,1,0.20598231,0.709211,1,0.57478598,0.2114866,1,0.70746493,0.7310762,1,0.783348675,0.7846366,1,0.973314149,0.58769631,1,0.98747636,0.9768005,2,1,0.767613157,0.85874833,1.7411241768330827,0.025435583373170867,0.3739607565438016,-1.0552267608141859,3.241629143311182,2.95096249302886,-0.3726526019697869,-0.4379992043491172,1.714071683019786,0.8865594650020806,0.35068914444337146,-0.699652182930433,-0.14762757375987112,-0.44837106910931857,0.22371665460018408,-0.8805562061426109,-0.949380922657247,-0.9305568100366826,0.17227874033935886,7.493861224
