Time,A,B,C,k3,k1,k2,_J0,_J1
3.0150753768844223,3.480964377025249,4.644803449301409,1.8742325058799272,1,0.35,0.2,1.218337531958837,0.9289606898602818
3.1155778894472363,3.3606470284439336,4.6714816924665366,1.967871613956936,1,0.35,0.2,1.1762264599553767,0.9342963384933074
3.2160804020100504,3.2444883852502806,4.693512087199297,2.0619998650665314,1,0.35,0.2,1.1355709348375982,0.9387024174398594
3.3165829145728645,3.1323446507903556,4.711129541148293,2.156526146370702,1,0.35,0.2,1.0963206277766244,0.9422259082296587
3.4170854271356785,3.02407711745168,4.7245591070190684,2.2513641135614018,1,0.35,0.2,1.058426991108088,0.9449118214038137
3.5175879396984926,2.919551750225775,4.734016881636694,2.3464317055943593,1,0.35,0.2,1.0218431125790213,0.9468033763273388
3.6180904522613067,2.8186392705228007,4.739709801089454,2.441651264153023,1,0.35,0.2,0.9865237446829802,0.9479419602178908
3.7185929648241207,2.7212147532661692,4.741836515418199,2.5369490658255427,1,0.35,0.2,0.9524251636431592,0.9483673030836398
3.819095477386935,2.6271576636581204,4.7405872864001095,2.632255383726592,1,0.35,0.2,0.9195051822803421,0.948117457280022
3.919597989949749,2.5363516113215816,4.736144512832126,2.7275042092557116,1,0.35,0.2,0.8877230639625535,0.9472289025664251
4.020100502512563,2.4486841947310545,4.728683056664163,2.8226330821597028,1,0.35,0.2,0.8570394681558691,0.9457366113328327
4.120603015075377,2.364046975458398,4.718370282415252,2.9175830762851644,1,0.35,0.2,0.8274164414104394,0.9436740564830505
4.2211055276381915,2.2823351563859644,4.705366747420265,3.0122984307602994,1,0.35,0.2,0.7988173047350875,0.9410733494840531
4.3216080402010055,2.2034476836458103,4.689825963825783,3.1067266876817947,1,0.35,0.2,0.7712066892760335,0.9379651927651566
4.42211055276382,2.127286885197223,4.671895173398771,3.200818276861162,1,0.35,0.2,0.744550409819028,0.9343790346797543
4.522613065326634,2.0537585437636974,4.651715173941101,3.2945266177788617,1,0.35,0.2,0.7188154903172941,0.9303430347882202
4.623115577889448,1.9827716642775062,4.629420812583703,3.387807858498045,1,0.35,0.2,0.6939700824971271,0.9258841625167407
4.723618090452262,1.9142383907346772,4.605141152842845,3.48062079159396,1,0.35,0.2,0.669983436757137,0.921028230568569
4.824120603015076,1.8480739437782545,4.578999596426925,3.572926794672495,1,0.35,0.2,0.6468258803223891,0.9157999192853851
4.92462311557789,1.7841964099964107,4.5511143290091,3.66468959572954,1,0.35,0.2,0.6244687434987437,0.9102228658018201
5.025125628140704,1.7225267865888318,4.5215982086207545,3.7558753394185524,1,0.35,0.2,0.6028843753060911,0.9043196417241509
5.125628140703518,1.6629887170844193,4.490559327662195,3.84645228986208,1,0.35,0.2,0.5820460509795468,0.8981118655324392
5.226130653266332,1.6055085576595287,4.458100855371112,3.9363909216649473,1,0.35,0.2,0.561927995180835,0.8916201710742224
5.326633165829146,1.5500151603118835,4.424321495525669,4.0256636789658735,1,0.35,0.2,0.5425053061091591,0.8848642991051339
5.42713567839196,1.4964398507754924,4.389315521809964,4.114244962300338,1,0.35,0.2,0.5237539477714223,0.8778631043619929
5.527638190954774,1.4447163488740764,4.353172937846288,4.2021110482481765,1,0.35,0.2,0.5056507221059268,0.8706345875692576
5.628140703517588,1.3947806220760166,4.315979781800677,4.289239931115178,1,0.35,0.2,0.48817321772660577,0.8631959563601355
5.728643216080402,1.3465709085937274,4.277818064644392,4.375611361738202,1,0.35,0.2,0.47129981800780457,0.8555636129288784
5.8291457286432165,1.3000275171576763,4.238766190454165,4.461206627342754,1,0.35,0.2,0.45500963100518665,0.8477532380908331
5.9296482412060305,1.2550928846471818,4.198898820809918,4.546008629443055,1,0.35,0.2,0.4392825096265136,0.8397797641619835
6.030150753768845,1.211711382836656,4.158287279560825,4.630001672461043,1,0.35,0.2,0.4240989839928295,0.831657455912165
6.130653266331659,1.1698293339979942,4.116999508231584,4.7131714926091,1,0.35,0.2,0.4094402668992979,0.8233999016463168
6.231155778894473,1.129394918405452,4.075100253823865,4.795505162600833,1,0.35,0.2,0.39528822144190817,0.815020050764773
6.331658291457287,1.090358082716584,4.032651254804782,4.876990997314614,1,0.35,0.2,0.38162532895080437,0.8065302509609564
6.432160804020101,1.0526705430282854,3.989711224095799,4.957618567733416,1,0.35,0.2,0.36843469005989987,0.7979422448191599
6.532663316582915,1.0162875885475056,3.946335624171923,5.037377122147584,5,0.35,0.2,0.3557006559916269,0.7892671248343847
6.633165829145729,0.9811590137766237,3.9025803462897937,5.1162609748005945,5,0.35,0.2,0.3434056548218183,0.7805160692579588
6.733668341708543,0.9472433726931032,3.8584950945916106,5.194261867582298,5,0.35,0.2,0.3315351804425861,0.7716990189183222
6.834170854271357,0.9145007341311431,3.814125741286447,5.2713738594494215,5,0.35,0.2,0.32007525694590006,0.7628251482572894
6.934673366834171,0.8828913096222055,3.7695172544615003,5.347591770783306,5,0.35,0.2,0.3090119583677719,0.7539034508923002
7.035175879396985,0.8523748646818695,3.7247144132079564,5.422911056977186,5,0.35,0.2,0.2983312026386543,0.7449428826415914
7.135678391959799,0.8229132694973812,3.679758852919242,5.497328212450387,5,0.35,0.2,0.2880196443240834,0.7359517705838484
7.236180904522613,0.7944700391366445,3.6346897231687927,5.570840572561573,5,0.35,0.2,0.27806451369782553,0.7269379446337586
7.336683417085427,0.7670099818406259,3.589544122726625,5.64344623029976,5,0.35,0.2,0.26845349364421905,0.717908824545325
7.437185929648241,0.740498907637874,3.5443575523084854,5.715143874920651,5,0.35,0.2,0.2591746176732559,0.7088715104616972
7.5376884422110555,0.71490404797144,3.499163250950295,5.785933035945275,5,0.35,0.2,0.250216416790004,0.699832650190059
7.63819095477387,0.6901937808532929,3.4539926511037122,5.855813902910005,5,0.35,0.2,0.24156782329865248,0.6907985302207424
7.738693467336684,0.6663374867996673,3.408875632710373,5.92478721535697,5,0.35,0.2,0.23321812037988354,0.6817751265420746
7.839195979899498,0.6433057923300762,3.363840102231766,5.992854440305168,5,0.35,0.2,0.22515702731552667,0.6727680204463532
7.939698492462312,0.6210700827869071,3.3189128558854324,6.06001739619467,5,0.35,0.2,0.21737452897541748,0.6637825711770865
8.040201005025127,0.5996030246960594,3.2741186544917427,6.126278655679207,5,0.35,0.2,0.20986105864362078,0.6548237308983486
8.14070351758794,0.5788779246767399,3.229481378299893,6.191641031890377,5,0.35,0.2,0.20260727363685896,0.6458962756599786
8.241206030150755,0.558869255652955,3.185023073516928,6.256108005697127,5,0.35,0.2,0.19560423947853423,0.6370046147033857
8.341708542713569,0.5395521586499888,3.140764869525496,6.319683306691525,5,0.35,0.2,0.1888432555274961,0.6281529739050993
8.442211055276383,0.5209027912677889,3.0967263312145197,6.382371212384701,5,0.35,0.2,0.18231597694372612,0.619345266242904
8.542713567839197,0.5028980110232409,3.0529260523520527,6.444176271491716,5,0.35,0.2,0.17601430385813432,0.6105852104704106
8.643216080402011,0.48551557814601726,3.009381272129749,6.505103484591243,5,0.35,0.2,0.16993045235110604,0.6018762544259498
8.743718592964825,0.468733938808273,2.966108280897941,6.565158115160795,5,0.35,0.2,0.16405687858289555,0.5932216561795882
8.84422110552764,0.452532363056448,2.9231221613860203,6.624345810424541,5,0.35,0.2,0.1583863270697568,0.5846244322772041
8.944723618090453,0.4368907687241189,2.880437113045636,6.682672453097255,5,0.35,0.2,0.15291176905344162,0.5760874226091273
9.045226130653267,0.421789757222151,2.838066382593725,6.7401441950511325,5,0.35,0.2,0.14762641502775284,0.567613276518745
9.145728643216081,0.4072104979553991,2.79602247459195,6.79676736231966,5,0.35,0.2,0.14252367428438967,0.55920449491839
9.246231155778895,0.393135062666511,2.754316548882625,6.852548723317873,5,0.35,0.2,0.13759727193327884,0.550863309776525
9.34673366834171,0.37954624415721094,2.7129587469888885,6.9074953437209095,5,0.35,0.2,0.13284118545502382,0.5425917493977778
9.447236180904524,0.3664271455353589,2.671958929328973,6.961614260002676,5,0.35,0.2,0.1282495009373756,0.5343917858657946
9.547738693467338,0.3537614969260898,2.631326106371714,7.014912731569204,5,0.35,0.2,0.12381652392413144,0.5262652212743428
9.648241206030152,0.3415338201259184,2.5910681425594166,7.067398372181674,5,0.35,0.2,0.11953683704407142,0.5182136285118834
9.748743718592966,0.32972887497485664,2.5511927434580275,7.1190787164341245,5,0.35,0.2,0.11540510624119982,0.5102385486916056
9.84924623115578,0.3183320406017185,2.5117067812316205,7.16996151303367,5,0.35,0.2,0.11141621421060147,0.5023413562463241
9.949748743718594,0.3073291660389353,2.4726165522734114,7.220054616554661,5,0.35,0.2,0.10756520811362734,0.4945233104546823
10.050251256281408,0.2967066764894343,2.433927583111437,7.269366075266136,5,0.35,0.2,0.10384733677130199,0.4867855166222874
10.150753768844222,0.28645129142342585,2.3956451465279907,7.317903896915592,5,0.35,0.2,0.10025795199819904,0.47912902930559814
10.251256281407036,0.27655035290783675,2.3577736572133556,7.365676324745815,5,0.35,0.2,0.09679262351774286,0.4715547314426711
10.35175879396985,0.2669916070311694,2.3203170702888825,7.412691657546955,5,0.35,0.2,0.0934470624609093,0.4640634140577765
10.452261306532664,0.2577632102277106,2.2832788674898263,7.4589582571494715,5,0.35,0.2,0.0902171235796987,0.45665577349796527
10.552763819095478,0.24885374595111587,2.2466620221434495,7.504484566772443,5,0.35,0.2,0.08709881108289055,0.44933240442868994
10.653266331658292,0.24025222628625367,2.210468998488519,7.549279110092235,5,0.35,0.2,0.08408827920018878,0.44209379969770385
10.753768844221106,0.2319480218587665,2.1747018729370016,7.593350440071239,5,0.35,0.2,0.08118180765056827,0.4349403745874003
10.85427135678392,0.22393084451251255,2.139362363773337,7.636707126581158,5,0.35,0.2,0.07837579557937939,0.42787247275466744
10.954773869346734,0.21619079657678805,2.1044517424035867,7.679357795886633,5,0.35,0.2,0.07566677880187582,0.4208903484807174
11.055276381909549,0.20871830315351575,2.0699709478403254,7.721311083873166,5,0.35,0.2,0.07305140610373051,0.4139941895680651
11.155778894472363,0.2015041047826035,2.0359206035756747,7.762575626508729,5,0.35,0.2,0.07052643667391122,0.407184120715135
11.256281407035177,0.19453927708146243,2.002300975691193,7.803160082094352,5,0.35,0.2,0.06808874697851185,0.40046019513823866
11.35678391959799,0.18781529766966457,1.9691118456666206,7.843073191530722,5,0.35,0.2,0.06573535418438259,0.39382236913332413
11.457286432160805,0.18132379443698285,1.9363529749685964,7.882323565461428,5,0.35,0.2,0.063463328052944,0.3872705949937193
11.557788944723619,0.17505668998280172,1.9040238338212934,7.920919811062912,5,0.35,0.2,0.0612698414939806,0.3808047667642587
11.658291457286433,0.16900614201018804,1.8721237088775187,7.958870483979301,5,0.35,0.2,0.05915214970356581,0.3744247417755038
11.758793969849247,0.16316467426671435,1.8406514565133034,7.99618420408699,5,0.35,0.2,0.05710763599335002,0.36813029130266073
11.859296482412061,0.15752513489050624,1.8096055772398212,8.03286962273668,5,0.35,0.2,0.05513379721167718,0.36192111544796424
11.959798994974875,0.15208045749108148,1.7789846571326569,8.068935220243269,5,0.35,0.2,0.05322816012187852,0.3557969314265314
12.06030150753769,0.1468239069874587,1.7487869070589963,8.104389520820552,5,0.35,0.2,0.051388367445610546,0.3497573814117993
12.160804020100503,0.14174901077146565,1.7190102875906186,8.139241036504924,5,0.35,0.2,0.049612153770012976,0.34380205751812376
12.261306532663317,0.13684950924145406,1.6896525985707553,8.173498227054798,5,0.35,0.2,0.047897328234508915,0.3379305197141511
12.361809045226131,0.13211935452549714,1.660711477807466,8.207169502534045,5,0.35,0.2,0.046241774083924,0.3321422955614932
12.462311557788945,0.1275526732155647,1.6321844674415222,8.240263194209922,5,0.35,0.2,0.04464343562544765,0.32643689348830446
12.56281407035176,0.12314385326559614,1.6040688491718493,8.272787632429564,5,0.35,0.2,0.04310034864295865,0.3208137698343699
12.663316582914574,0.11888744828286645,1.5763618192925164,8.304751067291628,5,0.35,0.2,0.041610606899003255,0.3152723638585033
12.763819095477388,0.11477817959986876,1.5490604818299947,8.336161673437147,5,0.35,0.2,0.04017236285995406,0.30981209636599893
12.864321608040202,0.1108109571398258,1.5221618062839184,8.367027571443266,5,0.35,0.2,0.03878383499893903,0.3044323612567837
12.964824120603016,0.10698086371192102,1.4956626541038642,8.397356817051225,5,0.35,0.2,0.03744330229917235,0.29913253082077285
13.06532663316583,0.10328318114480349,1.4695597270612328,8.427157426660974,5,0.35,0.2,0.03614911340068122,0.2939119454122466
13.165829145728644,0.09971330097491525,1.4438497298777988,8.456437304014296,5,0.35,0.2,0.03489965534122034,0.28876994597555977
13.266331658291458,0.09626679363246737,1.4185292390079867,8.485204302226556,5,0.35,0.2,0.03369337777136358,0.28370584780159736
13.366834170854272,0.0929394215891981,1.393594675617869,8.513466237659943,5,0.35,0.2,0.03252879755621933,0.2787189351235738
13.467336683417086,0.08972704690837145,1.3690424730500503,8.54123081490859,5,0.35,0.2,0.03140446641793001,0.27380849461001006
13.5678391959799,0.08662569231871702,1.3448689616344058,8.568505680913889,5,0.35,0.2,0.030318992311550955,0.2689737923268812
13.668341708542714,0.08363152928316639,1.3210703889251942,8.59529841665865,5,0.35,0.2,0.029271035249108235,0.26421407778503886
13.768844221105528,0.08074085323785864,1.2976429597923065,8.621616521836847,5,0.35,0.2,0.02825929863325052,0.2595285919584613
13.869346733668342,0.07795009158959561,1.2745828210668406,8.647467422210575,5,0.35,0.2,0.02728253205635846,0.2549165642133681
13.969849246231156,0.0752557889911027,1.2518860871844646,8.672858458691444,5,0.35,0.2,0.026339526146885946,0.25037721743689295
14.07035175879397,0.07265461545048901,1.2295488186099295,8.697796900806592,5,0.35,0.2,0.025429115407671152,0.24590976372198592
14.170854271356784,0.07014335278142524,1.2075670468982207,8.722289935187366,5,0.35,0.2,0.024550173473498832,0.24151340937964416
14.271356783919598,0.06771889704133287,1.1859367683459414,8.746344669479738,5,0.35,0.2,0.023701613964466503,0.2371873536691883
14.371859296482413,0.06537824325869529,1.1646539663022468,8.76996812530607,5,0.35,0.2,0.02288238514054335,0.23293079326044938
14.472361809045227,0.0631184896607619,1.143714602887239,8.793167242319011,5,0.35,0.2,0.022091471381266665,0.2287429205774478
14.57286432160804,0.06093685156581807,1.1231145915451335,8.81594889175606,5,0.35,0.2,0.021327898048036323,0.2246229183090267
14.673366834170855,0.0588306193668825,1.1028498691934516,8.838319846306678,5,0.35,0.2,0.020590716778408874,0.22056997383869034
14.773869346733669,0.05679718104602215,1.0829163538990865,8.860286799921903,5,0.35,0.2,0.01987901336610775,0.21658327077981732
14.874371859296483,0.05483403151528866,1.0633099264765582,8.881856376875165,5,0.35,0.2,0.01919191103035103,0.21266198529531166
14.974874371859297,0.05293873456410389,1.0440264945903448,8.903035105712563,5,0.35,0.2,0.01852855709743636,0.20880529891806898
15.075376884422111,0.05110894260027274,1.0250619560774963,8.923829436189243,5,0.35,0.2,0.017888129910095456,0.20501239121549927
15.175879396984925,0.049342397297806775,1.006412197236438,8.944245740332768,5,0.35,0.2,0.01726983905423237,0.2012824394472876
15.27638190954774,0.047636910253955375,0.9880731214155667,8.96429030319749,5,0.35,0.2,0.01667291858888438,0.19761462428311335
15.376884422110553,0.0459903704639578,0.9700406356588841,8.983969328744172,5,0.35,0.2,0.016096629662385228,0.19400812713177684
15.477386934673367,0.04440074391350334,0.9523106511457324,9.003288939807776,5,0.35,0.2,0.015540260369726168,0.1904621302291465
15.577889447236181,0.04286606199517687,0.9348790972397165,9.02225517563212,5,0.35,0.2,0.015003121698311903,0.1869758194479433
15.678391959798995,0.041384424110588125,0.9177419173782602,9.040873993378165,5,0.35,0.2,0.014484548438705842,0.18354838347565205
15.77889447236181,0.03995400103700978,0.9008950622195926,9.059151271610409,5,0.35,0.2,0.013983900362953421,0.18017901244391854
15.879396984924623,0.038573020203044,0.8843345104420544,9.077092804221913,5,0.35,0.2,0.013500557071065398,0.17686690208841088
15.979899497487438,0.037239769974764,0.8680562607976705,9.094704304094577,5,0.35,0.2,0.013033919491167398,0.1736112521595341
16.080402010050253,0.03595260515137592,0.8520563215049771,9.111991408210658,5,0.35,0.2,0.012583411802981571,0.17041126430099543
16.18090452261307,0.03470993063462221,0.8363307346802653,9.128959669552124,5,0.35,0.2,0.012148475722117772,0.16726614693605307
16.281407035175885,0.033510205961277365,0.8208755673712484,9.145614561534487,5,0.35,0.2,0.011728572086447077,0.1641751134742497
16.3819095477387,0.03235195009458863,0.8056869025587333,9.16196148221369,5,0.35,0.2,0.01132318253310602,0.16113738051174667
16.482412060301517,0.031233728685876885,0.7907608573402664,9.178005748840869,5,0.35,0.2,0.010931805040056908,0.15815217146805327
16.582914572864333,0.030154156058159253,0.7760935782707266,9.193752600538126,5,0.35,0.2,0.010553954620355738,0.15521871565414533
16.68341708542715,0.029111898594674515,0.761681235236304,9.209207201036033,5,0.35,0.2,0.010189164508136079,0.15233624704726081
16.783919597989964,0.02810566634285897,0.7475200320216777,9.224374636502477,5,0.35,0.2,0.009836983220000638,0.14950400640433556
16.88442211055278,0.02713421271081421,0.7336062054629479,9.23925991669325,5,0.35,0.2,0.009496974448784973,0.14672124109258958
16.984924623115596,0.02619633722946869,0.7199360206652233,9.25386797697232,5,0.35,0.2,0.00916871803031404,0.14398720413304467
17.08542713567841,0.025290879377986315,0.7065057779898313,9.268203677499194,5,0.35,0.2,0.00885180778229521,0.14130115559796627
17.185929648241228,0.024416717203057884,0.6933118137646935,9.282271803899262,5,0.35,0.2,0.008545851021070259,0.13866236275293872
17.286432160804043,0.02357277034830905,0.6803504951225212,9.296077069396183,5,0.35,0.2,0.008250469621908167,0.13607009902450426
17.38693467336686,0.022757994724343804,0.667618225973339,9.30962411416933,5,0.35,0.2,0.007965298153520331,0.1335236451946678
17.487437185929675,0.021971380392388433,0.6551114486873322,9.322917505787292,5,0.35,0.2,0.007689983137335951,0.13102228973746644
17.58793969849249,0.021211955037677258,0.6428266382129576,9.335961741616378,5,0.35,0.2,0.00742418426318704,0.12856532764259151
17.688442211055307,0.020478779462964926,0.6307603070142623,9.348761248389787,5,0.35,0.2,0.007167572812037723,0.12615206140285248
17.788944723618123,0.019770944758545718,0.6189090077373096,9.361320382371158,5,0.35,0.2,0.006919830665491001,0.12378180154746193
17.88944723618094,0.01908757576927077,0.607269327457438,9.373643431640305,5,0.35,0.2,0.00668065151924477,0.12145386549148761
17.989949748743754,0.018427827629587754,0.5958378911235264,9.385734616113899,5,0.35,0.2,0.006449739670355714,0.11916757822470528
18.09045226130657,0.017790882547701833,0.5846113646311488,9.397598087688163,5,0.35,0.2,0.006226808891695641,0.11692227292622977
18.190954773869386,0.017175952836325423,0.5735864499939091,9.409237932036778,5,0.35,0.2,0.0060115834927138975,0.11471728999878182
18.291457286432202,0.0165822783860984,0.5627598874571125,9.420658169023802,5,0.35,0.2,0.005803797435134439,0.1125519774914225
18.391959798995018,0.01600912337885051,0.5521284584330007,9.431862753055162,5,0.35,0.2,0.0056031931825976785,0.11042569168660016
18.492462311557833,0.015455778883014415,0.5416889815629216,9.442855574421078,5,0.35,0.2,0.005409522609055045,0.10833779631258432
18.59296482412065,0.014921561029878145,0.5314383139121521,9.453640459924983,5,0.35,0.2,0.00522254636045735,0.10628766278243043
18.693467336683465,0.014405807649823188,0.5213733538362079,9.464221173380983,5,0.35,0.2,0.005042032677438115,0.10427467076724158
18.79396984924628,0.013907880689348055,0.5114910374202487,9.474601416757416,5,0.35,0.2,0.004867758241271819,0.10229820748404975
18.894472361809097,0.013427164920641797,0.5017883390385682,9.484784830907804,5,0.35,0.2,0.0046995077222246285,0.10035766780771366
18.994974874371913,0.012963064409321868,0.4922622743728628,9.494774996084828,5,0.35,0.2,0.004537072543262653,0.09845245487457256
19.09547738693473,0.012515004890597082,0.4829098969549977,9.50457543302142,5,0.35,0.2,0.004380251711708978,0.09658197939099955
19.195979899497544,0.012082432894304301,0.4737282982778022,9.514189603694907,5,0.35,0.2,0.004228851513006505,0.09474565965556045
19.29648241206036,0.011664812139039134,0.46471461082086,9.523620911907114,5,0.35,0.2,0.004082684248663697,0.092942922164172
19.396984924623176,0.011261625788063485,0.45586600484068174,9.532872704238269,5,0.35,0.2,0.003941569025822219,0.09117320096813636
19.497487437185992,0.01087237588937509,0.4471796881881067,9.541948270789533,5,0.35,0.2,0.003805331561281281,0.08943593763762135
19.597989949748808,0.010496579888680156,0.43865290901092957,9.550850845967405,5,0.35,0.2,0.0036738029610380546,0.08773058180218592
19.698492462311624,0.010133772649114544,0.4302829530015032,9.559583609216396,5,0.35,0.2,0.00354682042719009,0.08605659060030064
19.79899497487444,0.009783506140894125,0.4220671430105625,9.568149685715557,5,0.35,0.2,0.0034242271493129437,0.0844134286021125
19.899497487437255,0.009445346154031755,0.41400284131163484,9.576552147401348,5,0.35,0.2,0.003305871153911114,0.08280056826232697
20.00000000000007,0.009118874078171779,0.4060874472988155,9.584794013490026,5,0.35,0.2,0.0031916059273601224,0.0812174894597631
