Time,comp,A
0,1,0
0.10101010101010101,1.202020202020202,1.6778157320256062
0.20202020202020202,1.4040404040404042,2.8581635677332167
0.30303030303030304,1.6060606060606062,3.716096432744209
0.40404040404040403,1.8080808080808088,4.348661966780406
0.5050505050505051,2.0101010101010113,4.8142022515935174
0.6060606060606061,2.212121212121213,5.150116583012565
0.7070707070707071,2.4141414141414153,5.381702245779491
0.8080808080808081,2.616161616161617,5.526895257642206
0.9090909090909091,2.8181818181818192,5.598967800830211
1.0101010101010102,3.0202020202020208,5.60813851482912
1.1111111111111112,3.222222222222223,5.5625722822549
1.2121212121212122,3.4242424242424256,5.469021226272812
1.3131313131313131,3.626262626262627,5.333246498508113
1.4141414141414141,3.8282828282828287,5.160301559031573
1.5151515151515151,4.030303030303031,4.954725336498172
1.6161616161616161,4.232323232323234,4.720675226759536
1.7171717171717171,4.434343434343435,4.462019016625041
1.8181818181818181,4.636363636363637,4.182398212159043
1.9191919191919191,4.838383838383839,3.8852711269972016
2.0202020202020203,5.0404040404040416,3.5739414498634297
2.1212121212121215,5.242424242424244,3.2515762880935566
2.2222222222222228,5.444444444444446,2.9212165360030355
2.323232323232324,5.646464646464649,2.585781637483653
2.424242424242425,5.848484848484851,2.2480702736302134
2.5252525252525264,6.050505050505054,1.9107581277312389
2.6262626262626276,6.252525252525256,1.5763936095736115
2.727272727272729,6.454545454545459,1.2473922246097018
2.82828282828283,6.656565656565661,0.92603012842238
2.9292929292929313,6.8585858585858634,0.6144372977803201
3.0303030303030325,7.060606060606066,0.31459066593100476
3.1313131313131337,7.262626262626268,0.02830750438978221
3.232323232323235,7.464646464646471,-0.2427607187092726
3.333333333333336,7.666666666666673,-0.49713381619692476
3.4343434343434374,7.868686868686876,-0.733507543345907
3.5353535353535386,8.070707070707078,-0.950757321371849
3.63636363636364,8.27272727272728,-1.1479409272625636
3.737373737373741,8.474747474747483,-1.3243000773469655
3.8383838383838422,8.676767676767685,-1.4792608527198985
3.9393939393939434,8.87878787878789,-1.6124329334172927
4.040404040404044,9.080808080808083,-1.7236076254230526
4.141414141414145,9.28282828282829,-1.812754680418418
4.242424242424247,9.484848484848499,-1.8800179228153133
4.343434343434348,9.686868686868692,-1.925709712151233
4.444444444444449,9.8888888888889,-1.9503042814289897
4.54545454545455,10.090909090909108,-1.9544300034955349
4.6464646464646515,10.292929292929301,-1.9388606480852209
4.747474747474753,10.494949494949509,-1.9045057017060825
4.848484848484854,10.696969696969703,-1.852399831115428
4.949494949494955,10.89898989898991,-1.7836915787010987
5.050505050505056,11.101010101010118,-1.6996313846433782
5.151515151515158,11.303030303030312,-1.6015590362656518
5.252525252525259,11.50505050505052,-1.490890649478783
5.35353535353536,11.707070707070713,-1.3691052906769214
5.454545454545461,11.90909090909092,-1.2377313498485476
5.5555555555555625,12.111111111111128,-1.0983327770292375
5.656565656565664,12.313131313131322,-0.9524952945508723
5.757575757575765,12.51515151515153,-0.8018126968522447
5.858585858585866,12.717171717171738,-0.6478733479309711
5.959595959595967,12.919191919191931,-0.49224698386630916
6.0606060606060685,13.121212121212139,-0.33647192426405653
6.16161616161617,13.323232323232347,-0.18204279201180748
6.262626262626271,13.52525252525254,-0.030398835435965117
6.363636363636372,13.727272727272748,0.1170870591222775
6.464646464646473,13.929292929292941,0.2591185830838583
6.565656565656575,14.13131313131315,0.39448537596967803
6.666666666666676,14.33333333333335,0.5220714845179922
6.767676767676777,14.53535353535355,0.6408628533084131
6.868686868686878,14.737373737373758,0.7499537985455094
6.9696969696969795,14.939393939393959,0.8485524259153797
7.070707070707081,15.14141414141416,0.9359849629382682
7.171717171717182,15.343434343434367,1.0116989859127719
7.272727272727283,15.545454545454568,1.0752655312953099
7.373737373737384,15.747474747474769,1.126380091095307
7.474747474747486,15.94949494949497,1.1648625015059424
7.575757575757587,16.15151515151517,1.1906557434478517
7.676767676767688,16.353535353535378,1.2038236828968325
7.777777777777789,16.55555555555558,1.204547787717432
7.87878787878789,16.75757575757578,1.1931228661570212
7.979797979797992,16.95959595959598,1.1699518800988649
8.080808080808092,17.16161616161618,1.1355398935618328
8.181818181818192,17.36363636363638,1.0904872237085705
8.282828282828293,17.56565656565658,1.0354818677288242
8.383838383838393,17.767676767676782,0.9712912843524281
8.484848484848493,17.969696969696983,0.8987536133762349
8.585858585858594,18.171717171717184,0.8187684204272049
8.686868686868694,18.373737373737384,0.7322870572035586
8.787878787878794,18.575757575757585,0.640302729618539
8.888888888888895,18.777777777777786,0.5438403676057401
8.989898989898995,18.979797979797986,0.4439463908277977
9.090909090909095,19.181818181818187,0.34167846416572906
9.191919191919196,19.383838383838388,0.23809533566628222
9.292929292929296,19.58585858585859,0.13424684760858727
9.393939393939396,19.78787878787879,0.031164208545714972
9.494949494949497,19.98989898989899,-0.07014938938518651
9.595959595959597,20.19191919191919,-0.16872772786875165
9.696969696969697,20.39393939393939,-0.2636500194663499
9.797979797979798,20.59595959595959,-0.35404879482033336
9.898989898989898,20.797979797979792,-0.43911715663665335
9.999999999999998,20.999999999999993,-0.5181153437041605
