Time,A,B,C,k1,k2,X,Y,Z,_J0,_J1
2.107023411371237,4.783282940844644,4.148578944128607,1.0681382023621977,0.35,0.2,10,8,0,1.6741490292956251,0.8297157888257214
2.207357859531772,4.618223430697209,4.229564225753267,1.1522124271282965,0.35,0.2,10,8,0,1.616378200744023,0.8459128451506533
2.307692307692307,4.458859805272107,4.303301703952477,1.2378385708757262,0.35,0.2,10,8,0,1.5606009318452374,0.8606603407904955
2.408026755852842,4.304995368194358,4.370130275060567,1.324874435117826,0.35,0.2,10,8,0,1.5067483788680252,0.8740260550121134
2.508361204013377,4.156440788910853,4.430374092205103,1.4131851939636777,0.35,0.2,10,8,0,1.4547542761187984,0.8860748184410205
2.608695652173912,4.013012525524,4.484346061714078,1.5026414849084238,0.35,0.2,10,8,0,1.4045543839334,0.8968692123428156
2.7090301003344472,3.8745333748056145,4.532346591705436,1.5931201042051324,0.35,0.2,10,8,0,1.356086681181965,0.9064693183410872
2.8093645484949823,3.7408332112315263,4.574661924305768,1.6845049325424117,0.35,0.2,10,8,0,1.3092916239310342,0.9149323848611536
2.9096989966555173,3.6117466725752414,4.611569268217621,1.776684125060834,0.35,0.2,10,8,0,1.2641113354013345,0.9223138536435243
3.0100334448160524,3.487114262065793,4.643334321349463,1.8695514814166798,0.35,0.2,10,8,0,1.2204899917230274,0.9286668642698926
3.1103678929765874,3.36678286953122,4.670210091875175,1.9630071019329733,0.35,0.2,10,8,0,1.178374004335927,0.9340420183750351
3.2107023411371225,3.2506037266460304,4.692441422929036,2.0569549126959954,0.35,0.2,10,8,0,1.1377113043261105,0.9384882845858074
3.3110367892976575,3.138433386524982,4.710262793258646,2.1513038820657138,0.35,0.2,10,8,0,1.0984516852837436,0.9420525586517292
3.4113712374581926,3.0301339032379664,4.72389790329404,2.2459682549939597,0.35,0.2,10,8,0,1.0605468661332882,0.944779580658808
3.5117056856187276,2.925571510766219,4.733562579732721,2.3408659709371973,0.35,0.2,10,8,0,1.0239500287681764,0.9467125159465444
3.6120401337792627,2.824617165843019,4.7394635548279815,2.4359193407778497,0.35,0.2,10,8,0,0.9886160080450566,0.9478927109655964
3.7123745819397977,2.727146635455563,4.741798259984277,2.5310551661940948,0.35,0.2,10,8,0,0.9545013224094471,0.9483596519968555
3.812709030100333,2.6330395633780723,4.740756861628143,2.6262036368224875,0.35,0.2,10,8,0,0.9215638471823252,0.9481513723256287
3.913043478260868,2.542179786543966,4.736521549140368,2.7212987262369084,0.35,0.2,10,8,0,0.889762925290388,0.9473043098280736
4.013377926421403,2.454455523334168,4.729266105038167,2.8162784336373505,0.35,0.2,10,8,0,0.8590594331669587,0.9458532210076334
4.113712374581938,2.3697584081054432,4.719158010146277,2.911083643783019,0.35,0.2,10,8,0,0.829415442836905,0.9438316020292554
4.214046822742474,2.287983853957335,4.706357630239024,3.005658577831257,0.35,0.2,10,8,0,0.8007943488850673,0.9412715260478048
4.314381270903009,2.209031303572457,4.691017647968355,3.099951110388711,0.35,0.2,10,8,0,0.7731609562503599,0.938203529593671
4.414715719063545,2.1328031944289267,4.67328532141944,3.193911545968138,0.35,0.2,10,8,0,0.7464811180501243,0.9346570642838881
4.51505016722408,2.059205393433772,4.653301512143728,3.2874931561803837,0.35,0.2,10,8,0,0.7207218877018202,0.9306603024287456
4.615384615384616,1.9881473997079782,4.631200225817861,3.3806524361400534,0.35,0.2,10,8,0,0.6958515898977923,0.9262400451635723
4.715719063545151,1.9195414168985834,4.607110630540864,3.4733480141643436,0.35,0.2,10,8,0,0.6718394959145041,0.9214221261081728
4.816053511705687,1.8533027428062303,4.581156187092847,3.565541131683398,0.35,0.2,10,8,0,0.6486559599821806,0.9162312374185695
4.916387959866222,1.7893499013134058,4.553454349101078,3.6571958111811136,0.35,0.2,10,8,0,0.626272465459692,0.9106908698202156
5.016722408026758,1.7276038967815024,4.524118174025479,3.748277990822384,0.35,0.2,10,8,0,0.6046613638735258,0.9048236348050959
5.117056856187293,1.6679885056573265,4.493255673811859,3.838755882182201,0.35,0.2,10,8,0,0.5837959769800642,0.8986511347623719
5.217391304347829,1.610430387862633,4.46096956190812,3.9286001119355354,0.35,0.2,10,8,0,0.5636506357519215,0.8921939123816242
5.317725752508364,1.5548584503431246,4.427358620444706,4.017782990966661,0.35,0.2,10,8,0,0.5442004576200936,0.8854717240889413
5.4180602006689,1.5012040848963735,4.39251717209162,4.10627880478781,0.35,0.2,10,8,0,0.5254214297137306,0.878503434418324
5.518394648829435,1.4494012934014904,4.356534796968274,4.194063971424583,0.35,0.2,10,8,0,0.5072904526905216,0.8713069593936549
5.618729096989971,1.3993860818503399,4.319497632186541,4.2811163477623495,0.35,0.2,10,8,0,0.4897851286476189,0.8638995264373082
5.719063545150506,1.3510966943667728,4.281487853014355,4.367415514416749,0.35,0.2,10,8,0,0.47288384302837044,0.8562975706028711
5.819397993311042,1.3044737416046706,4.242583383503629,4.452942936670781,0.35,0.2,10,8,0,0.4565658095616347,0.8485166767007257
5.919732441471577,1.2594596225867376,4.202859134506846,4.537681304664005,0.35,0.2,10,8,0,0.4408108679053581,0.8405718269013692
6.020066889632113,1.2159987561093704,4.1623864913950435,4.621614814242174,0.35,0.2,10,8,0,0.4255995646382796,0.8324772982790087
6.120401337792648,1.1740376909803683,4.121233066023708,4.70472930472565,0.35,0.2,10,8,0,0.41091319184312886,0.8242466132047417
6.220735785953184,1.1335245885498388,4.079463799842066,4.787011673326575,0.35,0.2,10,8,0,0.39673360599244356,0.8158927599684133
6.321070234113719,1.094409429271772,4.037140507807652,4.868450124635171,0.35,0.2,10,8,0,0.38304330024512023,0.8074281015615304
6.421404682274255,1.0566441004505944,3.994321681047672,4.949034280218787,0.35,0.2,10,8,0,0.36982543515770805,0.7988643362095345
6.52173913043479,1.020181952454749,3.9510634266591835,5.02875468260928,0.35,0.2,10,8,0,0.35706368335916217,0.7902126853318368
6.622073578595326,0.9849779685458271,3.907419093824889,5.107602999356483,0.35,0.2,10,8,0,0.3447422889910395,0.7814838187649779
6.722408026755861,0.950988844055924,3.8634390961420024,5.185572121538747,0.35,0.2,10,8,0,0.3328460954195734,0.7726878192284006
6.822742474916397,0.918172595566438,3.819171734605816,5.2626557315727,0.35,0.2,10,8,0,0.3213604084482533,0.7638343469211633
6.923076923076932,0.886488706008319,3.774662878939253,5.338848476801053,0.35,0.2,10,8,0,0.31027104710291165,0.7549325757878507
7.023411371237468,0.8558982016387015,3.7299557952847486,5.414146064827926,0.35,0.2,10,8,0,0.2995643705735455,0.7459911590569498
7.123745819398003,0.8263632962868921,3.685091892501296,5.4885448729635815,0.35,0.2,10,8,0,0.2892271537004122,0.7370183785002592
7.224080267558539,0.7978475225746076,3.6401104343654405,5.562042104811245,0.35,0.2,10,8,0,0.2792466329011126,0.7280220868730881
7.324414715719074,0.7703158045496697,3.5950483773878217,5.6346358798102285,0.35,0.2,10,8,0,0.2696105315923844,0.7190096754775643
7.42474916387961,0.743734134480744,3.5499410460726333,5.706324881190335,0.35,0.2,10,8,0,0.2603069470682604,0.7099882092145267
7.525083612040145,0.7180696912646128,3.5048218735779866,5.777108496899041,0.35,0.2,10,8,0,0.25132439194261447,0.7009643747155974
7.625418060200681,0.6932909052170831,3.4597222574443762,5.8469868990773035,0.35,0.2,10,8,0,0.24265181682597908,0.6919444514888753
7.725752508361216,0.6693671706500702,3.414672156595086,5.915960734491714,0.35,0.2,10,8,0,0.23427850972752456,0.6829344313190173
7.826086956521752,0.6462689488396527,3.369699866306882,5.984031246589697,0.35,0.2,10,8,0,0.22619413209387843,0.6739399732613764
7.926421404682287,0.6239678251828505,3.3248318913231376,6.051200345230815,0.35,0.2,10,8,0,0.21838873881399767,0.6649663782646276
8.026755852842822,0.6024362558656408,3.280093468415907,6.117470337456471,0.35,0.2,10,8,0,0.21085268955297426,0.6560186936831814
8.127090301003356,0.581647655868901,3.2355083745588424,6.182844031311056,0.35,0.2,10,8,0,0.20357667955411535,0.6471016749117685
8.227424749163891,0.5615764509319852,3.191098811907732,6.247324798900754,0.35,0.2,10,8,0,0.1965517578261948,0.6382197623815464
8.327759197324426,0.5421978521407815,3.146885869759251,6.310916339841903,0.35,0.2,10,8,0,0.18976924824927352,0.6293771739518502
8.42809364548496,0.5234879322989627,3.102889358444693,6.373622770998934,0.35,0.2,10,8,0,0.18322077630463696,0.6205778716889386
8.528428093645495,0.5054236741548263,3.0591277028818755,6.435448684706303,0.35,0.2,10,8,0,0.1768982859541892,0.6118255405763752
8.62876254180603,0.48798276780535355,3.0156183553425584,6.496398938595098,0.35,0.2,10,8,0,0.17079396873187372,0.6031236710685117
8.729096989966564,0.47114367815276914,2.9723776489661957,6.556478734623923,0.35,0.2,10,0,5,0.16490028735346918,0.5944755297932391
8.829431438127099,0.4548856892442262,2.9294207001937904,6.615693672304211,0.35,0.2,10,0,5,0.15920999123547916,0.5858841400387581
8.929765886287633,0.4391887224615035,2.886761776851669,6.674049562428319,0.35,0.2,10,0,5,0.1537160528615262,0.5773523553703338
9.030100334448168,0.4240333959290534,2.8444141693485165,6.731552496463537,0.35,0.2,10,0,5,0.14841168857516868,0.5688828338697033
9.130434782608702,0.4094010645895267,2.802390102807249,6.788208894343845,0.35,0.2,10,0,5,0.14329037260633434,0.5604780205614498
9.230769230769237,0.39527365819658844,2.7607010626252366,6.844025340918482,0.35,0.2,10,0,5,0.13834578036880593,0.5521402125250473
9.331103678929772,0.38163373292468,2.719357682797669,6.8990086460178555,0.35,0.2,10,0,5,0.13357180652363798,0.5438715365595338
9.431438127090306,0.3684645074912013,2.6783696670209194,6.953165887228209,0.35,0.2,10,0,5,0.12896257762192045,0.5356739334041839
9.53177257525084,0.3557497191348001,2.6377460757628355,7.006504266842931,0.35,0.2,10,0,5,0.12451240169718002,0.5275492151525671
9.632107023411375,0.3434736681999718,2.597495229982301,7.059031163558446,0.35,0.2,10,0,5,0.12021578386999013,0.5194990459964602
9.73244147157191,0.33162125099452155,2.5576246396349878,7.110754171111503,0.35,0.2,10,0,5,0.11606743784808253,0.5115249279269976
9.832775919732445,0.3201778313229577,2.518141257654485,7.161680972763826,0.35,0.2,10,0,5,0.11206224096303519,0.503628251530897
9.93311036789298,0.30912927920436506,2.4790513964779324,7.211819386059087,0.35,0.2,10,0,5,0.10819524772152776,0.4958102792955865
10.033444816053514,0.29846200093314057,2.440360662885365,7.26117739792294,0.35,0.2,10,0,5,0.1044617003265992,0.488072132577073
10.133779264214049,0.2881628241416418,2.4020741833764507,7.309763054223342,0.35,0.2,10,0,5,0.10085698844957462,0.48041483667529017
10.234113712374583,0.2782190315897956,2.364196531410635,7.357584498740975,0.35,0.2,10,0,5,0.09737666105642846,0.472839306282127
10.334448160535118,0.26861838858028597,2.326731668224672,7.404650004936325,0.35,0.2,10,0,5,0.09401643600310008,0.46534633364493444
10.434782608695652,0.259349040209119,2.28968314255047,7.45096787898156,0.35,0.2,10,0,5,0.09077216407319164,0.457936628510094
10.535117056856187,0.2503995407831607,2.253054027338023,7.496546493619894,0.35,0.2,10,0,5,0.08763983927410623,0.4506108054676046
10.635451505016722,0.24175887869153406,2.216846866307219,7.541394316742243,0.35,0.2,10,0,5,0.08461560754203691,0.4433693732614439
10.735785953177256,0.2334163847648813,2.1810638503648825,7.58551982661118,0.35,0.2,10,0,5,0.08169573466770845,0.43621277007297654
10.83612040133779,0.2253617577412991,2.1457067628830764,7.628931541116552,0.35,0.2,10,0,5,0.07887661520945469,0.4291413525766153
10.936454849498325,0.2175850868128545,2.1107769314793883,7.671638043448711,0.35,0.2,10,0,5,0.07615478038449906,0.4221553862958777
11.03678929765886,0.21007676994149727,2.0762753836555032,7.713647908143999,0.35,0.2,10,0,5,0.07352686947952404,0.4152550767311007
11.137123745819395,0.2028275358485019,2.0422027995806005,7.754969726311926,0.35,0.2,10,0,5,0.07098963754697567,0.4084405599161201
11.23745819397993,0.1958284645088769,2.0085594684755725,7.7956121287566305,0.35,0.2,10,0,5,0.0685399625781069,0.4017118936951145
11.337792642140464,0.18907091425769013,1.9753454260264969,7.8355837214569375,0.35,0.2,10,0,5,0.06617481999019154,0.3950690852052994
11.438127090300998,0.18254654079688398,1.9425604135814707,7.87489310736279,0.35,0.2,10,0,5,0.06389128927890939,0.38851208271629417
11.538461538461533,0.1762473158533813,1.9102038386443352,7.9135489072434355,0.35,0.2,10,0,5,0.06168656054868345,0.3820407677288671
11.638795986622068,0.1701654620731679,1.8782748962483098,7.9515597034196706,0.35,0.2,10,0,5,0.059557911725608766,0.37565497924966196
11.739130434782602,0.1642934694578666,1.846772533658291,7.9889340586249835,0.35,0.2,10,0,5,0.057502714310253306,0.3693545067316582
11.839464882943137,0.15862411233174703,1.8156954146396116,8.02568053476976,0.35,0.2,10,0,5,0.05551843931611146,0.36313908292792235
11.939799331103671,0.15315039121363386,1.785042026544908,8.061807643982553,0.35,0.2,10,0,5,0.053602636924771845,0.35700840530898165
12.040133779264206,0.14786554699888566,1.7548106498311205,8.097323864911074,0.35,0.2,10,0,5,0.05175294144960998,0.3509621299662241
12.14046822742474,0.14276307636247643,1.7249993258102037,8.132237659568387,0.35,0.2,10,0,5,0.049967076726866747,0.34499986516204073
12.240802675585275,0.13783667990089546,1.6956059509746766,8.166557430865486,0.35,0.2,10,0,5,0.04824283796531341,0.33912119019493536
12.34113712374581,0.133080274328265,1.6666282507433154,8.200291536669475,0.35,0.2,10,0,5,0.046578096014892746,0.3333256501486631
12.441471571906344,0.12848800645572064,1.6380637503723026,8.233448304913038,0.35,0.2,10,0,5,0.04497080225950222,0.32761275007446056
12.541806020066879,0.12405420693433561,1.6099098579593585,8.266035996847375,0.35,0.2,10,0,5,0.04341897242701746,0.3219819715918717
12.642140468227414,0.1197734007204915,1.5821638418620836,8.2980628191585,0.35,0.2,10,0,5,0.04192069025217202,0.31643276837241674
12.742474916387948,0.1156403197725898,1.5548228044473158,8.329536937521178,0.35,0.2,10,0,5,0.04047411192040643,0.31096456088946317
12.842809364548483,0.11164986177470128,1.5278837551058873,8.360466444860503,0.35,0.2,10,0,5,0.03907745162114545,0.3055767510211775
12.943143812709017,0.10779709910658608,1.5013435908314108,8.390859371803097,0.35,0.2,10,0,5,0.03772898468730512,0.3002687181662822
13.043478260869552,0.10407729037951059,1.475199072529907,8.42072369883168,0.35,0.2,10,0,5,0.03642705163282871,0.2950398145059814
13.143812709030087,0.10048584359598577,1.4494468892087926,8.450067328936317,0.35,0.2,10,0,5,0.03517004525859502,0.28988937784175856
13.244147157190621,0.09701832382575447,1.4240836412799638,8.478898096635376,0.35,0.2,10,0,5,0.033956413339014065,0.28481672825599275
13.344481605351156,0.09367046368197691,1.3991058191986485,8.507223778860464,0.35,0.2,10,0,5,0.03278466228869192,0.2798211638397297
13.44481605351169,0.09043813044615853,1.3745098598264462,8.53505207146848,0.35,0.2,10,0,5,0.031653345656155484,0.27490197196528926
13.545150501672225,0.08731733261852943,1.350292132095798,8.562390597026756,0.35,0.2,10,0,5,0.0305610664164853,0.2700584264191596
13.64548494983276,0.08430422942614241,1.3264489177694727,8.589246914545464,0.35,0.2,10,0,5,0.029506480299149842,0.26528978355389454
13.745819397993294,0.08139510149419983,1.3029764608625367,8.615628499384341,0.35,0.2,10,0,5,0.02848828552296994,0.2605952921725074
13.846153846153829,0.07858635641736594,1.2798709553536853,8.641542749970027,0.35,0.2,10,0,5,0.02750522474607808,0.2559741910707371
13.946488294314364,0.07587453738784236,1.2571285278651556,8.66699699648808,0.35,0.2,10,0,5,0.026556088085744826,0.2514257055730311
14.046822742474898,0.07325629703208558,1.2347452809457677,8.691998483763227,0.35,0.2,10,0,5,0.025639703961229953,0.24694905618915355
14.147157190635433,0.07072840213461047,1.212717282547468,8.716554377059003,0.35,0.2,10,0,5,0.024754940747113662,0.2425434565094936
14.247491638795967,0.06828774146862668,1.191040550438348,8.740671769834108,0.35,0.2,10,0,5,0.023900709514019337,0.2382081100876696
14.347826086956502,0.06593130245423223,1.169711090067631,8.764357669219223,0.35,0.2,10,0,5,0.02307595585898128,0.23394221801352622
14.448160535117037,0.06365617515136494,1.1487248855585135,8.787619001031207,0.35,0.2,10,0,5,0.02227966130297773,0.22974497711170272
14.548494983277571,0.06145955936680483,1.1280778856872182,8.810462616687062,0.35,0.2,10,0,5,0.02151084577838169,0.22561557713744365
14.648829431438106,0.0593387438288572,1.1077660369653968,8.83289528094683,0.35,0.2,10,0,5,0.02076856034010002,0.22155320739307938
14.74916387959864,0.057291109550249075,1.087785275935257,8.854923676255577,0.35,0.2,10,0,5,0.020051888342587174,0.21755705518705143
14.849498327759175,0.05531413627684868,1.0681315165670073,8.876554408897228,0.35,0.2,10,0,5,0.01935994769689704,0.2136263033134015
14.94983277591971,0.05340538390930236,1.0488006791166025,8.897793998715178,0.35,0.2,10,0,5,0.018691884368255827,0.2097601358233205
15.050167224080244,0.05156249532249515,1.0297886835402474,8.91864888287834,0.35,0.2,10,0,5,0.018046873362873302,0.2059577367080495
15.150501672240779,0.04978320221537944,1.0110914381763352,8.939125421349367,0.35,0.2,10,0,5,0.017424120775382804,0.20221828763526706
15.250836120401313,0.048065308539039876,0.9927048648734136,8.959229888328629,0.35,0.2,10,0,5,0.016822857988663956,0.19854097297468273
15.351170568561848,0.04640669284815016,0.9746248933655316,8.9789684755274,0.35,0.2,10,0,5,0.016242342496852556,0.19492497867310632
15.451505016722383,0.04480531360685738,0.9568474511150847,8.998347297019139,0.35,0.2,10,0,5,0.015681859762400083,0.19136949022301697
15.551839464882917,0.0432591944072185,0.9393684851529821,9.01737238218088,0.35,0.2,10,0,5,0.015140718042526475,0.18787369703059642
15.652173913043452,0.04176642591890476,0.9221839572762008,9.036049678545977,0.35,0.2,10,0,5,0.014618249071616666,0.18443679145524017
15.752508361203986,0.04032517070155844,0.9052898349384174,9.054385056101106,0.35,0.2,10,0,5,0.014113809745545451,0.1810579669876835
15.852842809364521,0.03893365002014255,0.888682110195612,9.072384301525329,0.35,0.2,10,0,5,0.013626777507049891,0.17773642203912243
15.953177257525056,0.03759014545074305,0.8723567956053647,9.090053120684974,0.35,0.2,10,0,5,0.013156550907760068,0.17447135912107295
16.05351170568559,0.03629300324497118,0.8563099160632961,9.107397142432816,0.35,0.2,10,0,5,0.012702551135739912,0.17126198321265923
16.153846153846125,0.0350406225699767,0.8405375252016631,9.124421913969444,0.35,0.2,10,0,5,0.012264217899491843,0.16810750504033264
16.25418060200666,0.03383145682039681,0.8250357018867878,9.141132903033899,0.35,0.2,10,0,5,0.011841009887138883,0.16500714037735756
16.354515050167194,0.032664017575899706,0.8098005429096051,9.157535501255579,0.35,0.2,10,0,5,0.011432406151564897,0.16196010858192103
16.45484949832773,0.03153686411259453,0.794828177144086,9.173635020484403,0.35,0.2,10,0,5,0.011037902439408085,0.15896563542881723
16.555183946488263,0.030448604464345334,0.7801147625538827,9.189436694722856,0.35,0.2,10,0,5,0.010657011562520866,0.15602295251077655
16.655518394648798,0.02939789901081433,0.7656564796538593,9.20494568307641,0.35,0.2,10,0,5,0.010289264653785015,0.15313129593077188
16.755852842809333,0.028383451123449168,0.7514495437001044,9.22016706691753,0.35,0.2,10,0,5,0.009934207893207208,0.1502899087400209
16.856187290969867,0.027404008013621008,0.7374902021291904,9.235105851598272,0.35,0.2,10,0,5,0.009591402804767352,0.14749804042583808
16.9565217391304,0.026458363985303542,0.7237747287149554,9.249766969040826,0.35,0.2,10,0,5,0.00926042739485624,0.14475494574299108
17.056856187290936,0.025545352093273348,0.7102994340312112,9.264155275616599,0.35,0.2,10,0,5,0.00894087323264567,0.14205988680624224
17.15719063545147,0.024663844810586005,0.6970606632575231,9.278275553672975,0.35,0.2,10,0,5,0.0086323456837051,0.13941213265150462
17.257525083612006,0.023812756976994295,0.6840547909624629,9.292132513801628,0.35,0.2,10,0,5,0.008334464941948002,0.1368109581924926
17.35785953177254,0.022991038360061583,0.6712782300525107,9.305730793328513,0.35,0.2,10,0,5,0.008046863426021554,0.13425564601050216
17.458193979933075,0.022197674170103942,0.658727429887557,9.319074957683423,0.35,0.2,10,0,5,0.007769185959536379,0.1317454859775114
17.55852842809361,0.021431687732553897,0.6463988716284619,9.332169502380067,0.35,0.2,10,0,5,0.007501090706393864,0.12927977432569238
17.658862876254144,0.02069213385453087,0.6342890758607262,9.345018852025825,0.35,0.2,10,0,5,0.007242246849085804,0.12685781517214526
17.75919732441468,0.01997809921148192,0.6223946009711319,9.35762736155847,0.35,0.2,10,0,5,0.006992334724018672,0.12447892019422638
17.859531772575213,0.019288704769052603,0.6107120390034787,9.369999317968553,0.35,0.2,10,0,5,0.006751046669168411,0.12214240780069574
17.959866220735748,0.0186230998682262,0.5992380221234743,9.382138939749384,0.35,0.2,10,0,5,0.00651808495387917,0.11984760442469487
18.060200668896282,0.017980462504505627,0.587969221215042,9.394050378021536,0.35,0.2,10,0,5,0.006293161876576969,0.11759384424300841
18.160535117056817,0.017360001522513244,0.576902342193434,9.405737718025138,0.35,0.2,10,0,5,0.006076000532879635,0.1153804684386868
18.26086956521735,0.01676095134215074,0.5660341314583605,9.417204978940573,0.35,0.2,10,0,5,0.005866332969752759,0.1132068262916721
18.361204013377886,0.016182572148247486,0.5553613746745723,9.428456114918264,0.35,0.2,10,0,5,0.0056639002518866196,0.11107227493491445
18.46153846153842,0.015624151879015427,0.5448808934963151,9.439495016365752,0.35,0.2,10,0,5,0.005468453157655399,0.10897617869926302
18.561872909698955,0.015085001523983782,0.5345895501385526,9.450325510078548,0.35,0.2,10,0,5,0.005279750533394323,0.10691791002771052
18.66220735785949,0.01456445523951187,0.5244842463116621,9.46095136018991,0.35,0.2,10,0,5,0.005097559333829154,0.10489684926233243
18.762541806020025,0.014061872150298839,0.5145619203155668,9.471376269275218,0.35,0.2,10,0,5,0.004921655252604593,0.10291238406311337
18.86287625418056,0.01357663215729051,0.5048195508436057,9.481603878740186,0.35,0.2,10,0,5,0.004751821255051678,0.10096391016872115
18.963210702341094,0.013108135992246082,0.4952541560457263,9.491637769703111,0.35,0.2,10,0,5,0.0045878475972861285,0.09905083120914526
19.06354515050163,0.012655806849724192,0.4858627909546564,9.501481463936702,0.35,0.2,10,0,5,0.004429532397403467,0.09717255819093129
19.163879598662163,0.012219086649834633,0.47664255062333444,9.511138424467914,0.35,0.2,10,0,5,0.004276680327442121,0.0953285101246669
19.264214046822698,0.011797436043120302,0.46759056929492215,9.52061205640304,0.35,0.2,10,0,5,0.004129102615092106,0.09351811385898444
19.364548494983232,0.011390335888823714,0.4587040181270361,9.529905707725224,0.35,0.2,10,0,5,0.0039866175610882995,0.09174080362540722
19.464882943143767,0.010997283923310754,0.4499801077515623,9.53902267006621,0.35,0.2,10,0,5,0.0038490493731587637,0.08999602155031246
19.5652173913043,0.010617794724859204,0.4414160875332044,9.54796617948302,0.35,0.2,10,0,5,0.0037162281537007212,0.08828321750664088
19.665551839464836,0.010251401052552372,0.4330092435610759,9.556739417127456,0.35,0.2,10,0,5,0.0035879903683933303,0.08660184871221518
19.76588628762537,0.00989765087649962,0.4247569007090567,9.565345510155527,0.35,0.2,10,0,5,0.0034641778067748667,0.08495138014181135
19.866220735785905,0.009556107310681515,0.4166564219674891,9.573787532462914,0.35,0.2,10,0,5,0.00334463755873853,0.08333128439349782
19.96655518394644,0.009226349825498678,0.40870520667439836,9.582068505241187,0.35,0.2,10,0,5,0.0032292224389245372,0.08174104133487968
20.066889632106975,0.008907971600636513,0.40090069214510804,9.59019139799534,0.35,0.2,10,0,5,0.0031177900602227795,0.08018013842902161
20.16722408026751,0.008600579432871699,0.39324035306418,9.598159129244033,0.35,0.2,10,0,5,0.0030102028015050945,0.078648070612836
20.267558528428044,0.008303794834101694,0.3857216999312296,9.605974566975753,0.35,0.2,10,0,5,0.0029063281919355925,0.07714433998624592
20.36789297658858,0.008017251671922557,0.37834228032014317,9.61364052974902,0.35,0.2,10,0,5,0.0028060380851728946,0.07566845606402864
20.468227424749113,0.007740596058223665,0.3710996783204901,9.621159787362371,0.35,0.2,10,0,5,0.002709208620378283,0.07421993566409803
20.568561872909648,0.007473487343425604,0.363991513175353,9.628535061222307,0.35,0.2,10,0,5,0.002615720570198961,0.0727983026350706
20.668896321070182,0.00721559601361264,0.35701544022307163,9.6357690255044,0.35,0.2,10,0,5,0.002525458604764424,0.07140308804461433
20.769230769230717,0.006966603564811652,0.35016915037917645,9.642864307797096,0.35,0.2,10,0,5,0.002438311247684078,0.07003383007583529
20.86956521739125,0.006726203403168841,0.3434503689458796,9.649823489392036,0.35,0.2,10,0,5,0.002354171191109094,0.06869007378917592
20.969899665551786,0.00649409897084413,0.33685685628270784,9.656649106487531,0.35,0.2,10,0,5,0.0022729346397954452,0.06737137125654157
21.07023411371232,0.006270003610069166,0.33038640732155944,9.663343650809455,0.35,0.2,10,0,5,0.002194501263524208,0.0660772814643119
21.170568561872855,0.006053641378089991,0.32403685052951,9.669909569833484,0.35,0.2,10,0,5,0.0021187744823314967,0.064807370105902
