Time,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,Xo,k10,k11,k20,k21,k30,k31,k40,k41,k50,k51,k60,k61,k70,k71,k80,k81,k90,k91,k100,k101,k110,k111,k120,k121,k130,k131,k140,k141,k150,k151,k160,k161,k170,k171,k180,k181,k190,k191,X1,k200,k201,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20
1.0033444816053514,31.075795648166718,2.0713731279659178,2.3845219521481615,1.1863952943708718,0.2480497342564713,0.101647821469158,0.015528426810584197,0.0004517027777365479,0.00012997011528292758,0.00003428061271775392,0.0000016732766093779955,1.2691228012814407e-7,8.02738746437038e-9,2.5089192381592047e-9,1.202325655205636e-10,1.0975631180323178e-11,2.0766271468970869e-13,2.250392031336665e-14,4.024451961444693e-15,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,32.01271356665998,10.545212750957363,8.326890492261828,4.285202733553678,1.3245686503055534,0.5205022081334719,0.08760093261959616,0.004009182423661164,0.0012159970581736993,0.0002972172345148457,0.0000168558493352827,0.000001417110352350495,1.2068143629197081e-7,3.19938856710236e-8,1.7284303302639873e-9,1.587019927125141e-10,3.5783491194218105e-12,4.4385697285430057e-13,8.460405062067783e-14,1.6862453718453265e-14
1.1036789297658864,33.15769317648655,2.290274316387057,2.7952826630239906,1.4995313851379288,0.33629270302508524,0.1518287977920164,0.025833710843912224,0.0008105073749849425,0.0002536380689908606,0.0000744108523985653,0.0000040154619706638975,3.346960109379001e-7,2.2911242230397488e-8,7.890517706975102e-9,4.1573847654333056e-10,4.2085921488609815e-11,8.727570450459598e-13,1.0273154493159945e-13,1.9952718834779557e-14,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,31.263230456464846,11.214820289761978,9.070331234898525,4.93092583454602,1.6552725433171076,0.7004819266233957,0.13018749030183674,0.006625558505056717,0.002173534115421436,0.000579647016059051,0.00003652279766426979,0.0000033796285659409778,3.1746291929315925e-7,9.076755393204607e-8,5.419342642273257e-9,5.483027224388826e-10,1.3705075111781588e-11,1.859962934447399e-12,3.855104090616911e-13,8.360189191772636e-14
1.2040133779264215,35.10212712565346,2.501615397432615,3.2139431420160314,1.8425783464249776,0.43956862797804386,0.21663660238448734,0.040688299449304466,0.00136548218818623,0.0004607384672726538,0.00014904819454487732,0.00000881627639505017,8.006812938114222e-7,5.884545866988398e-8,2.214150993538341e-8,1.2717760185879237e-9,1.4157271094025122e-10,3.1910390397702593e-12,4.0466425018853235e-13,8.465825128172727e-14,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,30.563234234764757,11.837043953672776,9.769102039003613,5.5687621808143595,2.012084105666445,0.9088738700683383,0.18480086728371248,0.010368612204665579,0.003648102177221518,0.0010522460649998598,0.00007302533028528014,0.000007374171849877157,7.575987569470471e-7,2.3172170313537283e-7,1.5160890605943535e-8,1.6758891065185108e-9,4.604887641193115e-11,6.781071230265956e-12,1.515814507647187e-12,3.5471807287043727e-13
1.3043478260869565,36.91846474654906,2.705209324771081,3.6371477749207726,2.2120946923138862,0.55750371316235,0.2975927059713438,0.06122899361501525,0.002182783201455668,0.0007883646612433181,0.00027916747941895205,0.000017969831532489807,0.0000017653906181514356,1.3837386566736459e-7,5.64756435340897e-8,3.5111230730221395e-9,4.267705318030357e-10,1.0382387125617959e-11,1.40876628003473e-12,3.1528612932172214e-13,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,29.90935269124234,12.415435666828456,10.425151630671252,6.194187571857312,2.390874071160163,1.1442740534058904,0.25252618697045565,0.01550703081111252,0.005810391284980667,0.001799280346888684,0.00013652886834895277,0.000014937074946534824,0.0000016664308275814193,5.415809804657113e-7,3.8552812757073946e-8,4.622848928621112e-9,1.3865397419862203e-10,2.200120213999242e-11,5.267783757138588e-12,1.3210488818580158e-12
1.4046822742474916,38.61540662397265,2.9010043476475196,4.0621321330653855,2.6046568640060266,0.6894846702592916,0.3959578569509799,0.08866129742004276,0.003337907837772845,0.0012824477016212562,0.0004939811903358662,0.00003438935770253949,0.000003632091454488873,3.019106749639257e-7,1.3283609998803826e-7,8.88404809719356e-9,1.1718860732319688e-9,3.058470292989846e-11,4.4142289902462385e-12,1.0505528690732972e-12,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,29.298453615369848,12.953238450952021,11.04059814727784,6.803975001000035,2.7877350782525623,1.4048361010115435,0.33419674690087126,0.022321732399282344,0.008853717466476979,0.0029249306542120956,0.0002411444043585014,0.000028407957914143333,0.00000342057071491569,0.0000011744359733567375,9.040464982874199e-8,1.168687650121192e-8,3.8029961655127106e-10,6.463466005161062e-11,1.6477890531462572e-11,4.4018165214171156e-12
1.5050167224080266,40.20103881657174,3.0890440832399686,4.486619686466181,3.016947684344933,0.834721334473387,0.5127207644483175,0.12423296008868226,0.00491448834134906,0.0019978483044637966,0.0008325182582814767,0.0000623471210783982,0.000007041418926244071,6.177250723579701e-7,2.914369754500809e-7,2.085661796786563e-8,2.9700275571404373e-9,8.272449015901376e-11,1.2635662707472504e-11,3.181596920564907e-12,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,28.72762602603418,13.453424083841158,11.617617926671327,7.39589017226173,3.1990438051920527,1.6884163197192432,0.4303904479813152,0.031099362568819244,0.012990594434360701,0.0045534251873526575,0.00040566011855741065,0.000051183415722187524,0.000006616437014434523,0.000002388222073763073,1.9774334066369657e-7,2.7412598865975843e-8,9.627369509229514e-10,1.743552292374138e-10,4.7089226182440204e-11,1.3330891097166963e-11
1.6053511705685617,41.682879844567616,3.2694396324293336,4.90873680595123,3.4458134213783613,0.9923004321279804,0.6485998046889655,0.16920840229953024,0.007002829083684974,0.0029981014307898907,0.0013451049112819598,0.00010785824423756569,0.000012965064001692637,0.0000011954008424267321,6.019309783164798e-7,4.588132483281809e-8,7.021026225313927e-9,2.0775840283548216e-10,3.343727125854455e-11,8.868330728045452e-12,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,28.19416325595566,13.918723311572524,12.158378905352901,7.968454301040126,3.6214899549118624,1.9926940445530388,0.5414377236451864,0.04212623083110474,0.01844872813853092,0.00682837804525265,0.0006542165541205937,0.00008799687501262428,0.000012155878334142487,0.00000459314332130345,4.0718321167826065e-7,6.024984914286354e-8,2.2733093897581446e-9,4.367430985231907e-10,1.2440837280519061e-10,3.7158305750510445e-11
1.7056856187290967,43.06792330369562,3.4423497053093293,5.32694351812208,3.888298098517578,1.1612302263872152,0.8040543639883809,0.22484495301432683,0.009698285105924912,0.004354844022381505,0.002094678741571723,0.00017909906261714316,0.000022819044059824876,0.00000220324924300777,0.0000011792075673236158,9.53438906013656e-8,1.5615193039875297e-8,4.889400376902546e-10,8.259738774511741e-11,2.2985694640435224e-11,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,27.69554761066958,14.351650757925087,12.665000598014752,8.520761226491079,4.052083459186287,2.315267894695533,0.667437689335961,0.05568287301456784,0.02546669509847259,0.009911407314398874,0.0010168925301409471,0.00014521582551355145,0.000021349168526844804,0.000008413306130000078,7.952860609351663e-7,1.2508970326542995e-7,5.0503362952438945e-9,1.0252172335062341e-9,3.06830406353055e-10,9.63100605434236e-11
1.8060200668896318,44.36267671508243,3.6079661843838617,5.739977242908261,4.341661697891871,1.3404766003361408,0.9793028140724647,0.2923715070785648,0.013099570837981097,0.006146973302800619,0.0031578793511985023,0.0002868483811192568,0.000038596065151658565,0.000003890025745028739,0.000002204854188110082,1.8841550700874445e-7,3.290776894266566e-8,1.0864728589666184e-9,1.9199652576116668e-10,5.5869883390176035e-11,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,27.229436382570327,14.754525939763925,13.139530154862042,9.05233703604825,4.488148012001517,2.6537303095495046,0.808279655895577,0.07203934385351232,0.03428953500057863,0.013980144628881497,0.0015301754508089775,0.0002311462974011701,0.00003603473200591217,0.000014762268002938715,0.0000014825436504743106,2.469727697379369e-7,1.0631404450696678e-8,2.272467346056245e-9,7.121252113973009e-10,2.3409481140483763e-10
1.9063545150501668,45.573197080127066,3.7665034986366517,6.146807032659846,4.803387102306901,1.52899152819881,1.1743446713711552,0.37296994613271894,0.017307073573798976,0.008459591423265876,0.004625873616230905,0.00044493882387739234,0.00006301556101471948,0.000006611154483361103,0.00000395529193584554,3.5607046463040483e-7,6.610682538737229e-8,2.294061116854022e-9,4.227966821553964e-10,1.2825844200557923e-10,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,26.793649051154258,15.129491310274155,13.583928480082157,9.563032575543993,4.927306393570889,3.0057234100399954,0.9636677177008599,0.09145127973681208,0.04516444425883612,0.019225766592699967,0.002237297208056296,0.0003563340487793495,0.00005871411873207898,0.000024932602967899698,0.000002651586270012955,4.663019671658275e-7,2.1333499543293514e-8,4.786601291203273e-9,1.5658229605742114e-9,5.37402872003377e-10
2.006688963210702,46.705123516172854,3.918190732007914,6.546596227780955,5.271179300593334,1.725735020155418,1.3889850119524703,0.46775946114916805,0.022421231276975644,0.01138279520848709,0.006604888547387623,0.0006707050255677546,0.00009968913545189285,0.000010859499315522858,0.000006837518929788708,6.465520631518166e-7,1.272278222915997e-7,4.627471087613591e-9,8.870503379133466e-10,2.797615439102066e-10,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,26.386155534177774,15.478527964260314,14.000062811468027,10.052941220169387,5.367461231036405,3.368979340927277,1.1331466454699313,0.11415672566403534,0.05833671385282185,0.025850184552150924,0.003188424419347293,0.0005338521281946541,0.00009269998305771447,0.00004069894791416493,0.000004570155532363183,8.459191835398402e-7,4.1013412427829046e-8,9.632387377224094e-9,3.2803806028276573e-9,1.1722008689837657e-9
2.107023411371237,47.763707282883736,4.063265728218473,6.938671832875669,5.742959409574108,1.929691617056081,1.6228596743516523,0.5777837635174682,0.028541019767448522,0.0150103685390547,0.00921643901621379,0.000985415635637463,0.00015329838850069004,0.00001730054735335961,0.00001143326141595628,0.0000011325824662679708,2.355997301214784e-7,8.958240987890914e-9,1.7817582040307545e-9,5.827842833477147e-10,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,26.00506537816186,15.803469459686484,14.389703522101474,10.522335970845996,5.806773596194052,3.7413480588660706,1.3161277660371202,0.14037368895930472,0.07404601444551794,0.03406302568901512,0.004440698850048526,0.0007795652001232336,0.00014227416894813084,0.00006443336376921034,0.000007619279320171052,0.0000014804187098230387,7.586668033263078e-8,1.8603934586538315e-8,6.579698575971626e-9,2.4418661472269245e-9
2.207357859531772,48.75383946086514,4.201970673343142,7.3224992583508834,6.2168553476517285,2.1398824274288906,1.8754601766322405,0.7040010625570632,0.035762580916036596,0.019438430574282142,0.012597250715598722,0.0014146769380704353,0.00022978150941758207,0.000026811698222348372,0.00001855214400208264,0.0000019206114373265458,4.213382854381685e-7,1.6709013634589797e-8,3.440669693158498e-9,1.164547863349948e-9,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,25.648617794088555,16.106014090782256,14.754523711267382,10.971621308034994,6.243640983704751,4.120815196361074,1.5119138933297507,0.17029836182895025,0.09252309583860716,0.04407852778506899,0.006058130278327387,0.0011123621876710844,0.00021285249804695017,0.00009923125849674815,0.000012326953209054993,0.0000025080660002461076,1.3553274133133175e-7,3.462167143802726e-8,1.2688125083221157e-8,4.8794555474362826e-9
2.307692307692307,49.68007650494038,4.334548784979687,7.697661359903515,6.691190466923839,2.35537357636236,2.1461575966826874,0.8472766171455349,0.04417801190426968,0.024764086604643746,0.016898889634448445,0.0019887971632120112,0.0003365246082958927,0.00004052519616011301,0.000029294269135262512,0.000003162386427256098,7.300310438282337e-7,3.013057354716651e-8,6.41058953800391e-9,2.240742767403471e-9,10,4.32,0.36,0.37,0.46,5.01,0.86,2.22,0.85,1.29,0.83,2.25,0.37,0.9,0.25,0.28,0.75,2.81,0.41,2.3,0.05,0.5,0.17,0.9,0.7,0.98,0.46,4.22,0.75,0.71,0.44,1.33,0.11,0.33,0.21,2.21,0.67,3.84,0.45,0,4.19,0.24,25.315172458221465,16.387735865737284,15.09610064323121,11.401296322100542,6.676675633950994,4.5055122360427164,1.719722682728035,0.20410394387254754,0.11398693794309388,0.05611245470895819,0.00811134929947818,0.0015543502210836853,0.00031115252589632283,0.00014904562594423004,0.0000194074810580437,0.000004125670533429505,2.345828240184122e-7,6.229347254877537e-8,2.3608329580603453e-8,9.388712195420544e-9
