Time,A,test
4.715719063545158,1,0.14998178105386778
4.74916387959867,1,0.15987271829544747
4.782608695652182,1,0.16999836631873355
4.816053511705694,1,0.18033596090618081
4.849498327759206,1,0.1908627378402452
4.882943143812718,1,0.20155593290338192
4.91638795986623,1,0.21239278187804622
4.9498327759197425,1,0.22335052054669358
4.983277591973255,1,0.23440638469177882
5.016722408026767,1,0.24553761009575842
5.050167224080279,1,0.2567214325410866
5.083612040133791,1,0.2679350878102194
5.117056856187303,1,0.27915581168561177
5.150501672240815,1,0.2903608399497194
5.183946488294327,1,0.3015274083849973
5.2173913043478395,1,0.3126327527739008
5.250836120401352,1,0.32365410889888613
5.284280936454864,1,0.3345687125424072
5.317725752508376,1,0.34535379948692047
5.351170568561888,1,0.3559866055148809
5.3846153846154,1,0.36644436640874367
5.418060200668912,1,0.3767043179509651
5.451505016722424,1,0.38674369592399876
5.4849498327759365,1,0.3965397361103016
5.518394648829449,1,0.4060696742923284
5.551839464882961,1,0.4153107462525345
5.585284280936473,1,0.4242401877733753
5.618729096989985,1,0.43283523463730583
5.652173913043497,1,0.4410731226267817
5.685618729097009,1,0.44893108752425837
5.719063545150521,1,0.45638636511219144
5.7525083612040335,1,0.4634161911730356
5.785953177257546,1,0.46999780148924686
5.819397993311058,1,0.47610843184327994
5.85284280936457,1,0.48172531801759055
5.886287625418082,1,0.4868256957946337
5.919732441471594,1,0.4913868009568653
5.953177257525106,1,0.4953858692867405
5.986622073578618,1,0.49880013656671457
6.0200668896321305,1,0.5016122327658358
6.053511705685643,1,0.5038309531740043
6.086956521739155,1,0.5055011887893492
6.120401337792667,1,0.5066655545647013
6.153846153846179,1,0.5073666654528907
6.187290969899691,1,0.507647136406748
6.220735785953203,1,0.5075495823791034
6.254180602006715,1,0.5071166183227878
6.287625418060228,1,0.5063908591906311
6.32107023411374,1,0.5054149199354641
6.354515050167252,1,0.5042314155101171
6.387959866220764,1,0.5028829608674205
6.421404682274276,1,0.5014121709602047
6.454849498327788,1,0.4998616607413003
6.4882943143813,1,0.4982740451635376
6.5217391304348125,1,0.4966919391797471
6.555183946488325,1,0.49515795774275917
6.588628762541837,1,0.49371471580540427
6.622073578595349,1,0.49240482832051286
6.655518394648861,1,0.49127091024091535
6.688963210702373,1,0.49035557651944217
6.722408026755885,1,0.4897014421089237
6.755852842809397,1,0.48935112196219044
6.7892976588629095,1,0.48934723103207284
6.822742474916422,1,0.48973238427140126
6.856187290969934,1,0.49054919663300617
6.889632107023446,1,0.491840283069718
6.923076923076958,1,0.4936482585343672
6.95652173913047,1,0.49601573797978415
6.989966555183982,1,0.4989853363587994
7.023411371237494,1,0.5025959753455024
7.0568561872910065,1,0.5068484486255824
7.090301003344519,1,0.5117210564174124
7.123745819398031,1,0.5171918082147994
7.157190635451543,1,0.5232387135115505
7.190635451505055,1,0.529839781801473
7.224080267558567,1,0.5369730225783738
7.257525083612079,1,0.5446164453360602
7.290969899665591,1,0.5527480595683394
7.3244147157191035,1,0.5613458747690185
7.357859531772616,1,0.5703879004319046
7.391304347826128,1,0.5798521460508049
7.42474916387964,1,0.5897166211195266
7.458193979933152,1,0.5999593351318767
7.491638795986664,1,0.6105582975816624
7.525083612040176,1,0.621491517962691
7.558528428093688,1,0.6327370057687693
7.5919732441472005,1,0.6442727704937048
7.625418060200713,1,0.6560768216313045
7.658862876254225,1,0.6681271686753756
7.692307692307737,1,0.6804018211197252
7.725752508361249,1,0.6928787884581604
7.759197324414761,1,0.7055360801844884
7.792642140468273,1,0.7183517057925165
7.826086956521785,1,0.7313036747760515
7.859531772575298,1,0.7443699966289008
7.89297658862881,1,0.7575286808448716
7.926421404682322,1,0.7707577369177708
7.959866220735834,1,0.7840351743414058
7.993311036789346,1,0.7973390026095836
8.026755852842857,1,1
8.06020066889637,1,1
8.093645484949882,1,1
8.127090301003394,1,1
8.160535117056906,1,1
8.193979933110418,1,1
8.22742474916393,1,1
8.260869565217442,1,1
8.294314381270954,1,1
8.327759197324466,1,1
8.361204013377979,1,1
8.39464882943149,1,1
8.428093645485003,1,1
8.461538461538515,1,1
8.494983277592027,1,1
8.52842809364554,1,1
8.561872909699051,1,1
8.595317725752563,1,1
8.628762541806076,1,1
8.662207357859588,1,1
8.6956521739131,1,1
8.729096989966612,1,1
8.762541806020124,1,1
8.795986622073636,1,1
8.829431438127148,1,1
8.86287625418066,1,1
8.896321070234173,1,1
8.929765886287685,1,1
8.963210702341197,1,1
8.996655518394709,1,1
9.030100334448221,1,1
9.063545150501733,1,1
9.096989966555245,1,1
9.130434782608758,1,1
9.16387959866227,1,1
9.197324414715782,1,1
9.230769230769294,1,1
9.264214046822806,1,1
9.297658862876318,1,1
9.33110367892983,1,1
9.364548494983342,1,1
9.397993311036855,1,1
9.431438127090367,1,1
9.464882943143879,1,1
9.498327759197391,1,1
9.531772575250903,1,1
9.565217391304415,1,1
9.598662207357927,1,1
9.63210702341144,1,1
9.665551839464952,1,1
9.698996655518464,1,1
9.732441471571976,1,1
9.765886287625488,1,1
9.799331103679,1,1
9.832775919732512,1,1
9.866220735786024,1,1
9.899665551839536,1,1
9.933110367893049,1,1
9.96655518394656,1,1
10.000000000000073,1,1
