Time,A,test
0,1,0
0.033444816053511704,1,0.03408540306669072
0.06688963210702341,1,0.06816650212549903
0.1003344481605351,1,0.10223899316854251
0.13377926421404682,1,0.13629857218793875
0.16722408026755853,1,0.1703409351758053
0.20066889632107024,1,0.20436177812425987
0.23411371237458195,1,0.2383567970254199
0.26755852842809363,1,0.27232168787140304
0.3010033444816053,1,0.3062521466543269
0.334448160535117,1,0.34014386936630897
0.3678929765886287,1,0.37399255199946685
0.40133779264214037,1,0.40779389054591825
0.43478260869565205,1,0.44154358099778074
0.46822742474916373,1,0.47523731934717184
0.5016722408026755,1,0.5088708015862091
0.5351170568561872,1,0.5424397237070102
0.5685618729096988,1,0.5759397817016927
0.6020066889632105,1,0.6093666715623741
0.6354515050167222,1,0.6427160892811721
0.6688963210702339,1,0.6759837308502042
0.7023411371237456,1,0.709165292261588
0.7357859531772573,1,0.7422564695074413
0.7692307692307689,1,0.7752529585798813
0.8026755852842806,1,0.8081504554710259
0.8361204013377923,1,0.8409446561729925
0.869565217391304,1,0.8736312566778989
0.9030100334448157,1,0.9062059529778624
0.9364548494983274,1,0.9386644410650007
0.969899665551839,1,0.9710024169314315
1.0033444816053507,1,1.003215558812743
1.0367892976588624,1,1.035280410279953
1.070234113712374,1,1.0671167895734441
1.1036789297658858,1,1.098633987510558
1.1371237458193975,1,1.129741294908637
1.1705685618729091,1,1.1603480025850228
1.2040133779264208,1,1.1903634013570583
1.2374581939799325,1,1.219696782042085
1.2709030100334442,1,1.2482574354574452
1.3043478260869559,1,1.275954652420481
1.3377926421404676,1,1.3026977237485349
1.3712374581939792,1,1.3283959402589485
1.404682274247491,1,1.3529585927690642
1.4381270903010026,1,1.376294972096224
1.4715719063545143,1,1.3983143690577704
1.505016722408026,1,1.4189260744710452
1.5384615384615377,1,1.4380393791533905
1.5719063545150493,1,1.4555635739221486
1.605351170568561,1,1.4714079495946615
1.6387959866220727,1,1.4854817969882714
1.6722408026755844,1,1.4976944069203206
1.705685618729096,1,1.507955070208151
1.7391304347826078,1,1.5161730776691047
1.7725752508361194,1,1.522257720120524
1.8060200668896311,1,1.526118288379751
1.8394648829431428,1,1.5276640732641278
1.8729096989966545,1,1.5268043655909964
1.9063545150501662,1,1.5234484561776993
1.9397993311036779,1,1.517505635841578
1.9732441471571895,1,1.5088851953999756
2.0066889632107014,1,1.4974967368579712
2.040133779264213,1,1.4833158340211459
2.073578595317725,1,1.4664652524952495
2.1070234113712365,1,1.4470876739012786
2.140468227424748,1,1.425325779860229
2.17391304347826,1,1.4013222519930968
2.2073578595317715,1,1.3752197719208779
2.2408026755852832,1,1.3471610212645682
2.274247491638795,1,1.3172886816451637
2.3076923076923066,1,1.2857454346836605
2.3411371237458183,1,1.2526739620010547
2.37458193979933,1,1.218216945218342
2.4080267558528416,1,1.1825170659565185
2.4414715719063533,1,1.1457170058365802
2.474916387959865,1,1.107959446479523
2.5083612040133767,1,1.0693870695063432
2.5418060200668884,1,1.0301425565380362
2.5752508361204,1,0.9903685891955988
2.6086956521739117,1,0.9502078491000262
2.6421404682274234,1,0.9098030178723149
2.675585284280935,1,0.8692967771334605
2.709030100334447,1,0.8288318085044594
2.7424749163879585,1,0.7885507936063073
2.77591973244147,1,0.7485964140600002
2.809364548494982,1,0.7091113514865341
2.8428093645484935,1,0.6702382875069052
2.876254180602005,1,0.6321199037421092
2.909698996655517,1,0.5948988818131423
2.9431438127090286,1,0.5587179033410004
2.9765886287625403,1,0.5237196499466794
3.010033444816052,1,0.4900450384766723
3.0434782608695636,1,0.457780373387032
3.0769230769230753,1,0.4269113941738749
3.110367892976587,1,0.39741533661965645
3.1438127090300987,1,0.36926943650683186
3.1772575250836104,1,0.34245092961785667
3.210702341137122,1,0.31693705173518605
3.2441471571906337,1,0.2927050386412755
3.2775919732441454,1,0.2697321261185802
3.311036789297657,1,0.24799554994955575
3.344481605351169,1,0.22747254591665728
3.3779264214046805,1,0.20814034980234025
3.411371237458192,1,0.18997619738905996
3.444816053511704,1,0.1729573244592718
3.4782608695652155,1,0.15706096679543108
3.511705685618727,1,0.14226436017999322
3.545150501672239,1,0.12854474039541358
3.5785953177257506,1,0.11587934322414745
3.6120401337792623,1,0.10424540444865016
3.645484949832774,1,0.09362015985137706
3.6789297658862856,1,0.0839808452147836
3.7123745819397973,1,0.07530469632132514
3.745819397993309,1,0.06756894895345689
3.7792642140468207,1,0.06075083889363425
3.8127090301003324,1,0.054827601924312686
3.846153846153844,1,0.04977647382794742
3.8795986622073557,1,0.04557469038699391
3.9130434782608674,1,0.04219948738390755
3.946488294314379,1,0.03962810060114341
3.9799331103678908,1,0.03783776582115711
4.013377926421403,1,0.03680571882640388
4.046822742474915,1,0.03650919539933922
4.080267558528427,1,0.03692543132241827
4.113712374581939,1,0.03803166237809652
4.147157190635451,1,0.03980512434882949
4.1806020066889635,1,0.042223053017072076
4.214046822742476,1,0.045262684165280176
4.247491638795988,1,0.048901253575908576
4.2809364548495,1,0.05311599703141312
4.314381270903012,1,0.05788415031424893
4.347826086956524,1,0.0631829492068714
4.381270903010036,1,0.06898962949173587
4.414715719063548,1,0.07528142695129758
4.4481605351170606,1,0.08203557736801215
4.481605351170573,1,0.0892293165243348
4.515050167224085,1,0.09683988020272066
4.548494983277597,1,0.10484450418562552
4.581939799331109,1,0.11322042425550427
4.615384615384621,1,0.1219448761948127
4.648829431438133,1,0.13099509578600577
4.6822742474916454,1,0.14034831881153903
