Time,S1,P,Xo,k1,k2,k3,v1,_J0,_J1,_J2,_J3
5.410821643286574,2.240133086219999,1.0980905800042542,20,0.1,0.3,0.23,0.3,0.9532476905720364,0.6720399258659996,0.5152306098305998,0.3
5.61122244488978,2.193799989223376,1.1401507238273998,20,0.1,0.3,0.23,0.3,0.9345136198740445,0.6581399967670127,0.5045739975213764,0.3
5.811623246492986,2.14873219271909,1.1801037059666095,20,0.1,0.3,0.23,0.3,0.9173875511180072,0.6446196578157269,0.4942084043253907,0.3
6.012024048096192,2.105091828577409,1.2180118338935617,20,0.1,0.3,0.23,0.3,0.9017084442192278,0.6315275485732227,0.48417112057280415,0.3
6.212424849699398,2.0629959137867138,1.2539437994605342,20,0.1,0.3,0.23,0.3,0.8873335708187072,0.6188987741360141,0.47448906017094417,0.3
6.4128256513026045,2.02252445090587,1.2879727282652087,20,0.1,0.3,0.23,0.3,0.8741362933623967,0.606757335271761,0.46518062370835017,0.3
6.613226452905811,1.983726542298313,1.3201746683402795,20,0.1,0.3,0.23,0.3,0.86200406688807,0.5951179626894939,0.45625710472861203,0.3
6.813627254509017,1.9466263936655004,1.350627353393173,20,0.1,0.3,0.23,0.3,0.8508366913679296,0.5839879180996501,0.4477240705430651,0.3
7.014028056112223,1.9112278149315365,1.379409157389606,20,0.1,0.3,0.23,0.3,0.840544802388738,0.573368344479461,0.4395823974342534,0.3
7.214428857715429,1.8775179276053406,1.4065983171670973,20,0.1,0.3,0.23,0.3,0.831048532583651,0.5632553782816022,0.43182912334922835,0.3
7.414829659318635,1.8454706390243514,1.4322721523014312,20,0.1,0.3,0.23,0.3,0.8222764044342601,0.5536411917073054,0.42445824697560086,0.3
7.6152304609218415,1.8150496687699331,1.4565065014220138,20,0.1,0.3,0.23,0.3,0.8141643422650203,0.54451490063098,0.4174614238170846,0.3
7.815631262525048,1.7862109308028364,1.4793753266158978,20,0.1,0.3,0.23,0.3,0.8066547966861484,0.5358632792408509,0.4108285140846524,0.3
8.016032064128254,1.7589044502944913,1.5009504171239378,20,0.1,0.3,0.23,0.3,0.7996959820978681,0.5276713350883474,0.404548023567733,0.3
8.216432865731461,1.733076050688893,1.5213011468068478,20,0.1,0.3,0.23,0.3,0.7932412209199762,0.5199228152066678,0.3986074916584454,0.3
8.416833667334668,1.7086684795709053,1.540494346438899,20,0.1,0.3,0.23,0.3,0.7872483569205619,0.5126005438712715,0.39299375030130823,0.3
8.617234468937875,1.6856225979580908,1.5585941563555368,20,0.1,0.3,0.23,0.3,0.7816792651667748,0.5056867793874272,0.3876931975303609,0.3
8.817635270541082,1.6638783342126306,1.5756619602541606,20,0.1,0.3,0.23,0.3,0.7764994129131154,0.4991635002637892,0.3826920168689051,0.3
9.01803607214429,1.6433754336017956,1.5917563629882492,20,0.1,0.3,0.23,0.3,0.7716774726826696,0.49301263008053864,0.377976349728413,0.3
9.218436873747496,1.6240540616175863,1.6069331971857883,20,0.1,0.3,0.23,0.3,0.7671849827832262,0.48721621848527585,0.37353243417204485,0.3
9.418837675350703,1.6058552841707165,1.621245555905977,20,0.1,0.3,0.23,0.3,0.7629960480023562,0.48175658525121495,0.36934671535926483,0.3
9.61923847695391,1.5887213773320163,1.6347438496320883,20,0.1,0.3,0.23,0.3,0.7590870741682448,0.4766164131996049,0.36540591678636375,0.3
9.819639278557117,1.5725961260621,1.647475864255997,20,0.1,0.3,0.23,0.3,0.7554365374968384,0.47177883781862995,0.36169710899428303,0.3
10.020040080160324,1.5574249995556213,1.6594868445278623,20,0.1,0.3,0.23,0.3,0.7520247765523576,0.4672274998666864,0.3582077498977929,0.3
10.220440881763531,1.543155527938338,1.6708195392788905,20,0.1,0.3,0.23,0.3,0.7488338207005896,0.4629466583815014,0.35492577142581777,0.3
10.420841683366739,1.5297370599980695,1.6815143591791628,20,0.1,0.3,0.23,0.3,0.7458472087437261,0.4589211179994208,0.351839523799556,0.3
10.621242484969946,1.517121456286582,1.6916093639363714,20,0.1,0.3,0.23,0.3,0.7430498744717843,0.4551364368859746,0.34893793494591385,0.3
10.821643286573153,1.5052623364691955,1.7011405095266068,20,0.1,0.3,0.23,0.3,0.740427975866577,0.45157870094075864,0.34621033738791496,0.3
11.02204408817636,1.494115863612957,1.7101415973713734,20,0.1,0.3,0.23,0.3,0.7379688212379177,0.4482347590838871,0.3436466486309801,0.3
11.222444889779567,1.483639826814018,1.7186445156966732,20,0.1,0.3,0.23,0.3,0.7356607266792602,0.44509194804420543,0.34123716016722416,0.3
11.422845691382774,1.4737944584276492,1.7266792298748364,20,0.1,0.3,0.23,0.3,0.7334929529249419,0.44213833752829473,0.3389727254383593,0.3
11.623246492985981,1.4645418642660164,1.7342739410375647,20,0.1,0.3,0.23,0.3,0.7314556050814234,0.4393625592798049,0.33684462878118376,0.3
11.823647294589188,1.4558462100182825,1.7414551452291267,20,0.1,0.3,0.23,0.3,0.7295395671457696,0.43675386300548474,0.33484462830420497,0.3
12.024048096192395,1.4476735801884977,1.7482477279083783,20,0.1,0.3,0.23,0.3,0.7277364335427466,0.4343020740565493,0.3329649234433545,0.3
12.224448897795602,1.439991952673154,1.7546750561548317,20,0.1,0.3,0.23,0.3,0.7260384470870187,0.4319975858019462,0.3311981491148254,0.3
12.42484969939881,1.4327711307623285,1.760759057087762,20,0.1,0.3,0.23,0.3,0.7244384456026152,0.42983133922869854,0.3295373600753356,0.3
12.625250501002016,1.4259826022046704,1.7665202904000619,20,0.1,0.3,0.23,0.3,0.7229298143737031,0.42779478066140114,0.3279759985070742,0.3
12.825651302605223,1.419599588577212,1.7719780564673224,20,0.1,0.3,0.23,0.3,0.7215064330447297,0.42587987657316356,0.32650790537275876,0.3
13.02605210420843,1.4135969984081074,1.7771504863359167,20,0.1,0.3,0.23,0.3,0.7201626306677877,0.4240790995224322,0.3251273096338647,0.3
13.226452905811637,1.4079509087203825,1.7820544761489738,20,0.1,0.3,0.23,0.3,0.7188931838489648,0.42238527261611475,0.323828709005688,0.3
13.426853707414844,1.4026391666595117,1.78670599095528,20,0.1,0.3,0.23,0.3,0.7176932214920893,0.4207917499978535,0.3226070083316877,0.3
13.627254509018051,1.3976409846540652,1.791120030486289,20,0.1,0.3,0.23,0.3,0.7165582196948891,0.41929229539621954,0.321457426470435,0.3
13.827655310621259,1.392936618915278,1.7953104253901924,20,0.1,0.3,0.23,0.3,0.7154840413550219,0.4178809856745834,0.32037542235051397,0.3
14.028056112224466,1.3885078110124556,1.7992904106173764,20,0.1,0.3,0.23,0.3,0.7144667778713624,0.41655234330373664,0.3193567965328648,0.3
14.228456913827673,1.3843373799715268,1.8030723594513207,20,0.1,0.3,0.23,0.3,0.7135028081799089,0.41530121399145803,0.3183975973934512,0.3
14.42885771543088,1.380408932602592,1.8066676209446613,20,0.1,0.3,0.23,0.3,0.7125888313511256,0.41412267978077755,0.31749405449859613,0.3
14.629258517034087,1.3767072975988206,1.8100871221245614,20,0.1,0.3,0.23,0.3,0.7117217057981831,0.41301218927964617,0.31664267844772875,0.3
14.829659318637294,1.3732181541221646,1.81334103546092,20,0.1,0.3,0.23,0.3,0.7108985276903454,0.4119654462366494,0.3158401754480979,0.3
15.0300601202405,1.369928284472152,1.8164387075537256,20,0.1,0.3,0.23,0.3,0.7101166429207117,0.4109784853416456,0.315083505428595,0.3
15.230460921843708,1.3668250168610119,1.819389121038682,20,0.1,0.3,0.23,0.3,0.7093735253057891,0.41004750505830356,0.31436975387803273,0.3
15.430861723446915,1.3638965831560805,1.8222006255359589,20,0.1,0.3,0.23,0.3,0.7086668403031,0.40916897494682414,0.31369621412589854,0.3
15.631262525050122,1.3611322395371548,1.8248809392587158,20,0.1,0.3,0.23,0.3,0.7079944404753657,0.40833967186114645,0.3130604150935456,0.3
15.831663326653329,1.3585216300833094,1.8274374431853595,20,0.1,0.3,0.23,0.3,0.7073542881807572,0.4075564890249928,0.31245997491916117,0.3
16.032064128256536,1.356055196603342,1.8298770040585681,20,0.1,0.3,0.23,0.3,0.7067444970688228,0.4068165589810026,0.31189269521876867,0.3
16.23246492985974,1.3537240922176987,1.8322060012956938,20,0.1,0.3,0.23,0.3,0.7061633225425794,0.4061172276653096,0.3113565412100707,0.3
16.432865731462947,1.3515199589865667,1.8344305276116832,20,0.1,0.3,0.23,0.3,0.7056091093138268,0.40545598769597,0.31084959056691036,0.3
16.633266533066152,1.3494350132236872,1.8365562477834776,20,0.1,0.3,0.23,0.3,0.705080324623503,0.4048305039671061,0.31037005304144805,0.3
16.833667334669357,1.3474619660361384,1.8385884385793254,20,0.1,0.3,0.23,0.3,0.70457554635887,0.40423858981084154,0.30991625218831187,0.3
17.034068136272563,1.3455939888363395,1.840532155050219,20,0.1,0.3,0.23,0.3,0.7040934201164293,0.4036781966509018,0.3094866174323581,0.3
17.234468937875768,1.343824706589723,1.842392077354305,20,0.1,0.3,0.23,0.3,0.7036326958318845,0.4031474119769169,0.30907968251563633,0.3
17.434869739478973,1.3421481493190726,1.8441725801705062,20,0.1,0.3,0.23,0.3,0.7031922092013493,0.40264444479572176,0.3086940743433867,0.3
17.63527054108218,1.340558646687235,1.8458778613146871,20,0.1,0.3,0.23,0.3,0.7027708487377166,0.40216759400617047,0.30832848873806407,0.3
17.835671342685384,1.3390509916207973,1.8475117902119575,20,0.1,0.3,0.23,0.3,0.7023675922518754,0.4017152974862392,0.3079817280727834,0.3
18.03607214428859,1.3376202985810262,1.849078006072799,20,0.1,0.3,0.23,0.3,0.7019814816361671,0.40128608957430784,0.30765266867363605,0.3
18.236472945891794,1.3362618811411477,1.8505799879418752,20,0.1,0.3,0.23,0.3,0.7016116048173074,0.4008785643423443,0.307340232662464,0.3
18.436873747495,1.3349715029301277,1.852020943445715,20,0.1,0.3,0.23,0.3,0.7012571224612635,0.4004914508790383,0.3070434456739294,0.3
18.637274549098205,1.333745158650209,1.8534039096801203,20,0.1,0.3,0.23,0.3,0.7009172424608506,0.4001235475950627,0.3067613864895481,0.3
18.83767535070141,1.3325790435131466,1.8547317729654549,20,0.1,0.3,0.23,0.3,0.7005912145372692,0.399773713053944,0.3064931800080237,0.3
19.038076152304615,1.331469692543101,1.856007203482416,20,0.1,0.3,0.23,0.3,0.7002783457833508,0.39944090776293034,0.3062380292849133,0.3
19.23847695390782,1.3304138267956516,1.8572327449781871,20,0.1,0.3,0.23,0.3,0.6999779781731671,0.39912414803869545,0.30599518016299987,0.3
19.438877755511026,1.3294083711683722,1.858410807312811,20,0.1,0.3,0.23,0.3,0.6996894900072806,0.39882251135051167,0.3057639253687256,0.3
19.63927855711423,1.3284504718688124,1.8595436187925158,20,0.1,0.3,0.23,0.3,0.6994123072144391,0.3985351415606437,0.30554360852982687,0.3
19.839679358717436,1.3275374389467065,1.860633321939722,20,0.1,0.3,0.23,0.3,0.6991458795718185,0.39826123168401195,0.30533361095774253,0.3
20.04008016032064,1.3266667477017904,1.8616819407204654,20,0.1,0.3,0.23,0.3,0.6988896884524051,0.3980000243105371,0.3051333519714118,0.3
20.240480961923847,1.3258360907357638,1.8626912929770392,20,0.1,0.3,0.23,0.3,0.6986432679299177,0.39775082722072913,0.3049423008692257,0.3
20.440881763527052,1.325043222574632,1.8636632046437867,20,0.1,0.3,0.23,0.3,0.6984061522167658,0.3975129667723896,0.3047599411921654,0.3
20.641282565130258,1.324286032442404,1.8645993900023392,20,0.1,0.3,0.23,0.3,0.6981779047290683,0.39728580973272115,0.3045857874617529,0.3
20.841683366733463,1.3235625053056173,1.8655014951309377,20,0.1,0.3,0.23,0.3,0.6979581072975888,0.39706875159168514,0.30441937622029197,0.3
21.042084168336668,1.3228709581527212,1.866370930732294,20,0.1,0.3,0.23,0.3,0.6977464007036398,0.39686128744581634,0.3042603203751259,0.3
21.242484969939873,1.3222097261722685,1.8672090942439503,20,0.1,0.3,0.23,0.3,0.6975424303777108,0.39666291785168056,0.30410823701962175,0.3
21.44288577154308,1.3215770696342093,1.8680174357667287,20,0.1,0.3,0.23,0.3,0.6973458302792099,0.39647312089026276,0.30396272601586816,0.3
21.643286573146284,1.3209713956070543,1.8687973011976362,20,0.1,0.3,0.23,0.3,0.6971562609756571,0.3962914186821163,0.3038234209896225,0.3
21.84368737474949,1.3203912750489224,1.8695499149909578,20,0.1,0.3,0.23,0.3,0.6969734136882237,0.3961173825146767,0.3036899932612522,0.3
22.044088176352695,1.319835675894341,1.8702762041702459,20,0.1,0.3,0.23,0.3,0.6967970528739308,0.3959507027683023,0.30356220545569845,0.3
22.2444889779559,1.3193031242838644,1.8709774286994854,20,0.1,0.3,0.23,0.3,0.6966268630352741,0.3957909372851593,0.30343971858528884,0.3
22.444889779559105,1.3187923874356025,1.8716546671216057,20,0.1,0.3,0.23,0.3,0.6964625736160309,0.3956377162306807,0.30332224911018857,0.3
22.64529058116231,1.3183022761549936,1.8723089644939768,20,0.1,0.3,0.23,0.3,0.6963039229842554,0.3954906828464981,0.30320952351564856,0.3
22.845691382765516,1.3178320116572397,1.872941065284118,20,0.1,0.3,0.23,0.3,0.6961507230926127,0.3953496034971719,0.30310136268116517,0.3
23.04609218436872,1.3173805143816482,1.873551930098823,20,0.1,0.3,0.23,0.3,0.6960027341253648,0.3952141543144944,0.3029975183077791,0.3
23.246492985971926,1.3169468174089844,1.87414243470011,20,0.1,0.3,0.23,0.3,0.6958597374484962,0.3950840452226953,0.3028977680040664,0.3
23.44689378757513,1.3165300263035125,1.8747133988215599,20,0.1,0.3,0.23,0.3,0.6957215285599831,0.3949590078910537,0.3028019060498079,0.3
23.647294589178337,1.316129367159758,1.875265557543507,20,0.1,0.3,0.23,0.3,0.6955879239581289,0.3948388101479274,0.30270975444674436,0.3
23.847695390781542,1.3157441340142644,1.8757995953852802,20,0.1,0.3,0.23,0.3,0.6954587528315072,0.3947232402042793,0.30262115082328084,0.3
24.048096192384747,1.3153735538050695,1.876316233658932,20,0.1,0.3,0.23,0.3,0.6953338358959997,0.39461206614152083,0.302535917375166,0.3
24.248496993987953,1.3150169384719204,1.8768161323393926,20,0.1,0.3,0.23,0.3,0.6952130091030961,0.3945050815415761,0.3024538958485417,0.3
24.448897795591158,1.314673640071423,1.8772999200970353,20,0.1,0.3,0.23,0.3,0.6950961163383174,0.3944020920214269,0.3023749372164273,0.3
24.649298597194363,1.3143431053588803,1.8777681662604344,20,0.1,0.3,0.23,0.3,0.694983016161074,0.3943029316076641,0.3022989142325425,0.3
24.84969939879757,1.314024729298048,1.8782214585086636,20,0.1,0.3,0.23,0.3,0.6948735630080008,0.3942074187894144,0.3022256877385511,0.3
25.050100200400774,1.3137179615674788,1.8786603475306396,20,0.1,0.3,0.23,0.3,0.6947676205411422,0.39411538847024363,0.3021551311605201,0.3
25.25050100200398,1.313422273991957,1.8790853648140906,20,0.1,0.3,0.23,0.3,0.6946650573277269,0.3940266821975871,0.3020871230181501,0.3
25.450901803607184,1.3131372221458868,1.8794969823753356,20,0.1,0.3,0.23,0.3,0.6945657565336892,0.39394116664376605,0.302021561093554,0.3
25.65130260521039,1.3128623407325966,1.8798956816006194,20,0.1,0.3,0.23,0.3,0.6944695992906307,0.393858702219779,0.3019583383684972,0.3
25.851703406813595,1.3125971699751033,1.880281936089896,20,0.1,0.3,0.23,0.3,0.6943764688241194,0.39377915099253097,0.3018973490942738,0.3
26.0521042084168,1.312341278904835,1.880656196536829,20,0.1,0.3,0.23,0.3,0.6942862540848964,0.3937023836714505,0.30183849414811204,0.3
26.252505010020005,1.3120942826838273,1.8810188774927208,20,0.1,0.3,0.23,0.3,0.6941988529212798,0.39362828480514817,0.3017816850172803,0.3
26.45290581162321,1.311855857066063,1.881370346980312,20,0.1,0.3,0.23,0.3,0.6941141745614229,0.3935567571198189,0.3017268471251945,0.3
26.653306613226416,1.3116256087513323,1.881711019470115,20,0.1,0.3,0.23,0.3,0.6940321171995092,0.3934876826253997,0.3016738900128064,0.3
26.85370741482962,1.3114031918294287,1.8820412723459854,20,0.1,0.3,0.23,0.3,0.6939525881154357,0.3934209575488286,0.3016227341207686,0.3
27.054108216432827,1.311188272497635,1.8823614711997767,20,0.1,0.3,0.23,0.3,0.6938754975681466,0.39335648174929044,0.30157330267445603,0.3
27.254509018036032,1.3109806071175298,1.8826719149947777,20,0.1,0.3,0.23,0.3,0.6938007719840095,0.39329418213525896,0.3015255396370319,0.3
27.454909819639237,1.3107798759892213,1.8829729528896881,20,0.1,0.3,0.23,0.3,0.6937283258225997,0.39323396279676637,0.3014793714775209,0.3
27.655310621242442,1.3105858030485318,1.883264900140823,20,0.1,0.3,0.23,0.3,0.6936580818163177,0.39317574091455953,0.30143473470116233,0.3
27.855711422845648,1.3103981239089542,1.8835480605744137,20,0.1,0.3,0.23,0.3,0.6935899655515338,0.3931194371726862,0.30139156849905946,0.3
28.056112224448853,1.3102166018630224,1.883822716875968,20,0.1,0.3,0.23,0.3,0.6935239077964511,0.3930649805589067,0.3013498184284952,0.3
28.25651302605206,1.3100410078481697,1.8840891430327873,20,0.1,0.3,0.23,0.3,0.6934598415002123,0.3930123023544509,0.301309431805079,0.3
28.456913827655264,1.30987111091137,1.884347610322265,20,0.1,0.3,0.23,0.3,0.693397700347408,0.39296133327341104,0.3012703555096151,0.3
28.65731462925847,1.30970669618764,1.8845983763857839,20,0.1,0.3,0.23,0.3,0.693337421379912,0.392912008856292,0.3012325401231572,0.3
28.857715430861674,1.3095475600504287,1.8848416885221957,20,0.1,0.3,0.23,0.3,0.6932789441990249,0.3928642680151286,0.3011959388115986,0.3
29.05811623246488,1.309393516577287,1.8850777803590484,20,0.1,0.3,0.23,0.3,0.6932222117599546,0.39281805497318606,0.301160508812776,0.3
29.258517034068085,1.3092443740288027,1.8853068848660617,20,0.1,0.3,0.23,0.3,0.6931671672397655,0.3927733122086408,0.30112620602662465,0.3
29.45891783567129,1.30909995260537,1.8855292248729008,20,0.1,0.3,0.23,0.3,0.6931137563121005,0.39272998578161095,0.3010929890992351,0.3
29.659318637274495,1.3089600786040685,1.8857450164484812,20,0.1,0.3,0.23,0.3,0.6930619263310458,0.3926880235812205,0.30106081807893575,0.3
29.8597194388777,1.3088246206324334,1.8859544434020528,20,0.1,0.3,0.23,0.3,0.6930116324505586,0.39264738618973,0.3010296627454597,0.3
30.060120240480906,1.30869341395258,1.8861577107338598,20,0.1,0.3,0.23,0.3,0.6929628247832175,0.392608024185774,0.3009994852090934,0.3
30.26052104208411,1.3085663034934565,1.8863550143383458,20,0.1,0.3,0.23,0.3,0.6929154556749737,0.3925698910480369,0.300970249803495,0.3
30.460921843687316,1.3084431413823088,1.8865465428044337,20,0.1,0.3,0.23,0.3,0.6928694792694712,0.3925329424146926,0.300941922517931,0.3
30.66132264529052,1.3083237820540778,1.886732480925131,20,0.1,0.3,0.23,0.3,0.6928248506626586,0.3924971346162233,0.3009144698724379,0.3
30.861723446893727,1.308208081276373,1.8869130104438019,20,0.1,0.3,0.23,0.3,0.6927815257213248,0.3924624243829119,0.3008878586935658,0.3
31.062124248496932,1.3080958951744444,1.8870883108004373,20,0.1,0.3,0.23,0.3,0.6927394609018751,0.3924287685523333,0.3008620558901222,0.3
31.262525050100137,1.3079872046745218,1.8872584695553067,20,0.1,0.3,0.23,0.3,0.692698634739147,0.3923961614023565,0.30083705707514,0.3
31.462925851703343,1.3078818747653858,1.8874236558057855,20,0.1,0.3,0.23,0.3,0.692659006231583,0.3923645624296157,0.30081283119603874,0.3
31.663326653306548,1.3077797535013853,1.8875840489313758,20,0.1,0.3,0.23,0.3,0.6926205319426637,0.39233392605041556,0.30078934330531865,0.3
31.863727454909753,1.307680722676291,1.8877398021439744,20,0.1,0.3,0.23,0.3,0.6925831747427935,0.3923042168028873,0.3007665662155469,0.3
32.06412825651296,1.307584663800037,1.8878910670345062,20,0.1,0.3,0.23,0.3,0.6925468979180519,0.3922753991400111,0.3007444726740085,0.3
32.26452905811617,1.3074914573010101,1.8880379941915009,20,0.1,0.3,0.23,0.3,0.6925116650204926,0.392247437190303,0.3007230351792323,0.3
32.464929859719376,1.3074009817283352,1.8881807338196672,20,0.1,0.3,0.23,0.3,0.6924774397185893,0.39222029451850055,0.3007022257975171,0.3
32.665330661322585,1.3073132567520607,1.8883193335160098,20,0.1,0.3,0.23,0.3,0.6924442103032145,0.3921939770256182,0.30068204905297397,0.3
32.865731462925794,1.3072282195262912,1.888453898260181,20,0.1,0.3,0.23,0.3,0.692411951322703,0.39216846585788734,0.300662490491047,0.3
33.066132264529,1.3071457096502008,1.8885846012182386,20,0.1,0.3,0.23,0.3,0.6923806209991271,0.3921437128950602,0.3006435132195462,0.3
33.26653306613221,1.3070656370889604,1.8887115636957572,20,0.1,0.3,0.23,0.3,0.6923501900069392,0.3921196911266881,0.3006250965304609,0.3
33.46693386773542,1.306987912391293,1.8888349050934217,20,0.1,0.3,0.23,0.3,0.6923206294945132,0.3920963737173879,0.30060721984999744,0.3
33.66733466933863,1.3069124462622312,1.8889547432606464,20,0.1,0.3,0.23,0.3,0.6922919109984675,0.39207373387866934,0.3005898626403132,0.3
33.86773547094184,1.3068391491358717,1.889071194849197,20,0.1,0.3,0.23,0.3,0.6922640063580696,0.3920517447407615,0.3005730043012505,0.3
34.06813627254505,1.3067680037328675,1.8891843221678053,20,0.1,0.3,0.23,0.3,0.6922369004478623,0.39203040111986026,0.30055664085855954,0.3
34.268537074148256,1.3066989944037353,1.8892941850151248,20,0.1,0.3,0.23,0.3,0.6922105787540394,0.3920096983211206,0.3005407687128591,0.3
34.468937875751465,1.3066319955479966,1.8894009225107666,20,0.1,0.3,0.23,0.3,0.6921850077704291,0.391989598664399,0.3005253589760392,0.3
34.66933867735467,1.3065669429362559,1.8895046275538607,20,0.1,0.3,0.23,0.3,0.6921601650775413,0.39197008288087676,0.30051039687533887,0.3
34.86973947895788,1.3065037742401158,1.8896053904560424,20,0.1,0.3,0.23,0.3,0.6921360288867529,0.3919511322720347,0.30049586807522666,0.3
35.07014028056109,1.3064424288623337,1.889703299106394,20,0.1,0.3,0.23,0.3,0.6921125780001276,0.3919327286587001,0.30048175863833676,0.3
35.2705410821643,1.3063828477669799,1.8897984391363862,20,0.1,0.3,0.23,0.3,0.6920897917702863,0.39191485433009393,0.3004680549864054,0.3
35.47094188376751,1.3063249856085601,1.889890884239536,20,0.1,0.3,0.23,0.3,0.6920676524180575,0.39189749568256804,0.30045474668996885,0.3
35.67134268537072,1.3062688113355956,1.8899806957172256,20,0.1,0.3,0.23,0.3,0.692046145139958,0.3918806434006787,0.300441826607187,0.3
35.87174348697393,1.3062142588143346,1.8900679620332446,20,0.1,0.3,0.23,0.3,0.6920252486356562,0.3918642776443004,0.300429279527297,0.3
36.072144288577135,1.306161280774398,1.8901527556594582,20,0.1,0.3,0.23,0.3,0.6920049454422874,0.39184838423231944,0.30041709457811155,0.3
36.272545090180344,1.3061098316808686,1.8902351468156253,20,0.1,0.3,0.23,0.3,0.6919852186433828,0.39183294950426056,0.3004052612865998,0.3
36.47294589178355,1.3060598676260666,1.8903152035850148,20,0.1,0.3,0.23,0.3,0.6919660518407443,0.39181796028781996,0.3003937695539953,0.3
36.67334669338676,1.3060113462213276,1.8903929920300204,20,0.1,0.3,0.23,0.3,0.6919474291263531,0.3918034038663983,0.30038260963090535,0.3
36.87374749498997,1.3059642250685326,1.8904685766718698,20,0.1,0.3,0.23,0.3,0.691929334967146,0.39178926752055976,0.3003717717657625,0.3
37.07414829659318,1.3059184584028023,1.8905420214391748,20,0.1,0.3,0.23,0.3,0.6919117539776218,0.39177553752084066,0.30036124543264453,0.3
37.27454909819639,1.3058740103008053,1.8906133863697219,20,0.1,0.3,0.23,0.3,0.6918946717090279,0.39176220309024157,0.3003510223691852,0.3
