Time,C
0,1
0.10050251256281408,1.2010050251256283
0.20100502512562815,1.4020100502512565
0.30150753768844224,1.6030150753768848
0.4020100502512563,1.8040201005025125
0.5025125628140704,2.0050251256281406
0.6030150753768845,2.2060301507537687
0.7035175879396985,2.407035175879397
0.8040201005025126,2.608040201005025
0.9045226130653267,2.809045226130653
1.0050251256281408,10.010050251256096
1.105527638190955,10.211055276381725
1.206030150753769,10.412060301507353
1.306532663316583,10.61306532663298
1.407035175879397,10.814070351758609
1.5075376884422111,11.015075376884237
1.6080402010050252,11.216080402009865
1.7085427135678393,11.417085427135493
1.8090452261306533,11.618090452261121
1.9095477386934674,11.81909547738675
2.0100502512562817,12.020100502512378
2.1105527638190957,12.221105527638006
2.21105527638191,12.422110552763634
2.311557788944724,12.623115577889262
2.412060301507538,12.82412060301489
2.512562814070352,13.025125628140518
2.613065326633166,13.226130653266146
2.71356783919598,13.427135678391775
2.814070351758794,13.628140703517403
2.9145728643216082,13.82914572864303
3.0150753768844223,14.030150753768659
3.1155778894472363,14.231155778894287
3.2160804020100504,14.432160804019915
3.3165829145728645,14.633165829145543
3.4170854271356785,14.834170854271171
3.5175879396984926,15.0351758793968
3.6180904522613067,15.236180904522428
3.7185929648241207,15.437185929648056
3.819095477386935,15.638190954773684
3.919597989949749,15.839195979899312
4.020100502512563,16.04020100502494
4.120603015075377,16.241206030150572
4.2211055276381915,16.442211055276196
4.3216080402010055,16.643216080401828
4.42211055276382,16.844221105527456
4.522613065326634,17.04522613065308
4.623115577889448,17.24623115577871
4.723618090452262,17.44723618090434
4.824120603015076,17.648241206029965
4.92462311557789,17.849246231155597
5.025125628140704,18.05025125628122
5.125628140703518,18.251256281406853
5.226130653266332,18.452261306532478
5.326633165829146,18.65326633165811
5.42713567839196,18.854271356783734
5.527638190954774,19.055276381909366
5.628140703517588,19.25628140703499
5.728643216080402,19.457286432160622
5.8291457286432165,19.658291457286246
5.9296482412060305,19.859296482411878
6.030150753768845,20.060301507537503
6.130653266331659,20.261306532663134
6.231155778894473,20.46231155778876
6.331658291457287,20.66331658291439
6.432160804020101,20.864321608040015
6.532663316582915,21.065326633165647
6.633165829145729,21.26633165829127
6.733668341708543,21.467336683416903
6.834170854271357,21.668341708542528
6.934673366834171,21.86934673366816
7.035175879396985,22.070351758793784
7.135678391959799,22.271356783919416
7.236180904522613,22.47236180904504
7.336683417085427,22.67336683417067
7.437185929648241,22.874371859296296
7.5376884422110555,23.075376884421928
7.63819095477387,23.276381909547553
7.738693467336684,23.477386934673184
7.839195979899498,23.67839195979881
7.939698492462312,23.87939698492444
8.040201005025127,24.08040201005007
8.14070351758794,24.281407035175697
8.241206030150755,24.4824120603013
8.341708542713569,24.683417085426925
8.442211055276383,24.884422110552578
8.542713567839197,25.085427135678202
8.643216080402011,25.286432160803827
8.743718592964825,25.48743718592945
8.84422110552764,25.688442211055076
8.944723618090453,25.8894472361807
9.045226130653267,26.090452261306325
9.145728643216081,26.291457286431964
9.246231155778895,26.49246231155759
9.34673366834171,26.693467336683227
9.447236180904524,26.89447236180885
9.547738693467338,27.095477386934476
9.648241206030152,27.2964824120601
9.748743718592966,27.497487437185725
9.84924623115578,27.698492462311364
9.949748743718594,27.89949748743699
10.050251256281408,28.100502512562613
10.150753768844222,28.301507537688252
10.251256281407036,28.502512562813877
10.35175879396985,28.7035175879395
10.452261306532664,28.904522613065126
10.552763819095478,29.10552763819075
10.653266331658292,29.30653266331639
10.753768844221106,29.507537688442014
10.85427135678392,29.70854271356764
10.954773869346734,29.909547738693277
11.055276381909549,30.1105527638189
11.155778894472363,30.311557788944526
11.256281407035177,30.51256281407015
11.35678391959799,30.713567839195775
11.457286432160805,30.914572864321414
11.557788944723619,31.11557788944704
11.658291457286433,31.316582914572663
11.758793969849247,31.517587939698302
11.859296482412061,31.718592964823927
11.959798994974875,31.91959798994955
12.06030150753769,32.120603015075176
12.160804020100503,32.3216080402008
