Time,comp,A
0,1,2
0.10101010101010101,1.1062891605265561,2.103609149268413
0.20202020202020202,1.2238754123759268,2.212589775181845
0.30303030303030304,1.3539599642241933,2.327216957839824
0.40404040404040403,1.497871043282977,2.447782400616944
0.5050505050505051,1.6570782849829242,2.574593911383886
0.6060606060606061,1.8332076233326624,2.707975784448799
0.7070707070707071,2.0280575586734897,2.8482676046436097
0.8080808080808081,2.243617856365109,2.9958272103924157
0.9090909090909091,2.4820898139114917,3.1510312126625424
1.0101010101010102,2.745908704451109,3.314275731701476
1.1111111111111112,3.0377687057764553,3.485977680811103
1.2121212121212122,3.36065038327563,3.6665756384636827
1.3131313131313131,3.7178507450324862,3.85652935428026
1.4141414141414141,4.113017511768252,4.0563236395644635
1.5151515151515151,4.550186120456881,4.266468421682778
1.6161616161616161,5.033820933704805,4.487500041844905
1.7171717171717171,5.568861119886343,4.719983602484755
1.8181818181818181,6.160770219116285,4.964511378972548
1.9191919191919191,6.815592609243546,5.221706837931118
2.0202020202020203,7.5400153226917785,5.492226409832576
2.1212121212121215,8.341436155923118,5.776760530239758
2.2222222222222228,9.22803929765412,6.076035614269639
2.323232323232324,10.208879263782674,6.390816756258452
2.424242424242425,11.293971455763804,6.721904897016313
2.5252525252525264,12.494396804902813,7.070145059154147
2.6262626262626276,13.822414035042177,7.436426043058638
2.727272727272729,15.291584847262376,7.821682689056319
2.82828282828283,16.916913152487346,8.226899695432408
2.9292929292929313,18.714996285439394,8.653110105171919
3.0303030303030325,20.704195445584457,9.101400167203497
3.1313131313131337,22.904824289947666,9.57291403547326
3.232323232323235,25.339355612821894,10.068855135507741
3.333333333333336,28.032650834481522,10.590489226682672
3.4343434343434374,31.012216054492008,11.139150738368038
3.5353535353535386,34.308475500500464,11.71623530714969
3.63636363636364,37.95509040298446,12.32321568994981
3.737373737373741,41.9892999285363,12.961641060440739
3.8383838383838422,46.45230138831987,13.63314084095094
3.9393939393939434,51.38967273079501,14.339430840549953
4.040404040404044,56.851834000667665,15.08231297078979
4.141414141414145,62.89456156036048,15.863679728583032
4.242424242424247,69.57956359885554,16.685525366464535
4.343434343434348,76.97510726625211,17.549947448536553
4.444444444444449,85.15671580820026,18.459152188325803
4.54545454545455,94.207945774632,19.41546497823106
4.6464646464646515,104.22122061822637,20.421319801478305
4.747474747474753,115.29879430681989,21.479282750528686
4.848484848484854,127.5537908117018,22.592054025420104
4.949494949494955,141.11135803506355,23.762473701370528
5.050505050505056,156.10994972302944,24.99353145546652
5.151515151515158,172.702734132843,26.288370467716415
5.252525252525259,191.05914466070251,27.65028782560692
5.35353535353536,211.36663650347103,29.082759497409636
5.454545454545461,233.83258946916652,30.589441525502572
5.5555555555555625,258.6864257125123,32.17417933081127
5.656565656565664,286.1819686341771,33.84102507954345
5.757575757575765,316.5999848314076,35.59422381637648
5.858585858585866,350.2510947659699,37.438246531114245
5.959595959595967,387.47894288565993,39.377799655119254
6.0606060606060685,428.66369956857983,41.41783342521012
6.16161616161617,474.2259503022062,43.56355701612579
6.262626262626271,524.6309971725643,45.82045352689291
6.363636363636372,580.39353231138,48.19426696559252
6.464646464646473,642.0830012219803,50.691055920161496
6.565656565656575,710.3293757804721,53.317192851178135
6.666666666666676,785.8295874336198,56.07938031046127
6.767676767676777,869.3546860708329,58.98467933310276
6.868686868686878,961.7575937100916,62.040493925157904
6.9696969696969795,1063.9818923716543,65.2546138634536
7.070707070707081,1177.0714943651199,68.63524242693055
7.171717171717182,1302.1812693551576,72.19100785257379
7.272727272727283,1440.588842577982,75.93098631120043
7.373737373737384,1593.70773392855,79.86474322878652
7.474747474747486,1763.1014356129904,84.00228525510111
7.575757575757587,1950.499791272997,88.35417246483419
7.676767676767688,2157.8165097076026,92.93151201859048
7.777777777777789,2387.168707461494,97.74598643355756
7.87878787878789,2640.8986329515187,102.8098995130112
7.979797979797992,2921.597324661517,108.13616557389953
8.080808080808092,3232.1311308216004,113.73835637449609
8.181818181818192,3575.671215447045,119.63077017478183
8.282828282828293,3955.725805412586,125.82844594534075
8.383838383838393,4376.176015945487,132.34720163712592
8.484848484848493,4841.31580779442,139.20371159665743
8.585858585858594,5355.894747482233,146.41542163818318
8.686868686868694,5925.167661734687,154.00073334267043
8.787878787878794,6554.94795507724,161.97900642263826
8.888888888888895,7251.66693788698,170.3706034499907
8.989898989898995,8022.439744024134,179.19696320382454
9.090909090909095,8875.137539370757,188.48061233593793
9.191919191919196,9818.467512266838,198.2451957085303
9.292929292929296,10862.062925094948,208.51563509024942
9.393939393939396,12016.580959471992,219.31814332317347
9.494949494949497,13293.811545934637,230.6802910310213
9.595959595959597,14706.798642668762,242.63113481180312
9.696969696969697,16269.970607553321,255.20110074442186
9.797979797979798,17999.290217348618,268.42225089835284
9.898989898989898,19912.417249804428,282.32832913006746
9.999999999999998,22028.88853821755,296.9548273018417
