Time,S1,S2,C1,k1,_J0
0,10,0,1,0.4,4
0.02512562814070352,9.801985099368865,0.09851241306894962,1.0100502512562815,0.4,3.9207940397475465
0.05025125628140704,9.609793977022097,0.19316168800254188,1.0201005025125625,0.4,3.843917590808839
0.07537688442211056,9.423200475885558,0.28411659728518157,1.0301507537688437,0.4,3.7692801903542232
0.10050251256281408,9.241989311286039,0.3715372587622736,1.0402010050251254,0.4,3.696795724514416
0.1256281407035176,9.06595544972433,0.4555756507541483,1.0502512562814064,0.4,3.626382179889732
0.15075376884422112,8.894903528661887,0.5363760921912053,1.0603015075376874,0.4,3.557961411464755
0.17587939698492464,8.728647314238248,0.6140756904566015,1.0703517587939686,0.4,3.4914589256952997
0.20100502512562815,8.56700919415451,0.688804759333881,1.0804020100502496,0.4,3.426803677661804
0.22613065326633167,8.409819703113342,0.7606872093290761,1.0904522613065306,0.4,3.363927881245337
0.2512562814070352,8.25691707845981,0.8298409124077974,1.1005025125628118,0.4,3.3027668313839245
0.2763819095477387,8.108146843842514,0.8963780430353451,1.1105527638190928,0.4,3.2432587375370057
0.30150753768844224,7.963361418894566,0.9604053972489637,1.1206030150753739,0.4,3.1853445675578267
0.32663316582914576,7.822419753092315,1.0220246913521627,1.130653266331655,0.4,3.1289679012369263
0.35175879396984927,7.685186982095211,1.0813328416933685,1.140703517587936,0.4,3.0740747928380845
0.3768844221105528,7.55153410500306,1.1384222268747077,1.150753768844217,0.4,3.020613642001224
0.4020100502512563,7.421337681088102,1.1933809336305519,1.1608040201004983,0.4,2.968535072435241
0.4271356783919598,7.294479544670464,1.246292987518418,1.1708542713567793,0.4,2.917791817868186
0.45226130653266333,7.1708465369068985,1.2972385694761235,1.1809045226130603,0.4,2.8683386147627594
0.47738693467336685,7.050330253355912,1.3462942192179717,1.1909547738693413,0.4,2.820132101342365
0.5025125628140704,6.93282680626756,1.3935330263684682,1.2010050251256226,0.4,2.773130722507024
0.5276381909547739,6.818236600624447,1.4390248101639826,1.2110552763819036,0.4,2.727294640249779
0.5527638190954774,6.706464123032146,1.4828362884905357,1.2211055276381848,0.4,2.6825856492128586
0.577889447236181,6.597417742623557,1.525031236968326,1.2311557788944658,0.4,2.6389670970494232
0.6030150753768845,6.491009523201995,1.5656706387413726,1.241206030150747,0.4,2.596403809280798
0.628140703517588,6.387155045903768,1.604812825582224,1.251256281407028,0.4,2.5548620183615074
0.6532663316582915,6.2857732417124526,1.6425136108772382,1.2613065326633093,0.4,2.5143092966849814
0.678391959798995,6.186786233204246,1.6788264150171472,1.2713567839195905,0.4,2.4747144932816987
0.7035175879396985,6.0901191849475245,1.713802383679977,1.2814070351758715,0.4,2.43604767397901
0.7286432160804021,5.995700162019907,1.7474904994587426,1.2914572864321527,0.4,2.3982800648079627
0.7537688442211056,5.903459996143334,1.7799376872544017,1.3015075376884337,0.4,2.3613839984573337
0.7788944723618091,5.813332158971933,1.811188913825054,1.311557788944715,0.4,2.3253328635887733
0.8040201005025126,5.725252642099225,1.8412872818552004,1.3216080402009962,0.4,2.29010105683969
0.8291457286432161,5.6391598433804875,1.870274118883717,1.3316582914572772,0.4,2.255663937352195
0.8542713567839196,5.554994459193727,1.8981890614055767,1.3417085427135584,0.4,2.221997783677491
0.8793969849246231,5.472699382288334,1.925070134440342,1.3517587939698401,0.4,2.1890797529153336
0.9045226130653267,5.392219604880406,1.9509538268539626,1.3618090452261216,0.4,2.1568878419521624
0.9296482412060302,5.313502126718719,1.9758751626586204,1.371859296482403,0.4,2.1254008506874875
