Time,A,B,C,comp,k1,k2,_J0,_J1
7.437185929648241,9.743057130650838,0.25503314864273086,0.0019097207158697768,100,0.35,0.2,3.410069995727793,0.05100662972854617
7.5376884422110555,9.739630527258436,0.2584081499283393,0.001961322824268408,100,0.35,0.2,3.4088706845404526,0.05168162998566787
7.63819095477387,9.736205128993472,0.26178126788223355,0.002013603136968703,100,0.35,0.2,3.407671795147715,0.052356253576446715
7.738693467336684,9.732780935433405,0.26515250330425205,0.0020665612766616404,100,0.35,0.2,3.4064733274016916,0.05303050066085041
7.839195979899498,9.729357946156059,0.2685218569935183,0.002120196866390608,100,0.35,0.2,3.4052752811546205,0.05370437139870367
7.939698492462312,9.725936160739629,0.2718893297484129,0.002174509529564576,100,0.35,0.2,3.40407765625887,0.05437786594968258
8.040201005025127,9.722515578762708,0.2752549223665455,0.002229498889971275,100,0.35,0.2,3.4028804525669476,0.0550509844733091
8.14070351758794,9.719096199804287,0.27861863564472705,0.0022851645717903643,100,0.35,0.2,3.4016836699315003,0.05572372712894541
8.241206030150755,9.715678023443784,0.2819804703789421,0.0023415061996066126,100,0.35,0.2,3.4004873082053244,0.05639609407578842
8.341708542713569,9.712261049261045,0.2853404273643204,0.0023985233984230706,100,0.35,0.2,3.3992913672413656,0.057068085472864086
8.442211055276383,9.708845276791141,0.2886985074811982,0.002456215752982488,100,0.35,0.2,3.3980958468768994,0.05773970149623964
8.542713567839197,9.70543070564072,0.29205471147364626,0.002514582912450958,100,0.35,0.2,3.3969007469742523,0.058410942294729255
8.643216080402011,9.70201733538818,0.29540904013948127,0.002573624500604752,100,0.35,0.2,3.3957060673858623,0.059081808027896254
8.743718592964825,9.698605165611248,0.2987614942777556,0.0026333401406504254,100,0.35,0.2,3.3945118079639367,0.059752298855551125
8.84422110552764,9.695194195887778,0.3021120746872717,0.002693729455927012,100,0.35,0.2,3.393317968560722,0.060422414937454344
8.944723618090453,9.691784425795735,0.3054607821665855,0.0027547920699043742,100,0.35,0.2,3.392124549028507,0.061092156433317106
9.045226130653267,9.688375854913197,0.30880761751401026,0.0028165276061815603,100,0.35,0.2,3.390931549219619,0.061761523502802056
9.145728643216081,9.684968482818357,0.3121525815276196,0.0028789356884851526,100,0.35,0.2,3.389738968986425,0.062430516305523924
9.246231155778895,9.681562309089516,0.31549567500525116,0.002942015940667625,100,0.35,0.2,3.3885468081813306,0.06309913500105023
9.34673366834171,9.678157333305082,0.3188368987445101,0.003005767986705694,100,0.35,0.2,3.3873550666567787,0.06376737974890202
9.447236180904524,9.67475355504267,0.32217625354475354,0.0030701914498616027,100,0.35,0.2,3.3861637442649344,0.06443525070895072
9.547738693467338,9.671350973881108,0.32551374020275037,0.0031352859545383926,100,0.35,0.2,3.3849728408583877,0.06510274804055008
9.648241206030152,9.667949589399763,0.32884935951405053,0.003201051125674955,100,0.35,0.2,3.3837823562899167,0.06576987190281011
9.748743718592966,9.664549401177585,0.3321831122751323,0.003267486587841938,100,0.35,0.2,3.3825922904121546,0.06643662245502646
9.84924623115578,9.661150408793649,0.3355149992822053,0.003334591965751393,100,0.35,0.2,3.381402643077777,0.06710299985644107
9.949748743718594,9.657752611827162,0.33884502133121,0.003402366884256783,100,0.35,0.2,3.3802134141395066,0.067769004266242
10.050251256281408,9.654356009857455,0.3421731792178182,0.003470810968352977,100,0.35,0.2,3.3790246034501092,0.06843463584356364
10.150753768844222,9.650960602463986,0.3454994737374328,0.0035399238431762527,100,0.35,0.2,3.377836210862395,0.06909989474748655
10.251256281407036,9.647566389226338,0.3488239056851878,0.003609705134004293,100,0.35,0.2,3.376648236229218,0.06976478113703756
10.35175879396985,9.644173369724227,0.3521464758559485,0.003680154466256191,100,0.35,0.2,3.375460679403479,0.0704292951711897
10.452261306532664,9.64078154353749,0.35546718504431113,0.0037512714654924454,100,0.35,0.2,3.374273540238121,0.07109343700886223
10.552763819095478,9.637390910246094,0.35878603404460313,0.0038230557574149646,100,0.35,0.2,3.3730868185861325,0.07175720680892063
10.653266331658292,9.634001469430133,0.36210302365088315,0.0038955069678670634,100,0.35,0.2,3.3719005143005467,0.07242060473017663
10.753768844221106,9.630613220669828,0.365418154656941,0.003968624722833464,100,0.35,0.2,3.3707146272344395,0.0730836309313882
10.85427135678392,9.627226163545526,0.36873142785629753,0.004042408648440295,100,0.35,0.2,3.369529157240934,0.0737462855712595
10.954773869346734,9.623840297637706,0.3720428440422047,0.0041168583709550975,100,0.35,0.2,3.3683441041731967,0.07440856880844095
11.055276381909549,9.620455622526965,0.3753524040076458,0.004191973516786813,100,0.35,0.2,3.3671594678844374,0.07507048080152917
11.155778894472363,9.617072137794036,0.37866010854533505,0.004267753712485797,100,0.35,0.2,3.3659752482279126,0.07573202170906701
11.256281407035177,9.613689843019772,0.3819659584477181,0.004344198584743809,100,0.35,0.2,3.36479144505692,0.07639319168954362
11.35678391959799,9.61030873778516,0.38526995450697127,0.004421307760394018,100,0.35,0.2,3.363608058224806,0.07705399090139425
11.457286432160805,9.60692882167131,0.3885720975150025,0.004499080866410999,100,0.35,0.2,3.3624250875849584,0.07771441950300051
11.557788944723619,9.60355009428649,0.3918723882130386,0.004577517553738137,100,0.35,0.2,3.3612425330002713,0.07837447764260773
11.658291457286433,9.600172555254373,0.39517082731354836,0.0046566174869257125,100,0.35,0.2,3.36006039433903,0.07903416546270968
11.758793969849247,9.596796204100764,0.39846741571148725,0.004736380244285427,100,0.35,0.2,3.358878671435267,0.07969348314229746
11.859296482412061,9.593421040407879,0.4017621541965725,0.004816805453884628,100,0.35,0.2,3.3576973641427577,0.08035243083931451
11.959798994974875,9.590047063758053,0.4050550435582727,0.004897892743922418,100,0.35,0.2,3.3565164723153185,0.08101100871165455
12.06030150753769,9.586674273733733,0.4083460845858079,0.004979641742729649,100,0.35,0.2,3.3553359958068065,0.08166921691716159
12.160804020100503,9.583302669917485,0.4116352780681499,0.005062052078768937,100,0.35,0.2,3.3541559344711196,0.08232705561362999
12.261306532663317,9.579932251891991,0.4149226247940219,0.005145123380634642,100,0.35,0.2,3.3529762881621967,0.08298452495880439
12.361809045226131,9.576563019240051,0.41820812555189896,0.005228855277052882,100,0.35,0.2,3.351797056734018,0.0836416251103798
12.462311557788945,9.573194971544575,0.4214917811300073,0.005313247396881531,100,0.35,0.2,3.350618240040601,0.08429835622600146
12.56281407035176,9.569828108388599,0.42477359231632505,0.005398299369110214,100,0.35,0.2,3.3494398379360093,0.08495471846326502
12.663316582914574,9.566462429355262,0.42805355989858174,0.005484010822860314,100,0.35,0.2,3.3482618502743415,0.08561071197971636
12.763819095477388,9.563097934027832,0.4313316846642584,0.00557038138738496,100,0.35,0.2,3.347084276909741,0.08626633693285168
12.864321608040202,9.559734621989685,0.4346079674005879,0.005657410692069046,100,0.35,0.2,3.3459071176963895,0.08692159348011758
12.964824120603016,9.556372492824318,0.4378824088945544,0.005745098366429212,100,0.35,0.2,3.344730372488511,0.08757648177891088
13.06532663316583,9.55301154611534,0.44115500993289375,0.005833444040113857,100,0.35,0.2,3.3435540411403686,0.08823100198657875
13.165829145728644,9.549651781446478,0.4444257713020932,0.005922447342903128,100,0.35,0.2,3.342378123506267,0.08888515426041865
13.266331658291458,9.546293198401578,0.4476946937883919,0.006012107904708932,100,0.35,0.2,3.341202619440552,0.08953893875767838
13.366834170854272,9.542935796564597,0.4509617781777803,0.006102425355574928,100,0.35,0.2,3.340027528797609,0.09019235563555607
13.467336683417086,9.53957957551961,0.45422702525600056,0.006193399325676529,100,0.35,0.2,3.3388528514318634,0.09084540505120012
13.5678391959799,9.536224534850811,0.45749043580854626,0.006285029445320901,100,0.35,0.2,3.3376785871977837,0.09149808716170926
13.668341708542714,9.532870674142508,0.46075201062066257,0.006377315344946966,100,0.35,0.2,3.3365047359498776,0.09215040212413252
13.768844221105528,9.529517992979121,0.4640117504773464,0.006470256655125401,100,0.35,0.2,3.3353312975426923,0.09280235009546928
13.869346733668342,9.526166490945196,0.46726965616334604,0.006563853006558632,100,0.35,0.2,3.3341582718308183,0.09345393123266921
13.969849246231156,9.522816167625386,0.47052572846316143,0.006658104030080845,100,0.35,0.2,3.332985658668885,0.09410514569263229
14.07035175879397,9.519467022604463,0.47377996816104406,0.006753009356657975,100,0.35,0.2,3.331813457911562,0.09475599363220882
14.170854271356784,9.516119055467318,0.47703237604099696,0.006848568617387717,100,0.35,0.2,3.330641669413561,0.09540647520819939
14.271356783919598,9.512772265798953,0.48028295288677475,0.006944781443499514,100,0.35,0.2,3.329470293029633,0.09605659057735495
